기업,거래소코드,연도,자산,부채,자본,매출액,매출총이익,영업이익,당기순이익,유동자산,유동부채,당좌자산,재고자산,매출채권,매입채무,단기차입금,장기차입금,사채,유형자산,이자비용,금융비용
(주)파라다이스,34230,2018,3150767407,1524675674,1626091732,787616484,78637501,2407782,-44147198,327545212,421768555,320897538,6647674,28951214,3513979,87762000,816258720,100000000,2262556568,0,0
(주)파라다이스,34230,2019,3470353602,1866151022,1604202581,979432909,139539529,51868334,6729907,532195710,632416773,526004651,6191060,37558556,4213561,77398200,741376240,100000000,2196950145,0,0
(주)파라다이스,34230,2020,3313512459,1879962245,1433550214,453881181,-23153350,-86150820,-166876407,520916397,361866977,514213675,6702723,12315170,1917713,149132978,929114000,232640000,2129666565,0,0
(주)파라다이스,34230,2021,3471796250,1957355764,1514440486,414466173,-198763,-55245897,-78564040,698166528,483277822,691313722,6852806,15054546,2706017,141911077,774238603,334971601,2152638395,0,0
(주)파라다이스,34230,2017,2435323992,1141985104,1293338887,668041930,70321637,-29952294,-39852528,344658525,252631887,339285187,5373339,18099969,2564119,43828000,721773079,100000000,1624157701,0,0
(주)파라텍,33540,2021,136226426,54728622,81497803,112946688,11532581,-463247,610954,86160988,37898293,70434709,15726280,25861229,13258229,11703000,12799920,0,31488915,0,0
(주)파라텍,33540,2017,144843948,59377833,85466115,259716264,21435452,9589632,12141185,118782187,53097606,108788430,9993757,31016031,18733540,12262511,0,0,4298141,0,0
(주)파라텍,33540,2019,123595723,70499766,53095956,126614043,-25613850,-37047419,-29633121,59076523,53365056,44925284,14151239,21833008,14349797,19127760,10237476,0,24967975,0,0
(주)파라텍,33540,2020,114480235,51846578,62633657,114961598,16751702,4026832,8388182,69130769,33802284,57538139,11592629,21891031,9397636,11288401,10940820,0,31595757,0,0
(주)파라텍,33540,2018,147465475,63462418,84003058,191164238,11272169,-138646,242128,110831912,51411070,99241422,11590490,25852377,11430684,22107306,10200000,0,16230216,0,0
(주)파루,43200,2021,68744517,41184536,27559981,48915234,11159603,-3458807,-3930016,40004884,39061994,32880737,7124147,23322834,6744979,13800669,716650,0,17134865,0,0
(주)파루,43200,2020,60990653,32611531,28379122,41360187,-929772,-13822195,-24051087,31730069,26605646,29479626,2250442,19951855,5141679,9905455,5037340,0,19112199,0,0
(주)파루,43200,2019,67704582,22082690,45621892,53144288,11939128,158353,216001,28999401,18472189,22224969,6774431,16352722,4080873,9111957,49331,0,26693173,0,0
(주)파루,43200,2017,68615702,8309785,60305917,28869599,-1535259,-23083047,-27920829,29118323,6941529,19419167,9699156,10548071,2619542,0,0,0,27303311,0,0
(주)파루,43200,2018,48518273,14937686,33580587,36352018,-8171758,-25569676,-25964280,13973604,13170650,11685581,2288023,12295819,4236373,998959,0,0,24783999,0,0
(주)파마리서치,214450,2018,258188072,39314211,218873861,64280682,38217005,8704441,11265362,105768852,15479826,93475165,12293685,19423315,4457375,0,1830000,0,66064121,0,0
(주)파마리서치,214450,2019,269925427,41501860,228423567,83871642,50105514,19062361,14850658,104472677,18589948,90544985,13927693,23427514,5358711,0,1220000,0,73886028,0,0
(주)파마리서치,214450,2020,319831469,55420019,264411451,108745922,72896385,33425872,32452222,127403667,35849140,106622835,20780833,24711147,1875627,15000000,773091,0,94045794,0,0
(주)파마리서치,214450,2017,189033646,6882068,182151578,54469758,36064868,14843592,12516689,112335226,6862774,107216636,5118590,18110277,1732357,0,0,0,27179366,0,0
(주)파마리서치,214450,2021,427646750,99288024,328358725,154082898,108332542,52488896,46823637,206791974,48005014,189449719,17342254,28434994,2939383,15800000,698406,50000000,109481405,0,0
(주)파멥신,208340,2020,133553213,87838375,45714838,59818,59818,-25507147,-30677921,100328674,85111729,100328674,0,0,0,0,0,0,5957727,0,0
(주)파멥신,208340,2021,68531242,17617716,50913526,67698,67698,-38222502,-44033337,41650750,14614104,41650750,0,13585,0,0,0,0,7205340,0,0
(주)파멥신,208340,2018,69786202,4350130,65436073,1975,278,-6913524,-6975809,66991475,1536687,66991475,0,0,0,220000,600000,0,1000036,0,0
(주)파멥신,208340,2019,161346976,93563709,67783267,0,0,-10104255,-10158298,136161516,2623516,136161517,0,0,0,0,0,100000000,3200561,0,0
(주)파버나인,177830,2017,113945582,62097383,51848199,106136238,11795247,3147911,720336,27320013,49039456,19396264,7923749,8571112,10209710,17322816,10473427,0,78507761,0,0
(주)파버나인,177830,2020,132805126,71541348,61263778,141689829,21428283,8004418,4339028,50087913,54986780,38099932,11987981,14870762,5858978,25349355,13440773,0,68578687,0,0
(주)파버나인,177830,2021,136879576,65479915,71399661,126264807,16407995,5889143,7070393,59811967,43728501,42143914,17668054,15055043,5682142,24072448,8064101,15000000,68788703,0,0
(주)파버나인,177830,2019,127289836,81887630,45402207,103613096,6480631,-4924268,-12583773,36743620,65049351,24035786,12707833,10278233,3934212,38576200,12713806,0,80073221,0,0
(주)파버나인,177830,2018,123062728,66431277,56631451,112395079,14892123,5715808,4729713,31958604,48240931,22725367,9233238,9085033,3862090,32157612,6582253,9500000,79824445,0,0
(주)파세코,37070,2017,91231655,23075928,68155727,121285465,24050287,3931778,3672143,35478600,19825398,18042672,17435928,13327960,8800526,4400000,0,0,54009417,0,
(주)파세코,37070,2018,101543240,31573197,69970043,149411990,26095155,5310787,4749898,45031813,28542263,26326179,18705634,20385025,12232358,6700000,0,0,54665179,0,
(주)파세코,37070,2019,111403564,35586756,75816808,180409668,34734949,10781597,8643056,52984000,31030679,35383619,17600380,17144032,10622033,9561151,1600000,0,55414057,0,
(주)파세코,37070,2020,115256447,28689688,86566759,198109927,51089022,16874792,14173377,54477724,23470506,30032403,24445321,11383581,9497539,500000,1900000,0,56030294,0,
(주)파세코,37070,2021,141881713,40512416,101369297,227184948,61256660,22863944,19085943,75483829,36947641,35095516,40388313,13314000,11936689,9984000,300000,0,55168138,0,
(주)파수,150900,2017,41606671,27309274,14297397,29288075,18140651,1299747,555316,22381491,17963126,22381491,0,14256552,1105322,2000000,2375000,1832832,861979,0,0
(주)파수,150900,2018,45961523,24524328,21437195,32243433,20456639,1533110,975183,26028812,11141648,26028811,0,22092052,0,3500000,3000000,3304946,818414,0,0
(주)파수,150900,2019,47277311,30753707,16523604,35364081,17432387,-3621275,-4500124,26821354,22670169,26821354,0,21302500,2807242,7200000,1000000,0,1422236,0,0
(주)파수,150900,2020,46443033,25909290,20533744,36405888,21476949,-1239121,-751918,25072964,16988565,25072964,0,19245050,1606353,6575000,0,0,3359024,0,0
(주)파수,150900,2021,44771307,18404854,26366453,42174716,25366824,4229247,4106888,27515871,9987792,27515871,0,15842275,1493314,4000000,0,0,1801711,0,0
(주)파워넷,37030,2019,106275532,53169702,53105830,128553806,18912464,5156742,5418184,47734088,45292181,35397325,12336763,16894050,13737798,4000000,5000000,0,11511311,0,0
(주)파워넷,37030,2021,157145105,72852201,84292904,207856485,26807663,5462318,2378475,90952539,50118675,59113444,31839096,24854898,33049694,6000000,0,20000000,18943739,0,0
(주)파워넷,37030,2020,120177285,46765199,73412086,147184413,22544235,6594932,210031,63316075,33495367,42764319,20551756,19760071,20955572,7000000,5000000,5000000,11772005,0,0
(주)파워넷,37030,2018,82532724,35097000,47435724,116872861,15504562,2773800,4531874,65512920,19394614,53706366,11806554,14201493,13745801,4000000,0,15000000,9248698,0,0
(주)파워로직스,47310,2020,371482198,157385393,214096805,927235984,17620580,-26161575,-25719528,172647644,151483245,105612776,67034869,72213572,81647916,42509947,1569100,0,162960586,0,0
(주)파워로직스,47310,2019,411390411,171017514,240372897,1107914323,108125918,50574513,54994898,209325026,167634261,123861485,85463541,71754873,83398241,44510100,1500000,0,172578376,0,0
(주)파워로직스,47310,2021,450401600,235969827,214431773,908324010,33746460,-14082276,-10657175,245631398,211427018,138893683,106737714,89602492,123103510,48954652,4353360,13702268,172484853,0,0
(주)파워로직스,47310,2018,345302766,162100039,183202727,753902613,72887579,26216517,23928373,190739790,156842296,127410375,63329415,83670608,86590105,30605174,1500000,0,134269993,0,0
(주)파워로직스,47310,2017,277514176,117805273,159708903,705665350,53738584,19482853,9169404,151638378,110196640,102029743,49608636,62745587,63339762,35010164,3093500,0,101439603,0,0
(주)파이버프로,368770,2021,,,,,,,,,,,,,,,,,,,
(주)파이오링크,170790,2017,44732357,12236466,32495891,29431876,12092451,-3034953,-2967704,32802738,6377891,29626675,3176065,6282981,1674065,689559,0,0,3980241,0,0
(주)파이오링크,170790,2018,46312626,12859955,33452672,27358728,14053894,1125230,362885,34630915,6363123,31177397,3453518,9471156,1367119,0,0,0,3555429,0,
(주)파이오링크,170790,2019,53356218,14685094,38671124,35120293,16741045,4152865,5621734,39762552,5893408,36741139,3021413,7369527,1248338,0,0,0,5074300,0,
(주)파이오링크,170790,2020,70679856,18638329,52041527,39838206,20082442,6516632,10675133,52266359,8638132,48175492,4090868,11126380,2518397,0,0,0,7855559,0,
(주)파이오링크,170790,2021,83783961,21873685,61910276,54333903,27334943,10944521,11168484,60222508,10533363,54987710,5234798,13709649,3436705,0,0,0,7782871,0,
(주)파인넥스,123260,2017,60595889,38331388,22264500,19302857,-5357782,-7852509,-14115722,34676570,30257630,28480345,6196225,6249709,1380667,22737224,4819000,2000000,24723039,0,0
(주)파인넥스,123260,2018,46632786,44924630,1708156,11706790,-183543,-2820478,-28900723,16413265,43374741,16122253,291010,3931214,431810,19736188,0,0,16914272,0,0
(주)파인디앤씨,49120,2021,115248288,71110097,44138191,29503430,-6745096,-8998270,-18838520,24870002,42511943,23036870,1833133,5233003,2025426,15600000,0,20000000,24762894,0,0
(주)파인디앤씨,49120,2020,86418837,52169669,34249168,58190392,2203508,-7679258,-11393828,25574862,39603014,24642657,932205,9702897,2905985,18278400,4138889,7500000,29491032,0,0
(주)파인디앤씨,49120,2018,94508931,51466716,43042215,77325563,12211219,2025770,1636585,29968197,39525119,25414695,4553502,18032818,1319461,17230873,8950000,0,35952090,0,0
(주)파인디앤씨,49120,2017,107567992,66149375,41418616,159356867,6861311,-5897479,-19872127,44203321,47385221,33298976,10904345,26924814,8226942,18038130,6050000,10375758,38294732,0,0
(주)파인디앤씨,49120,2019,103603701,58327837,45275863,77522237,8013495,-421576,-3722370,33090037,43878595,25953385,7136652,15217745,2288639,16792983,10850000,0,33771878,0,0
(주)파인디지털,38950,2017,101843769,12128841,89714927,76035318,26413192,-3679309,-4549357,70734368,6657650,59840840,10893528,10963995,2097702,0,0,0,4680708,0,0
(주)파인디지털,38950,2019,106556674,17194993,89361682,96058312,30456780,-216891,-108749,75860974,12388877,67345717,8515258,13111638,5324587,0,0,0,4181872,0,0
(주)파인디지털,38950,2018,101738582,13136972,88601610,86035533,28695933,1428970,2099993,72379776,7923531,60328895,12050881,18704831,3959038,0,0,0,4349558,0,0
(주)파인디지털,38950,2021,108953300,13946378,95006922,100334206,35353321,2466250,2223787,84613180,9990452,77151278,7461902,9010193,3871342,0,0,0,4693606,0,0
(주)파인디지털,38950,2020,109375877,16254369,93121508,104511483,35247891,3428146,6001291,85509213,12790323,78286912,7222302,11918661,4425863,0,0,0,4210205,0,0
(주)파인테크닉스,106240,2021,335272117,175582042,159690075,433367772,71749977,35948644,53547268,196746668,103110255,174571439,22175230,78081299,62055958,19162122,18789370,36733190,89861754,0,0
(주)파인테크닉스,106240,2018,156426841,85847308,70579532,129688348,25548588,-18784977,-21165095,59012154,74802213,41266561,17745593,43976068,26985656,24069916,4399037,5440718,36678584,0,0
(주)파인테크닉스,106240,2017,201276199,116434322,84841877,174995498,5165534,-26908169,-42400009,99509514,102384174,82861597,16647917,44982956,24370771,37530123,6116096,5097589,55611496,0,0
(주)파인테크닉스,106240,2020,138946205,59683002,79263203,169822610,37067748,10071535,6313680,58048779,52237056,42696848,15351930,23153993,11649857,27601340,5466740,0,37351905,0,0
(주)파인테크닉스,106240,2019,141853537,58896753,82956785,134292076,16748958,6917681,-2154808,52518014,51102436,35187566,17330448,22528277,19092068,18524402,3415331,3389008,34257171,0,0
(주)파인텍,131760,2021,78192592,50580366,27612226,66570973,15877488,1851341,-7205888,41418267,44341879,38155693,3262574,20068692,7147665,9567460,2548121,1459726,25836117,0,0
(주)파인텍,131760,2017,150391939,108949575,41442364,122257345,19315204,7943922,-22277313,77737440,100324625,70219183,7518258,42450130,27373056,21984843,5418285,2062600,35320784,0,0
(주)파인텍,131760,2020,100234098,67081180,33152918,81254463,8730192,-5784088,-27701616,56374178,54414519,52651029,3723149,30180003,7565849,18203431,6405000,3503364,22469500,0,0
(주)파인텍,131760,2019,120241702,57626373,62615329,77881195,15965965,3554682,90323,53511230,46038221,51248796,2262434,28288129,13487188,13294574,6682000,1641928,31803712,0,0
(주)파인텍,131760,2018,103303838,75566463,27737375,65851189,10698944,354964,-15415265,35962173,67740228,33770365,2191808,21359834,13104167,20716029,2664000,3911721,31492443,0,0
(주)파커스,65690,2020,107505403,33934377,73571026,78306082,8482633,-2249264,-8753278,58070840,25280002,50184886,7885954,15659113,5827538,5000000,0,0,29228894,0,0
(주)파커스,65690,2017,118886918,29537770,89349149,64532486,10196061,-821254,-2587245,91191698,16341066,79469854,11721845,20635410,10715079,0,0,16000000,20810368,0,0
(주)파커스,65690,2021,146634984,65549003,81085981,93681679,12058037,1199617,9549107,61125321,22562680,50192476,10932845,17726903,7671496,5000000,35000000,0,63572996,0,0
(주)파커스,65690,2018,120125782,26523588,93602194,100153884,11625134,2206296,4523593,81861161,26523588,70776560,11084600,16930107,7464749,0,0,0,19680950,0,0
(주)파커스,65690,2019,117947379,35245098,82702281,100770338,5604762,-4129339,-3785758,65564770,24061944,57007919,8556852,19018553,8164744,5000000,0,0,23682158,0,0
(주)파크시스템스,140860,2019,60509518,16146222,44363296,51973742,34199210,8035712,8506309,54237478,15031248,37455741,16781737,19149283,7511192,0,0,0,4656900,0,0
(주)파크시스템스,140860,2021,133915014,43772547,90142467,85250258,55186782,17580876,9085206,106680855,26669689,82283279,24397577,31483787,5783097,0,10000000,6000000,22878921,0,0
(주)파크시스템스,140860,2020,104415329,51333369,53081960,71223136,46173642,14980849,9955967,80726795,27264672,60385633,20341162,20377938,4659690,0,10000000,20000000,20841481,0,0
(주)파크시스템스,140860,2018,43226861,7112486,36114375,41810164,26367408,5685112,5595336,40050462,7075520,27191551,12858911,12463517,2733817,0,0,0,2098616,0,0
(주)파크시스템스,140860,2017,37075182,6515728,30559454,32882240,22334413,6031327,4544616,34403287,6478998,25016182,9387105,13046120,2975907,0,0,0,1773709,0,0
(주)파트론,91700,2017,511092139,152287583,358804556,791339853,79396111,11046486,4464966,201986013,144809125,122261335,79724677,93644447,55776410,61662514,5095537,0,257019810,0,0
(주)파트론,91700,2019,520807910,118690365,402117545,1254596912,188011901,105172046,64151886,215175014,114854244,141757969,73417044,87336212,26963490,55692430,0,0,254065031,0,0
(주)파트론,91700,2020,605213736,207558027,397655709,1179278982,120751712,41941795,20552624,290970742,203880742,193363395,97607348,146633978,70840063,103209399,0,0,251807577,0,0
(주)파트론,91700,2021,680010872,199476321,480534551,1312658129,163188464,78708842,78310212,352868312,194815047,219418462,133449849,105650280,76573608,83649425,2332368,0,270268153,0,0
(주)파트론,91700,2018,463715097,118765671,344949426,796482853,98889880,30208028,11197572,176055767,116377480,110764540,65291225,76167549,47132987,39517135,0,0,232837941,0,0
(주)파티게임즈,194510,2017,227316371,142535474,84780898,30536425,30536425,-2832160,-62012087,113329583,140979163,113329583,0,2328506,0,0,0,0,245184,0,0
(주)파티게임즈,194510,2019,144824302,95642614,49181688,66658004,66658004,4973250,-190385,79436915,79677480,79304560,132355,3842379,0,5000000,127016,10862409,9550433,0,0
(주)파티게임즈,194510,2018,177922302,114875654,63046648,42258420,42258420,455468,15004902,88392108,112420576,88203292,188817,3120485,0,5857524,0,0,8160329,0,0
(주)팍스넷,38160,2018,62762010,20269214,42492796,17881553,17881553,-35475,-1969711,41356347,20084046,41356346,0,1988262,0,0,0,0,7880091,0,0
(주)팍스넷,38160,2020,32979682,49207306,-16227624,10262548,8025044,-8489675,-25925891,17738955,46090766,17274992,463963,2332110,433588,2841594,0,0,5784022,0,0
(주)팍스넷,38160,2019,78950571,65723167,13227404,10679469,10679469,-16158578,-29969290,52112372,57704871,52112372,0,2016454,0,3300000,3750000,0,12934516,0,0
(주)팍스넷,38160,2017,49625005,5357280,44267726,18312104,18312104,1271747,1876324,34680431,5217120,34680431,0,3059961,0,0,0,0,273094,0,
(주)판타지오,32800,2021,58607666,27390405,31217261,23455295,5515841,1831076,-20682550,24556865,26048920,24556865,0,2521281,2058774,0,0,0,2704672,0,0
(주)판타지오,32800,2020,28779496,7910277,20869219,16425763,2458142,-708265,-2772678,9731853,6038785,9429226,302626,1473089,1517328,0,0,0,4840552,0,0
(주)판타지오,32800,2017,56661826,10141980,46519846,13304892,-2028901,-6434996,-8837074,31600960,10070182,31600961,0,1173885,1646174,1650000,0,0,3086091,0,0
(주)판타지오,32800,2019,33125492,11297846,21827646,18513748,3018063,496493,-15835105,13393210,9355080,13390561,2649,1076217,1636374,0,0,0,4477587,0,0
(주)판타지오,32800,2018,46539179,9017432,37521747,13615020,2502717,352771,-9200334,22571408,8817432,22571408,0,1865304,2706756,0,0,0,2894635,0,0
(주)팜스빌,318010,2019,67813318,12306040,55507278,29952152,22290481,7106737,7235997,44882427,6358273,42378418,2504009,2074263,1999682,0,4416620,0,12682064,0,0
(주)팜스빌,318010,2020,69037255,13275209,55762046,39408554,27448128,4306482,2869553,43927302,3821759,38911264,5016037,1933836,2491349,0,8000000,0,15861726,0,0
(주)팜스빌,318010,2021,74307356,15003138,59304218,39027507,25781992,6159273,4996428,48681577,7239936,44394364,4287214,2457636,2174882,0,5333280,0,15640512,0,0
(주)팜스토리,27710,2017,567368288,397726142,169642147,838555170,97392855,20590929,12813397,320943743,361687472,212996473,107947269,121673982,47522980,254918980,6724980,18602151,138313862,0,0
(주)팜스토리,27710,2018,658430459,488865003,169565456,921642376,99762608,19219532,-8964393,393535152,446977375,253485601,140049551,159986358,47707638,351129605,13102171,10000000,147275156,0,0
(주)팜스토리,27710,2019,641303796,472440486,168863310,970847162,103771985,14771956,-13759043,417206684,427742975,293218046,123988638,177570022,48189618,304052662,7825000,19962845,153875976,0,0
(주)팜스토리,27710,2020,654951687,451792669,203159018,965387033,107150663,22046546,27162750,440913553,401518222,329540144,111373409,160505194,30771550,270427804,4778320,30000000,133619638,0,0
(주)팜스토리,27710,2021,841183781,585622424,255561357,1033917621,108830042,25114463,4931600,539016906,508555288,352387065,186629841,155040841,62676773,385923166,17782500,45000000,176142613,0,0
(주)팬스타엔터프라이즈,54300,2017,42234587,13755344,28479243,33523260,6389307,2728275,1796018,12654280,11508389,9349375,3304906,10867865,2662241,1744508,1050000,0,13504641,0,
(주)팬스타엔터프라이즈,54300,2021,81200735,34920397,46280338,53330417,5702373,1050960,2246714,27777297,16945245,24886281,2891015,15419070,4925997,4206167,8000000,10500000,33051435,0,
(주)팬스타엔터프라이즈,54300,2019,67456477,26364610,41091868,37189141,5956866,1592327,920134,25183651,14983091,21340763,3842888,18105977,5108276,1803047,8983630,0,22848584,0,
(주)팬스타엔터프라이즈,54300,2018,45143337,14061133,31082204,28364862,4297121,730702,-946393,15973060,11246927,12960272,3012789,12383237,2569380,2186385,2016540,0,13022412,0,
(주)팬스타엔터프라이즈,54300,2020,71000584,34611067,36389516,32039780,2654831,-2564038,-6427808,26758909,22969309,23901911,2856998,17060160,5084816,3792734,10233525,0,27688024,0,
(주)팬엔터테인먼트,68050,2021,111362541,38706607,72655934,30404771,3975033,1493706,4001013,31954703,31120959,29464835,2489867,11185068,93744,5000000,0,0,6332539,0,
(주)팬엔터테인먼트,68050,2017,80214001,32869443,47344558,42340810,1387902,-743405,-1689763,22621733,17441057,22107947,513785,4490636,228540,11900000,11200000,0,41431318,0,0
(주)팬엔터테인먼트,68050,2018,66165402,19710963,46454439,13212174,1965953,-693203,-1037628,11133479,11379215,8846871,2286608,1140178,250575,5000000,4567000,0,40786347,0,0
(주)팬엔터테인먼트,68050,2019,77504362,29706898,47797465,40218963,3446851,1074326,1133304,19968176,19195597,18342948,1625227,15538206,789917,12500000,6600000,0,40201718,0,0
(주)팬엔터테인먼트,68050,2020,103115284,35134675,67980609,24728529,4780182,2456071,1798138,25920413,14555801,23474146,2446267,8506673,71725,5080000,12000000,0,64185093,0,0
(주)팬젠,222110,2017,35592682,4283429,31309253,2372816,-1474223,-3891370,-7015593,17907489,3294499,17882133,25356,3348,80545,0,0,0,6900422,0,
(주)팬젠,222110,2021,43276915,22179045,21097870,7935565,530210,-3288357,-3310318,31153522,19886063,26780947,4372574,1088690,381908,0,0,0,6747962,0,
(주)팬젠,222110,2018,45609712,18668914,26940798,5679471,517575,-3043553,-4630126,30870785,17431298,30388038,482747,1046785,191244,0,0,0,6979039,0,
(주)팬젠,222110,2019,39082939,20656553,18426386,2881329,-2097361,-7978023,-8937571,25607393,18907483,24807611,799781,55880,601757,0,0,0,7011126,0,
(주)팬젠,222110,2020,36308882,22097719,14211163,6191155,1373105,-3700351,-4355980,24091721,20090912,20327834,3763887,535336,296569,0,0,0,6028515,0,
(주)펄어비스,263750,2020,897191642,260280600,636911042,488768844,488768844,157293743,100853964,481792566,181651124,481792566,0,42927166,0,0,20000000,0,96776663,0,0
(주)펄어비스,263750,2019,867391015,278374338,589016677,535936506,535936506,150603492,157651214,450128977,123273087,450128977,0,61418263,0,0,87890000,0,78120882,0,0
(주)펄어비스,263750,2018,712530157,304504408,408025749,404763992,404763992,168108963,146446177,354488882,115076786,354488882,0,41121988,0,20000000,115905000,0,35646312,0,0
(주)펄어비스,263750,2021,1356600317,637603461,718996855,403789464,403789464,42982272,59365566,721734325,274164895,721734326,0,44838514,0,35000000,143675000,147000000,137414039,0,0
(주)펩트론,87010,2017,53048615,4103513,48945102,3215384,1217672,-4773839,-4426817,23089298,733324,22603391,485906,747322,144674,0,2000000,0,28534057,0,
