기업,거래소코드,연도,자산,부채,자본,매출액,매출총이익,영업이익,당기순이익,유동자산,유동부채,당좌자산,재고자산,매출채권,매입채무,단기차입금,장기차입금,사채,유형자산,이자비용,금융비용
(주)리더스코스메틱,16100,2018,164066898,65402879,98664018,139186289,48987919,-13630276,-13738957,73914124,55181640,59054984,14859140,23763989,4121253,916998,9999950,0,71595467,0,0
(주)리드,197210,2018,107402923,68182568,39220355,32781295,9580562,-954092,-14489733,54576699,63864841,54576700,0,17512788,5683894,937757,1347500,0,2889380,0,0
(주)리드,197210,2019,31046019,62608144,-31562126,18396311,-80809,-6612441,-49236982,27454258,61993593,26585584,868673,14271245,6932393,4292818,4342,0,344817,0,0
(주)리드,197210,2017,42703334,34924907,7778427,37357618,-726562,-10388490,-22499932,40587892,34444053,40587893,0,16786385,6831060,2536815,169167,0,478014,0,0
(주)리드코프,12700,2021,1349008372,914428134,434580237,492453974,128866486,61398801,39929022,39437904,80619985,37838305,1599599,3673825,386944,36900000,26869333,0,31792055,35306932,61316040
(주)리드코프,12700,2020,1096716774,682591171,414125604,373200179,120204843,60086162,45873179,56817232,55433756,55413126,1404107,3061919,331306,36100000,833333,0,5750302,32178346,54581833
(주)리드코프,12700,2019,1036734077,668448987,368285090,495358851,115165079,53883905,40586229,48689777,52107424,46634813,2054964,3861618,370834,41320380,3427333,0,5739002,38581555,90909850
(주)리드코프,12700,2018,1140659526,807225007,333434519,464040182,218098383,44888465,31992581,1062526608,721523714,1062077386,449222,4211185,373707,288261360,56858357,26400000,5455039,45081870,811475
(주)리드코프,12700,2017,1114804846,797497486,317307360,442470050,215979045,47314285,36218497,1046191558,701156656,1045156470,1035087,8373279,310321,303500000,50373326,43761185,6579849,39175215,1278
(주)리메드,302550,2021,77198041,51100323,26097718,20195049,10410175,1123165,752330,49188997,5528732,44642392,4546604,7507176,791572,3200000,8271000,8090504,23470719,0,0
(주)리메드,302550,2020,73465525,48678778,24786747,16633019,8640288,1683851,-1833714,46736589,4485477,43378281,3358309,1570931,252813,3200000,8283000,7347683,19817918,0,0
(주)리메드,302550,2019,34945709,10321998,24623711,18550238,10675856,4287510,4363103,21087414,2566009,17919079,3168335,2287936,603063,0,5733168,0,11415253,0,
(주)리파인,377450,2021,147161605,12296369,134865236,58773815,58773815,21005533,16881173,136949590,9548186,136949590,0,6599737,0,0,0,0,1570189,0,0
(주)링네트,42500,2020,123219274,54485413,68733861,149460916,18504381,7352789,7576531,111003635,53939174,106308910,4694725,29100353,28598336,6734032,0,0,1542520,0,0
(주)링네트,42500,2019,94447962,36413722,58034240,131919333,18497982,7023527,7022815,79307234,36114144,72773435,6533800,30563426,21419172,613000,0,0,1183653,0,0
(주)링네트,42500,2018,92659133,40321338,52337795,137560878,13835918,4069975,3490102,82222061,40321338,76013920,6208142,20279316,34848218,2310783,0,0,616543,0,0
(주)링네트,42500,2021,130747239,56175193,74572046,214783845,24056674,10622226,8669446,107675787,56074132,89080469,18595318,52012676,30134038,3283296,0,0,7707410,0,0
(주)링네트,42500,2017,85250503,30331875,54918628,148506989,14762152,5202413,4706149,73664072,30279165,69957825,3706247,26730834,24942175,1797425,52710,0,709703,0,0
(주)링크제니시스,219420,2020,41957166,8433508,33523658,12876501,4630196,2813161,514413,38109398,8382726,38078652,30746,1602123,252203,3992000,0,0,2083302,0,0
(주)링크제니시스,219420,2019,37630382,3269849,34360533,11404801,3459777,1030927,571790,33920999,3052002,33895071,25927,2031467,22649,0,41667,0,2254656,0,0
(주)링크제니시스,219420,2018,36098619,4719930,31378688,11631823,4196350,2346693,2196294,31594090,4524066,31559998,34091,1734854,90525,0,166667,0,2145816,0,0
(주)링크제니시스,219420,2021,47799713,7216777,40582936,16030335,6440301,3945448,4301073,40723134,6436700,40627846,95288,2339054,150760,2668000,0,0,2648090,0,0
(주)마니커에프앤지,195500,2021,105446373,40960152,64486221,84928791,10347020,47745,-177984,65821233,24237956,55259154,10562079,8622395,10288858,10000000,0,15000000,37964309,0,
(주)마니커에프앤지,195500,2020,86577471,45407211,41170260,92297704,13739442,3702176,3300386,48239183,25678846,36997078,11242104,10095233,7753778,12400000,3024995,15000000,36014402,0,
(주)마니커에프앤지,195500,2019,58497680,21813207,36684473,99832950,14247057,4373751,2944573,30221349,16152332,21439946,8781404,11619974,7792393,2400000,3525000,0,26777161,0,
(주)마이더스AI,222810,2018,49385746,28950904,20434843,13304515,4323232,-4964479,-11832274,19553818,28704569,19176590,377227,2623621,1933861,4000000,23334,0,8574415,0,
(주)마이더스AI,222810,2020,45387413,6988069,38399345,8222169,2748604,-3972735,-12185419,28290092,6339854,28266706,23385,1628151,921315,0,0,0,578179,0,0
(주)마이더스AI,222810,2017,18780495,8857897,9922598,14909489,3942527,-953150,-5309971,6829233,8440230,6207829,621404,4449366,3363090,4000000,0,0,8675383,0,
(주)마이더스AI,222810,2019,55633997,52649490,2984507,12996701,4786818,-6117681,-36530356,38577110,47641393,38555656,21455,1699699,1149700,8200000,0,3481205,320978,0,0
(주)마이크로디지탈,305090,2020,20788837,13150467,7638369,2290187,-2455546,-10510885,-10468629,10072386,7855676,8495857,1576530,583224,214379,4769003,2466660,0,5431793,0,
(주)마이크로디지탈,305090,2019,23210224,5400924,17809300,3926071,-160217,-6371186,-6297073,17312998,2866861,15528863,1784136,1494008,138141,770000,116620,0,2948484,0,
(주)마이크로디지탈,305090,2021,35236467,22811218,12425249,4304628,990543,-6432060,-7628337,19734052,6248591,14335516,5398537,1855895,386967,780827,3657000,12000000,6031181,0,
(주)마이크로컨텍솔루션,98120,2021,51602974,9746632,41856342,61382432,13551193,7933450,7572127,30147945,7363855,23740095,6407850,9220372,2758491,0,756750,0,19870516,0,0
(주)마이크로컨텍솔루션,98120,2020,42743114,8240254,34502860,39274890,6205864,1654133,1120574,26714885,7090978,22801030,3913855,7782815,1317848,3000000,15750,0,14088058,0,0
(주)마이크로컨텍솔루션,98120,2018,35818677,3870441,31948236,25683997,876626,-3535073,-4497585,16875307,2431958,13998138,2877168,3530005,687105,0,483750,0,15048583,0,0
(주)마이크로컨텍솔루션,98120,2019,37413850,4671857,32741993,34428727,5040452,671642,831947,19479418,3449643,16052982,3426435,6221014,1096995,0,374750,0,13997822,0,0
(주)마이크로컨텍솔루션,98120,2017,41284657,4353547,36931110,27006640,2218392,-1785617,-3856013,22622967,3059995,19037569,3585397,3356694,1125663,0,542750,0,14088550,0,0
(주)마이크로프랜드,147760,2017,56111035,8072341,48038694,50189558,12236258,6302635,5509396,37200219,5967834,18874082,18326137,1484194,1766104,2136611,0,0,14568688,0,
(주)마이크로프랜드,147760,2018,61725040,15676254,46048786,40562200,3251287,-3067390,-1865836,29780531,12612521,14891594,14888937,2841654,1938632,6200000,0,0,27308046,0,
(주)마이크로프랜드,147760,2019,58240307,17109812,41130495,36672298,4074839,-2765560,-4637509,25761123,11902047,14151536,11609588,4179333,1642491,6673244,0,0,29339991,0,
(주)마이크로프랜드,147760,2020,66137581,18345354,47792227,51025387,11186583,4936766,6438053,32836758,14010118,23403930,9432829,5214276,2636483,6649958,0,0,28544192,0,
(주)마이크로프랜드,147760,2021,70123223,14426193,55697030,60501219,17199010,10241953,7858306,34210831,11242328,22333036,11877795,2369489,3041578,4939706,0,0,32790623,0,
(주)마인즈랩,377480,2021,35384948,5572595,29812352,8244247,8244247,-6750059,1478841,22233202,2504550,22233202,0,1754070,55450,0,2668757,0,6060344,0,0
(주)마크로밀엠브레인,169330,2021,37545694,11818417,25727277,43761437,10977122,6248560,4886833,26998907,8777141,26998907,0,3907015,0,0,0,0,3587280,0,0
(주)마크로젠,38290,2021,301176478,99025195,202151283,129174636,52158424,11792982,2312091,100215598,76546414,86508077,13707522,20061158,4996528,9000000,1030240,0,51554713,0,0
(주)마크로젠,38290,2018,180415939,61451043,118964895,110298578,36095418,2102736,2623162,133788717,59438789,112850770,20937947,24199933,7387258,0,0,0,40104246,0,0
(주)마크로젠,38290,2017,178707402,83534282,95173119,101792522,33665005,3019234,9275218,125507512,71161723,109646850,15860662,26092155,6274661,117050,0,11981000,40527171,0,0
(주)마크로젠,38290,2020,287789917,89263082,198526835,112603454,42190243,7161768,87875404,96343627,58045199,83744844,12598783,25524864,7644602,9000000,22054260,0,41188860,0,0
(주)마크로젠,38290,2019,225531446,117708077,107823369,122252823,38889215,719925,-13383141,105384757,84604783,92086434,13298323,34554358,8559567,9000000,21000000,5000000,48361830,0,0
(주)맘스터치앤컴퍼니,220630,2019,139939227,58923633,81015594,288853438,82681921,18969713,12925526,82925816,54288385,60932340,21993476,5591929,15385396,0,107712,0,42895872,0,0
(주)맘스터치앤컴퍼니,220630,2021,122938263,41488013,81450250,300997502,99739584,39456451,23300727,62959549,34543245,53440355,9519194,3180938,17681854,0,0,0,42044826,0,0
(주)맘스터치앤컴퍼니,220630,2017,104782364,47847332,56935033,239567842,67674704,15461425,11255858,55691663,21096741,42726649,12965014,7916216,10788374,0,9481000,15000000,35253453,0,0
(주)맘스터치앤컴퍼니,220630,2018,127372937,54871721,72501216,284496704,84755948,23078628,16807521,60910462,48343313,45500557,15409905,8088910,11673566,2836364,4594779,0,45964117,0,0
(주)맘스터치앤컴퍼니,220630,2020,116774659,38641810,78132849,286043173,86537076,26269642,23385740,61089938,34493971,53705256,7384682,4313721,14369630,0,101603,0,38967751,0,0
(주)매직마이크로,127160,2018,139584364,66817117,72767248,80032261,11212170,398036,-4127270,36744959,61617764,23806857,12938102,15987082,12937077,17466046,2332334,0,58569522,0,0
(주)매직마이크로,127160,2019,128970686,70749666,58221020,73799745,8352164,-8471761,-15717101,31496328,65037698,22755636,8740692,16671644,16574832,19255825,2655191,0,35217262,0,0
(주)매직마이크로,127160,2020,80083490,60411849,19671641,48977947,2627942,-13000203,-46940833,20190577,58528621,16031073,4159504,13254757,13840957,18835502,819672,0,12585336,0,0
(주)매직마이크로,127160,2017,92684328,58786951,33897377,77652131,2771607,-3384794,-4593098,20544514,50635976,10117933,10426581,8588167,12183037,21779822,5328881,0,60212000,0,0
(주)매커스,93520,2019,101122964,48709948,52413017,57482392,13360877,5948930,4801714,91615351,47937190,71137556,20477795,6956299,44823475,1568000,0,0,4402847,0,0
(주)매커스,93520,2021,144971115,65538278,79432837,140726735,39005105,26018646,25010097,135935983,64572101,118422834,17513148,16859878,53644277,0,0,0,4143724,0,0
(주)매커스,93520,2018,87116654,35314312,51802341,89614543,22985348,12947921,9306838,77249500,34741642,69763616,7485885,11131074,27288150,1927004,0,0,4187339,0,0
(주)매커스,93520,2017,84880295,37920780,46959515,87364783,19813988,10986360,9067458,74252486,36128317,69334229,4918258,13755019,31887212,1200000,1548000,0,4175719,0,0
(주)매커스,93520,2020,95488531,39251651,56236880,86913047,18108240,9461969,8085709,83931656,38531681,72272773,11658883,11876844,34141461,1548000,0,0,4281786,0,0
(주)맥스로텍,141070,2018,90063345,54877694,35185651,59576150,6637354,3726495,1950042,37382096,45919599,36206209,1175887,8519367,22839713,9635976,2649990,4529511,49146139,0,
(주)맥스로텍,141070,2019,75565720,47403677,28162044,37317298,-5584067,-8517556,-10090120,25561036,31443527,24106055,1454980,10516971,11736139,13026307,13831650,0,45273523,0,
(주)맥스로텍,141070,2020,52152068,38832141,13319927,19611903,-12776694,-18177359,-25132069,8723660,24156932,7563162,1160498,2538684,6093104,8264070,13064970,0,32737247,0,
(주)맥스로텍,141070,2017,83603254,49899588,33703666,38651323,4998035,1264956,-2268821,33974741,31994551,32822059,1152682,5994025,14427817,5936843,3235980,13437853,46216253,0,
(주)맥스트,377030,2021,18559547,3026881,15532666,2367272,2367272,-4298238,-4319347,15382595,1798555,15382595,0,519955,0,64000,0,0,1629922,0,
(주)머큐리,100590,2019,105086804,34115339,70971465,111047785,16546867,2103746,2332193,78264006,8331923,61633602,16630405,9286306,3098522,1148336,0,20000000,21500416,0,
(주)머큐리,100590,2021,149700636,62995720,86704916,121604104,21354472,5643022,5657066,110349867,59024837,79716085,30633782,8938837,8177504,10873423,0,0,20830704,0,
(주)머큐리,100590,2018,92783500,24864122,67919378,133892278,23357790,10153711,13576766,64100808,13904997,42306814,21793994,8338650,4102843,4457546,0,0,22074120,0,
(주)머큐리,100590,2020,126096464,45919692,80176772,117810009,18085351,3356756,8210372,87890116,39978474,73861092,14029024,14105970,6673427,5065486,0,0,20962556,0,
(주)멀티캠퍼스,67280,2019,204059370,91822206,112237164,288001022,76631388,24178088,18906590,90036804,58265920,90036804,0,42537759,19306158,0,0,0,5236882,0,0
(주)멀티캠퍼스,67280,2018,143682541,46307822,97374719,240025980,69463353,21830440,17552175,91468928,37903368,91468928,0,44021963,9534953,0,0,0,3798803,0,0
(주)멀티캠퍼스,67280,2020,193275587,73081856,120193731,260018565,64539798,13721746,9947438,99349154,52855401,99349154,0,36759292,10199802,0,0,0,3618194,0,0
(주)멀티캠퍼스,67280,2021,256982926,117016270,139966656,308281591,81203676,26467126,20556267,135207494,72446483,135207494,0,41684145,11542972,0,0,0,2341352,0,0
(주)멀티캠퍼스,67280,2017,116933657,30870513,86063144,201225659,59166881,15107677,12434563,70573046,26580970,70573046,0,22122614,5447348,0,0,0,4625789,0,0
(주)메드팩토,235980,2020,58496133,2753220,55742913,0,0,-27799946,-25352139,49023537,2463595,49023537,0,0,0,0,0,0,3317075,0,
(주)메드팩토,235980,2019,80699693,2004823,78694870,0,0,-13238449,-13515613,76026875,1428023,76026875,0,0,0,346886,0,0,3773277,0,
(주)메드팩토,235980,2021,133345767,89803223,43542543,0,0,-29459122,-17039774,126085389,977752,126085389,0,0,0,0,0,0,2563480,0,0
(주)메디아나,41920,2020,76762250,8453202,68309048,67519209,26594821,15655288,11241412,51305643,7397535,36111573,15194070,10479844,2479208,0,0,0,13653109,0,0
(주)메디아나,41920,2021,90170330,11433176,78737154,56802196,19356074,8259726,8774276,70179327,9741368,57568022,12611307,12212386,4416696,0,0,0,13886408,0,0
(주)메디아나,41920,2018,56785375,7344555,49440819,46826224,14665093,3474699,3240775,32314073,6810771,23937419,8376653,14400232,2860491,1220000,0,0,18822365,0,0
(주)메디아나,41920,2017,55899309,9056198,46843111,52362747,17736329,6181919,4004511,32222993,6855135,20949490,11273504,11316494,3398955,1020000,16640,0,14193091,0,0
(주)메디아나,41920,2019,64760524,7823018,56937506,48399859,17410588,7701724,6745157,37858725,6771699,28063312,9795412,9894541,2556505,0,0,0,12458706,0,0
(주)메디콕스,54180,2020,84890097,46991763,37898334,16190178,2151348,-4334769,-8582864,7131004,43414105,6261202,869802,1591712,356008,6500000,636360,0,46533120,0,0
(주)메디콕스,54180,2018,52453346,33951578,18501768,13971223,825077,-862807,-1784025,6701152,20805015,5775733,925419,1430643,965553,5700000,12624960,0,43883333,0,
(주)메디콕스,54180,2019,56061813,34920994,21140819,25225051,4037380,-488876,-2640021,10137889,18992756,8862710,1275178,1459322,537201,2110577,13500000,0,43355234,0,0
(주)메디콕스,54180,2021,102479250,36278584,66200666,17449009,505438,-9346567,-23937681,26272505,33417434,25353949,918556,1428102,717012,3000000,0,0,46959775,0,0
(주)메디콕스,54180,2017,55276578,36163802,19112776,16025310,1331089,-237932,-12945187,8936420,19891662,8540961,395458,532601,330050,8521736,15870400,0,44643487,0,
(주)메디톡스,86900,2021,577698380,174133759,403564621,184869548,105852795,34491517,93262649,160958849,107946510,127988121,32970728,60896920,4027665,64963919,25062400,30000000,205530813,0,0
(주)메디톡스,86900,2020,467764379,222962012,244802367,140827515,74341390,-37069535,-30038851,138711259,117590090,101156472,37554787,65386799,3994100,81278541,37112320,30000000,214006742,0,0
(주)메디톡스,86900,2018,395014966,137773326,257241640,205444935,151206884,85485442,69765654,116431673,110815704,94920708,21510965,67585095,2262718,68814638,0,0,181740279,0,0
(주)메디톡스,86900,2019,421529504,158848740,262680764,205900276,136370349,25688754,25563083,120029582,136347753,90697474,29332108,73333411,4096267,101497077,177840,0,187243188,0,0
(주)메디톡스,86900,2017,389129325,184419224,204710101,181239191,146647432,90159568,73166705,103154148,137389119,91545052,11609096,42167255,1683577,59948346,15000000,0,184391412,0,0
(주)메디프론디비티,65650,2020,47217130,19360687,27856443,31414836,4268763,-2164891,-3521169,22416360,17406507,17881736,4534625,10519824,1154496,0,0,0,3700645,0,0
(주)메디프론디비티,65650,2019,19459610,1769687,17689924,17412906,844292,-2161742,-1778874,17625476,1025879,12542294,5083182,8540233,823276,0,0,0,59498,0,
(주)메디프론디비티,65650,2017,26243666,1493765,24749901,20910434,2442560,480995,-11451807,20524280,785289,17226284,3297995,7983091,743563,0,0,0,6955,0,
(주)메디프론디비티,65650,2021,49097276,6806903,42290373,49250938,8586629,861076,-6758922,19348115,6244821,13153507,6194608,6310304,1299504,0,0,0,6338657,0,
(주)메디프론디비티,65650,2018,21570269,2373941,19196329,19889604,1377114,-1570272,-5563102,20086463,1548480,16220852,3865611,7826196,1499502,0,0,0,18482,0,
(주)메지온,140410,2020,75625434,18815705,56809729,28634181,7438010,-7530525,-13829313,60668763,15514221,53658192,7010571,2727350,3465738,985499,0,0,5898905,0,0
(주)메지온,140410,2019,58873712,16043627,42830085,18930988,3095701,-24658888,-23251204,51849133,13509662,45846466,6002666,2962147,3573809,424620,0,0,4902374,0,0
(주)메지온,140410,2018,75059445,17740343,57319103,19087500,3238027,-21925916,-18876288,70018630,17740343,67618772,2399857,1832881,2992945,0,0,0,1200249,0,0
(주)메지온,140410,2021,83934574,21141075,62793498,26653873,3698283,-16797556,-13602674,64174205,18496575,52397065,11777139,2402798,5503011,932014,0,0,4878808,0,0
(주)메지온,140410,2017,74038036,20868778,53169258,5585880,898621,-16846232,-14881752,70500591,20493110,67763750,2736841,1721664,2468885,0,0,0,860759,0,0
(주)메카로,241770,2021,163088544,14831430,148257114,82771928,29317642,3798591,7724389,63924995,10801879,47899475,16025519,9621400,2926794,0,168000,0,89993737,0,0
(주)메카로,241770,2019,160150690,16278579,143872111,72495382,30287279,8560966,7849939,77228037,11689539,65184346,12043690,6933060,2183068,500000,0,0,73630075,0,0
(주)메카로,241770,2020,155456140,17336031,138120108,72741605,25029829,146870,-3478865,66997024,12053441,53453725,13543299,7253073,3195769,1044375,580000,0,81384831,0,0
(주)메카로,241770,2018,153900401,14925802,138974599,100499216,52995107,33825845,28794613,111130620,12000645,93611107,17519514,7061695,1635230,0,0,0,38533278,0,0
(주)메카로,241770,2017,139563314,19574646,119988668,106038329,56015984,43388489,32175526,114680318,15992648,98457751,16222566,7970490,2929202,0,500000,0,22763924,0,
(주)메타바이오메드,59210,2019,103291753,48429625,54862128,59391345,26135810,5752793,3572914,41331664,39343039,26159008,15172656,17776027,3466084,30098078,7585225,0,43739072,0,0
(주)메타바이오메드,59210,2020,107855912,58330512,49525400,47208701,20130188,1998151,-4089686,52122583,47410258,35159362,16963221,14296599,2560930,38717681,9638172,0,41140829,0,0
(주)메타바이오메드,59210,2021,103128127,43029515,60098612,58780470,25002669,4942171,9661988,48203482,38161170,32927055,15276427,14831168,1921838,24829552,3841673,0,37842650,0,0
(주)메타바이오메드,59210,2018,97693208,46385554,51307654,63813054,18126047,-2300293,-1111087,40275974,40747789,27116719,13159255,15712086,2843161,31338409,3450792,0,40561907,0,0
(주)메타바이오메드,59210,2017,119664761,72388060,47276701,65341014,20705367,2333382,-3972464,43609656,55533341,28977306,14632350,13258454,4197917,42648002,15464422,0,48039631,0,0
(주)멕아이씨에스,58110,2021,96737739,25145436,71592302,49296023,24714456,10642514,9080209,64947278,8931199,37886430,27060847,6356936,1615034,1410764,12012743,3651000,21434576,0,0
(주)멕아이씨에스,58110,2020,70586450,30964164,39622285,68054458,38854563,30346118,24143888,44767599,16833407,10515301,34252298,6189997,7924611,1092018,10370240,3651000,16501290,0,0
(주)멕아이씨에스,58110,2019,24850344,20661076,4189268,12863659,5533001,-211336,-1689299,8189221,10930309,4438113,3751108,3573096,1243727,2034992,6669220,2500000,13553671,0,0
(주)멕아이씨에스,58110,2018,24438555,18957237,5481318,8727657,3396821,-1826902,-2756481,8237770,7760045,4342607,3895163,2897285,1294416,212145,7581980,3053066,13268246,0,0
(주)멕아이씨에스,58110,2017,22742806,14845948,7896858,8602502,3559598,-1023022,-1959008,8258773,1038848,5596834,2661939,1718304,209139,106364,7600000,7000000,12067507,0,0
(주)멜파스,96640,2021,61752566,25168670,36583896,24003294,5894467,928050,-13368143,16631706,24820206,6014938,10616767,1182145,2157321,17000000,0,0,24000503,0,0
(주)멜파스,96640,2019,79763076,49663470,30099605,75991828,12276336,4013528,-11767230,17603430,49391490,10042889,7560541,4667296,10203571,17000000,0,0,17875587,0,0
(주)멜파스,96640,2017,120391705,51254892,69136813,55841452,-11017829,-27695794,-31540416,41564647,51145147,36750354,4814294,4643911,5432913,24000000,0,0,26205042,0,
(주)멜파스,96640,2020,65334719,32328773,33005946,50235710,8018976,1189220,-11983306,11469646,32120884,8320378,3149267,1803106,12358002,16850000,0,0,17563897,0,0
(주)멜파스,96640,2018,85345225,47561375,37783851,50785936,-1156946,-12999628,-30899901,14450429,47474375,11914226,2536204,4878962,6977744,19000000,0,0,21728449,0,
(주)모다,149940,2018,229972045,169055363,60916683,109679144,77669283,-8728655,-5819454,100764249,164237600,95014485,5749765,9438322,6319601,24991616,1292591,0,11909660,0,0
(주)모다,149940,2017,385010091,279648351,105361740,118523420,81196337,-4276367,-43384653,202095514,276059352,194007211,8088302,17515584,12754604,86434135,1142566,0,13086737,0,0
(주)모다,149940,2019,149967206,121916968,28050239,71413476,63255784,-3467691,-20195186,80548821,114953860,79923152,625670,4658998,594611,5996500,127016,921135,9639847,0,0
(주)모다이노칩,80420,2017,655118222,364049395,291068828,311755063,199224329,50899099,38919365,238947532,258855860,193047459,45900073,70120090,109789320,105785835,92198674,0,287126174,0,0
(주)모다이노칩,80420,2020,890906061,516931276,373974785,412195977,221484729,25895028,11895708,212656987,258515972,96240668,116416319,50373489,53137396,115752282,101298068,14144000,501677385,0,0
(주)모다이노칩,80420,2018,644227913,292604508,351623405,321219499,203664747,43209856,25660025,221581363,193709030,160226639,61354724,52296630,58942838,77284305,80660800,0,308335758,0,0
(주)모다이노칩,80420,2021,952690036,575527026,377163010,399500955,212928874,30151834,11234209,232024855,305363117,113054104,118970751,42740350,62164033,109096237,164578357,0,558742676,0,0
(주)모다이노칩,80420,2019,897502146,538677934,358824212,320072758,184909383,30507778,6174404,172662262,201409781,101116462,71545798,46030081,60148509,95151543,68121538,34734000,461565563,0,0
(주)모두투어네트워크,80160,2020,256641006,175940682,80700324,54771073,39793677,-21199919,-64710821,86578938,60584988,85141715,1437223,1984483,0,400000,60478564,0,136066650,0,0
(주)모두투어네트워크,80160,2018,334585105,173394277,161190828,364973001,277993783,16610715,12178269,200627583,146637100,189718759,10908824,25797310,0,0,7055880,16995120,100568554,0,0
(주)모두투어네트워크,80160,2019,420625003,268100963,152524040,297168691,244038667,3198026,2270533,203684840,139360781,193842260,9842580,24409444,0,250000,53134144,17621360,183267940,0,0
(주)모두투어네트워크,80160,2021,258214455,156517322,101697133,13760352,7959933,-23338381,18492671,141067300,147277448,139719998,1347303,3238783,0,16988178,7363200,0,92658828,0,0
(주)모두투어네트워크,80160,2017,338240134,175200069,163040065,290948152,280032157,32123894,24195955,208697161,141772142,208557456,139705,43342989,0,14044487,30200000,0,22539316,0,0
(주)모바일리더,100030,2020,56013560,19002846,37010714,20169960,9193841,4498560,5216268,22295714,15719518,22295714,0,2848526,318795,611563,0,0,4169584,0,0
(주)모바일리더,100030,2019,37969975,6039537,31930438,23558937,8910942,4967887,-1522744,21585744,5400960,21585744,0,3515308,1857036,0,638578,0,121466,0,0
(주)모바일리더,100030,2017,32019617,2146347,29873270,13343523,5160152,582066,976912,12793864,2146347,12793864,0,3615887,475100,0,0,0,173963,0,0
(주)모바일리더,100030,2018,36279508,2959457,33320051,15345180,7815607,3439916,4405464,18867372,2270137,18867372,0,4106144,189753,0,689320,0,189566,0,0
(주)모바일리더,100030,2021,66829894,20238968,46590926,21100957,10044807,4449599,9574091,27694496,17448228,27694496,0,3518938,343633,606734,0,0,3166926,0,0
(주)모베이스,101330,2018,299284345,74256830,225027514,375310929,52368270,23060415,20997164,132787032,55538635,108455698,24331334,43060669,37724545,1878916,16583052,0,137290473,0,0
(주)모베이스,101330,2021,1011618391,649825482,361792909,1171801186,96367557,14544189,7647290,507151009,529739771,344341543,162809469,252571642,224170644,161109082,41999366,0,405622158,0,0
(주)모베이스,101330,2017,250446108,43477603,206968505,320774245,52184377,23402084,15391700,113810592,42118546,92790559,21020034,29095891,28565846,1267777,992566,0,108436918,0,0
(주)모베이스,101330,2019,991473184,647806473,343666711,652513096,79975606,31961813,46530165,454510197,536584243,318489090,136021107,214539752,184953625,196197484,56960277,7000000,410480216,0,0
(주)모베이스,101330,2020,965929052,629477197,336451855,1136996905,89459086,7058669,-22480057,444622571,507465533,296864586,147757984,228019216,232608966,157087075,61978528,6843378,409215518,0,0
(주)모베이스전자,12860,2018,635384033,505217072,130166961,717990836,55075398,1669564,-16905613,308365679,374164625,193966038,114399641,171057095,130930160,170390816,93844113,0,250771489,0,0
(주)모베이스전자,12860,2019,673938142,512492545,161445597,771679604,64712287,10866621,-9949414,337536524,430578709,223583973,113952552,174720903,145759254,184607296,32776334,7000000,250051963,0,0
(주)모베이스전자,12860,2020,667296061,508014512,159281548,788507544,55830324,-605126,-16960214,332285607,419269589,208445192,123840414,192824823,192250824,151984378,32967117,6843378,247891168,0,0
(주)모베이스전자,12860,2017,576154630,438246030,137908600,710241532,35649575,-14264784,-43560750,262156502,317322286,165720443,96436059,139533423,100185080,152282889,87560819,0,245598189,0,0
(주)모비릭스,348030,2021,80493597,6890134,73603463,56717886,56717886,10029995,9944564,58535215,4454095,58535214,0,3653913,2075968,0,0,0,266563,0,0
(주)모비스,250060,2020,47066275,13666738,33399537,13892032,7285541,-393202,123072,26235749,11353959,26166200,69550,4400651,44848,2115030,0,0,3076189,0,0
(주)모비스,250060,2021,69920277,18214538,51705739,15214262,7381475,-1332167,-1617698,50336067,5693811,50107506,228561,3945214,11966,773205,7729022,0,3886055,0,0
(주)모비스,250060,2017,18034552,988499,17046053,2389536,855254,-1645402,-2728976,12810500,323359,12771187,39314,19600,13510,0,0,0,209186,0,
(주)모비스,250060,2018,27598719,3171370,24427350,2496632,669442,-1473148,-353742,17096766,369965,17083922,12844,42350,22457,0,2000000,0,2860352,0,0
(주)모비스,250060,2019,42509164,8943978,33565186,12147693,6129837,-1726109,-559611,21290074,4366243,21271377,18697,857944,1228,10000,2000000,0,3162581,0,0
(주)모아데이타,288980,2021,,,,,,,,,,,,,,,,,,,
(주)모아텍,33200,2021,78999320,5699211,73300109,26984852,3017081,-1813281,-1421440,54517044,4195722,51971989,2545054,6763136,3264404,0,0,0,15490952,0,0
(주)모아텍,33200,2018,80920977,6464370,74456606,45468636,7749105,1694169,1100322,55265287,6038664,51763761,3501525,9994254,4378312,0,0,0,15492847,0,0
(주)모아텍,33200,2020,79903291,4871668,75031623,27525035,2567238,-2840041,-2444075,54714050,3572011,52479545,2234505,6562654,2665604,0,0,0,15421732,0,0
(주)모아텍,33200,2019,81214750,5359240,75855510,38650809,6482997,963329,897370,56126845,4370002,53292385,2834459,9071099,3503613,0,0,0,15665496,0,0
(주)모헨즈,6920,2021,50427382,20437270,29990112,72814044,5576740,975681,91871,25205143,10791750,21598582,3606560,12858419,8055952,0,0,0,14903564,0,0
(주)모헨즈,6920,2020,53725620,23846129,29879491,70745703,5314638,466957,177344,25325620,12539458,22142114,3183506,15822738,9610790,0,2000000,0,15493001,0,0
(주)모헨즈,6920,2018,67384499,38748167,28636332,106914819,7156039,1672574,1539959,37348191,29955599,33855158,3493034,22011184,26868078,0,0,0,19804407,0,0
