기업,거래소코드,연도,자산,부채,자본,매출액,매출총이익,영업이익,당기순이익,유동자산,유동부채,당좌자산,재고자산,매출채권,매입채무,단기차입금,장기차입금,사채,유형자산,이자비용,금융비용,유동비율,당좌비율,부채비율,차입금의존도,매출총이익률,영업이익률,당기순이익률,ROA,ROE,매출채권회전율,총자산회전율,매출액증가율,영업이익증가율,유형자산증가율,총자산증가율,[제조]영업활동으로 인한 현금흐름(*),[제조]투자활동으로 인한 현금흐름(*),[제조]재무활동으로 인한 현금흐름(*),패턴
(주)선익시스템,171090,2017,117826131,26983251,90842880,123595928,31972853,14538590,9765573,84701215,26001371,83677468,1023748,11605041,17459259,0,0,0,25939468,0,0,325.7567264,321.8194456,29.70320954,0,25.86885629,11.7630008,7.901209334,8.288121588,10.76231869,12.68990989,1.097053922,-31.67037105,-121.2288468,-1368.848586,-485.03654,131619,-18204147,-1817148,우량기업
(주)선익시스템,171090,2018,116006785,32073676,83933109,117997699,22606963,8494074,5158264,80791948,29363408,62975293,17816655,8463117,5793902,280000,775400,0,28267527,0,0,275.1449968,214.46861,38.21337775,1055400,19.15881682,7.198508168,4.371495414,4.446519227,5.91006194,11.72706561,0.99939367,-4.744354379,-71.16156511,8.235807115,-1.568309992,10608202,-8434010,-2601842,우량기업
(주)선익시스템,171090,2019,120131791,29506189,90625603,87647566,23937679,11430479,7145804,78160199,28016797,66034203,12125996,11660877,8100759,180000,740400,0,31160924,0,0,278.976212,235.6950475,32.55833674,920400,27.3112878,13.04141064,8.152883561,5.948303892,3.414771626,4.638880071,0.216558728,-34.62746815,25.68925589,9.285337623,3.433733873,12726588,-20958588,-3151024,우량기업
(주)선익시스템,171090,2020,107497211,16862971,90634240,65640858,14195080,3677987,2316577,62447487,16187347,58838836,3608649,7874361,3118718,400000,0,0,35053311,0,0,385.7796278,363.4865923,18.60551928,400000,21.62537242,5.60319763,3.529169287,2.155011259,2.654078226,8.035617003,0.587379726,-33.52592984,-210.7808429,11.10419213,-11.75340261,17707487,-12742296,23330264,성장기업
(주)선익시스템,171090,2021,102195350,21950537,80244813,46229294,8284947,-7116042,-10217217,58194252,20771592,48873492,9320758,15222722,5606882,856000,0,0,32258644,0,0,280.1626953,235.2900635,27.35446215,856000,17.92142229,-15.39292813,-22.10117464,-9.997731795,-11.94383631,3.446377098,0.420225278,-41.98974789,151.6858529,-8.663312072,-5.187966967,-10860600,13761330,-620695,정리기업
(주)성광벤드,14620,2017,502479497,52116687,450362811,145746476,5543076,-18641619,-16318803,246825017,39980135,136902577,109922440,52976953,13394836,19106887,0,0,249552315,0,0,617.3691435,342.4265001,11.57215599,19106887,3.803231579,-12.79044236,-11.19670502,-3.247655496,-3.682082846,2.731651212,0.29084498,68.28102108,61.82712456,87.07339421,79.66178708,10744089,-7531375,-3075788,우량기업
(주)성광벤드,14620,2018,499748397,63721429,436026968,169913734,14511368,-14507707,-8333726,240743909,31621869,114871920,125871989,53732480,18433264,3219585,18000000,0,252396349,0,0,761.3209358,363.2673325,14.61410272,21219585,8.540432641,-8.538278018,-4.90468063,-1.667584338,-1.908780418,3.430021242,0.342109199,14.22325166,-28.49459256,1.126812654,-0.546495,16629867,-4258438,-2536247,우량기업
(주)성광벤드,14620,2019,502049444,62784988,439264457,202365162,36509530,6972728,6167400,243293199,23703886,114278438,129014761,48005576,14751541,0,20000000,0,253520023,0,0,1026.38529,482.1084526,14.29320925,20000000,18.0414107,3.445616791,3.047658964,1.228444743,1.411721882,5.039212821,0.406412462,16.03607443,308.0635728,0.443228896,0.458330754,198786,-5436161,-3322673,우량기업
(주)성광벤드,14620,2020,493582005,56409948,437172057,180755082,27252604,1114669,-1390081,235344224,17631151,103458791,131885433,45341970,10426018,0,20000000,0,251397765,0,0,1334.820534,586.7954452,12.90337456,20000000,15.07708868,0.616673671,-0.769041171,-0.281631215,-0.317212023,3.872733451,0.363096369,-11.95544809,-525.5424705,-0.84418332,-1.715508044,-18999355,20776154,-2742923,정리기업
(주)성광벤드,14620,2021,493811564,59334517,434477047,136921765,14918254,-8050626,-1215050,235183869,45736512,99531151,135652718,32310604,13285752,0,0,0,251442073,0,0,514.2147022,217.6185867,13.65653661,0,10.89545844,-5.879727011,-0.88740457,-0.246055396,-0.472119059,5.76108497,0.45946368,-32.01340342,113.8457432,0.017621554,0.046487166,11577662,-22425343,-4189426,우량기업
(주)성도이엔지,37350,2017,328533571,141556623,186976948,391339341,41255812,24856280,21235465,260055737,132425641,195118446,64937290,120411287,53280963,25000000,0,0,20983927,0,0,196.3786885,147.3418928,75.70806162,25000000,10.5422092,6.351592441,5.426355793,6.463712349,6.663781664,4.514024031,0.941836792,65.01201115,132.3887002,-1098.26033,-50.30779427,21458400,-25940591,6286900,성장기업
(주)성도이엔지,37350,2018,448829776,254133134,194696642,529153973,41595640,20565535,15331610,359369384,231964949,266578098,92791285,88586989,71681669,19500000,3500000,0,18885501,0,0,154.9240028,114.9217152,130.5277438,23000000,7.860781951,3.886493544,2.897381628,3.415907504,6.8016025,6.19174804,1.185451092,26.04433474,-20.86376552,-11.11130703,26.80218903,-28925087,-3733681,15768904,스타트업
(주)성도이엔지,37350,2019,519451891,380395494,139056397,695685233,39712925,19008641,-65568397,365648152,248041300,267403624,98244530,88742512,74132423,15000000,3500000,0,30696486,0,0,147.4142217,107.8060887,273.5548326,18500000,5.708461689,2.732362295,-9.425009169,-12.62261205,-35.69412035,10.1111793,1.497830152,23.93773105,-8.190454015,38.47666798,13.59550638,25222666,-592998,-6254160,우량기업
(주)성도이엔지,37350,2020,409472169,181138103,228334066,537513879,41089798,19246894,89157018,249716829,149370318,190585320,59131508,48864628,61104678,31022070,0,0,28776264,0,0,167.1796863,127.592498,79.33030151,31022070,7.644416192,3.580725029,16.58692389,21.77364538,42.93506071,6.350742561,1.456665849,-29.42646882,1.237877654,-6.672937112,-26.85890039,27790146,-3231547,-23206164,우량기업
(주)성도이엔지,37350,2021,443917258,187790436,256126822,555617543,40987310,16883776,20321574,291269784,155228108,224648600,66621183,82335332,79238424,21403284,0,0,33877256,0,0,187.6398468,144.721599,73.31931679,21403284,7.376892705,3.038740625,3.657475228,4.577784178,10.28463408,6.495493864,1.153488346,3.258295968,-13.99638327,15.05727619,7.759348928,16565107,-5833675,-3833650,우량기업
(주)성우하이텍,15750,2017,3385206082,2201614097,1183591985,3366358641,268533779,60837596,29281956,1401813867,1581801574,1012862590,388951277,557539663,349896859,446243225,515857247,80000000,1828958330,0,0,88.62134733,64.03221533,186.0112374,962100474.4,7.976980697,1.807222655,0.869840653,0.864997737,2.342745096,6.177449777,0.985542469,83.49499854,72.2477923,98.14772948,86.88655145,92075257,-103587408,-37221610,우량기업
(주)성우하이텍,15750,2018,3317671247,2038189448,1279481799,3456881746,260468895,75393191,18546014,1415343882,1563640167,977006960,438336921,579774478,350486993,623442536,422103889,30000000,1732896142,0,0,90.51595833,62.48285127,159.2980416,1045546426,7.534793324,2.180959505,0.536495471,0.559006985,1.466189008,6.247011717,1.038238188,2.618634702,19.3062461,-5.543447508,-2.035609618,162064134,-86965960,39922630,성장기업
(주)성우하이텍,15750,2019,3446277584,2130070846,1316206738,3389454157,263414500,73354787,29501514,1474684694,1683446587,1037150171,437534523,532346540,333646761,755389793,359687826,50000000,1824053622,0,0,87.59913771,61.60873645,161.8340633,1115077620,7.771590581,2.164206495,0.870391297,0.856039982,2.273116638,6.095477205,1.002211649,-1.989334739,-2.778828872,4.997521942,3.731746322,174877102,-130966876,-31503737,우량기업
(주)성우하이텍,15750,2020,3341459162,2091115148,1250344014,2970332348,190627307,5266596,-62879113,1456578982,1608528819,1053505511,403073471,526956837,349351010,765471587,273016724,150147200,1706682253,0,0,90.55348992,65.49497271,167.2431846,1038488315,6.417709693,0.177306624,-2.116904967,-1.881786069,-4.780774988,5.467413165,0.867531536,-14.11026646,-1292.8311,-6.877165846,-3.136905673,224432816,-104115209,-69741464,우량기업
(주)성우하이텍,15750,2021,3506320374,2126165644,1380154730,3348589918,259686173,76353910,39036281,1541519876,1658256997,1081028191,460491686,559601745,345828584,776919793,253233933,157125200,1797661905,0,0,92.96025156,65.19063046,154.0527013,1030153730,7.755090332,2.280180968,1.165752808,1.113311872,4.957455884,10.33214477,1.693280807,11.29602547,93.1023886,5.060999054,4.701829679,31398547,-19149563,-40592389,우량기업
(주)성창오토텍,80470,2017,106028645,59722323,46306322,142953914,17500457,962144,-1288740,59301480,49477860,48015835,11285645,26371762,24939634,14935500,4356420,0,39386311,0,0,119.8545774,97.04509249,128.9722881,19291920,12.24202718,0.673044881,-0.901507321,-1.215463991,-2.932023508,4.708786462,1.253632609,-2242.426188,-7835.808985,-4464.17943,-3206.955751,329882,-1582899,-1801289,우량기업
(주)성창오토텍,80470,2018,109296757,66673853,42622904,130670809,16177409,171718,-3053272,64584843,55606856,50281200,14303643,29942734,30456450,18226700,3686355,0,36370359,0,0,116.1454677,90.42266299,156.4272885,21913055,12.38027768,0.131412671,-2.336613681,-2.793561386,-6.866745922,4.640752143,1.213705469,-9.400037464,-460.3046856,-8.292334975,2.990127145,4809951,-3392116,-2752342,우량기업
(주)성창오토텍,80470,2019,110875098,68317070,42558028,132801199,15175714,-372965,-140764,62338368,55992256,46955705,15382663,27605236,28089676,15366475,5563433,0,36947113,0,0,111.3339102,83.86107,160.5268693,20929908,11.42739231,-0.280844603,-0.105996031,-0.126957272,-0.022960323,0.453908764,0.075971462,1.604194854,146.0413175,1.561025891,1.423530647,3743201,-688718,-1742806,우량기업
(주)성창오토텍,80470,2020,122034845,80433277,41601568,125502343,14034883,776859,-211033,68456638,64692235,52667794,15788843,34346181,36479068,11440000,8574797,0,39242327,0,0,105.818941,81.41285272,193.3419361,20014797,11.18296493,0.618999599,-0.168150646,-0.172928478,-0.483965214,4.048915372,1.057291933,-5.815712939,148.0093556,5.84882237,9.144721739,712733,-3913872,-444203,우량기업
(주)성창오토텍,80470,2021,115368542,69760123,45608419,144578592,18148075,4490824,4561479,55030702,54654989,37276541,17754161,27646887,28482341,11113000,8082968,0,42290587,0,0,100.6874267,68.20336383,152.9544863,19195968,12.55239434,3.106147278,3.155016892,3.953832579,10.34742616,5.233413094,1.27807873,13.19438012,82.70119248,7.207892385,-5.778267528,-310771,-1953536,3069963,스타트업
(주)세경하이테크,148150,2019,206426561,67602737,138823824,281348171,53833331,23378046,21123932,86723597,57319868,71832404,14891193,36229710,19640592,27220000,7000000,0,100942436,0,0,151.2976216,125.3185091,48.69678349,34220000,19.13406112,8.309293754,7.508110653,10.23314631,15.62363324,8.465352525,1.358950631,48.61221543,80.79042192,58.1042536,44.11158068,33269747,-20398645,4141780,성장기업
(주)세경하이테크,148150,2020,207640241,76054082,131586159,219966788,38760698,2006350,-3458658,78909600,65574898,65509845,13399754,30240805,13684460,14922490,7181596,0,109551860,0,0,120.3350709,99.90079588,57.79793451,22104086,17.62115925,0.912114969,-1.572354641,-1.665697354,-2.390474405,7.261522037,0.936654517,-27.90484125,-1065.202781,7.858765702,0.584510976,-18394336,-19005117,26950772,스타트업
(주)세경하이테크,148150,2021,262045826,104261976,157783850,268330854,58604640,17351345,22728942,118117921,100339941,100150532,17967390,30343405,14140817,32638656,296493,0,123568015,0,0,117.7177501,99.8112327,66.07899097,32935149,21.84044031,6.466399499,8.470491433,8.673651608,22.68281038,8.901908746,1.445193017,18.02404207,88.43691944,11.34286652,20.76185903,3933547,-24150124,38897771,성장기업
(주)세동,53060,2017,114492516,93663898,20828618,119281845,4396139,-5727607,-7778987,34348424,73403832,26094970,8253454,14448336,25368070,29389842,9079450,1980000,67263139,0,0,46.79377502,35.54987429,449.6884911,38469293.73,3.685505535,-4.801742461,-6.521518006,-6.794319202,-41.01061414,7.703517895,1.060557284,,,,,4857497,3906789,-5846111,성숙기업
(주)세동,53060,2018,124461800,102729926,21731874,140775465,8720159,-2364862,-4182181,38748344,83444910,31338778,7409566,18257432,34017341,33830960,9574588,0,72178032,0,0,46.43583893,37.55624879,472.7154501,43405548,6.19437414,-1.679882215,-2.970816683,-3.360212531,-23.64888546,8.303698229,1.169404963,15.26801563,-142.1962465,6.809402894,8.009914689,3183950,-4741895,2432656,성장기업
(주)세동,53060,2019,116302468,102665394,13637074,147345825,12869289,-270863,-6196756,41008059,82483503,33908447,7099612,15649259,27937434,39852575,8505400,0,59642492,0,0,49.71667971,41.10936826,752.840338,48357975,8.73407102,-0.183828079,-4.205586415,-5.328138006,-35.95898205,9.791202586,1.276854656,4.459142293,-773.0841791,-21.01780053,-7.015613805,4241818,-4839660,65552,성장기업
(주)세동,53060,2020,100816425,93129933,7686492,119370790,5591988,-4961208,-8825348,29325580,55553375,21081616,8243963,13217213,28791480,14621088,29422605,0,55197492,0,0,52.78811593,37.94839827,1211.605151,44043693,4.684553064,-4.156132334,-7.393222412,-8.753879142,,,,-23.43541079,94.5403821,-8.052902114,-15.36063494,2076229,-4473338,2237008,성장기업
(주)세동,53060,2021,110449308,93341468,17107839,132638579,12660334,2467844,-695010,38131812,54460140,28147493,9984319,16519813,32342011,12495509,29786625,1100000,54798215,0,0,70.0178369,51.68457701,545.6064205,42282135,9.544986154,1.860577834,-0.523987821,-0.629256998,-5.606200869,8.920769616,1.255656344,10.00296377,301.034101,-0.728631398,8.721542194,5171731,-6953700,2263006,성장기업
(주)세림비앤지,340440,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,판단불가
(주)세림비앤지,340440,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,판단불가
(주)세림비앤지,340440,2021,43861561,17699419,26162143,47675469,8846715,2101379,-3097839,24256978,14706447,19861113,4395865,8921903,2494428,7450000,288000,990000,17371245,0,,164.9411173,135.050383,67.65278746,7738002.257,18.55611531,4.407673472,-6.497763032,-7.062765048,,,,,,,,-546801,-1648109,3011246,스타트업
(주)세보엠이씨,11560,2017,257713994,120800191,136913803,602536022,43042974,29088950,21596937,206788690,117864287,198401130,8387560,69733330,49787088,4000000,0,0,30266708,0,0,175.4464353,168.3301491,88.23083455,4000000,7.143634974,4.827752854,3.58433956,8.380195683,14.50689419,8.47451758,2.111298612,92.08753215,92.7760232,42.6060971,82.98052802,-48868000,2966909,35393968,부실기업
(주)세보엠이씨,11560,2018,246405813,87506179,158899634,473844415,41469404,27985354,21156520,190801811,85688419,177542462,13259349,41218367,37307329,11620000,0,0,31419710,0,0,222.6693096,207.1953994,55.07009475,11620000,8.751692051,5.906021705,4.464866384,8.58604744,13.76993879,15.86320301,1.769841791,-27.1590427,-3.943477006,3.669677409,-4.589250904,-5028086,6654693,5121047,부실기업
(주)세보엠이씨,11560,2019,289059467,140673493,148385973,615709105,1640857,-8949532,-7586135,234335685,136069668,228046306,6289380,18522962,40167411,50880000,0,0,28167299,0,0,172.2174298,167.5952542,94.80241977,50880000,0.266498739,-1.453532509,-1.232097258,-2.624420185,-8.692313814,44.86880187,3.698829772,23.04086278,412.7018709,-11.54676208,14.75601351,43597985,-11710964,-30503868,우량기업
(주)세보엠이씨,11560,2020,312035564,159096831,152938734,641228066,17547674,7069127,6743797,255310459,152491594,249087556,6222904,53704209,40069973,61330000,0,0,29439215,0,0,167.4259232,163.3451061,104.0265123,61330000,2.736572981,1.102435682,1.051700223,2.161227045,4.653260634,10.38951475,2.250912026,3.979701194,226.6002436,4.320482051,7.363294333,-5039512,3995034,837,부실기업
(주)세보엠이씨,11560,2021,313058912,152225496,160833416,432646122,22024198,8591769,12007763,257114866,144683630,248810639,8304228,72466156,59080491,34000000,0,0,33663562,0,0,177.7083323,171.9687562,94.64792814,34000000,5.090580241,1.985865252,2.775423698,3.835624076,7.51111779,7.61134604,1.546643077,-48.21075086,17.72210123,12.54872256,0.326886717,-6630256,-2380990,7803067,스타트업
(주)세아메카닉스,396300,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,판단불가
(주)세영디앤씨,52190,2017,31112426,17849244,13263182,11649229,3789403,-305791,-23260279,16353161,16396659,16353160,0,4729663,126791,5099844,300000,0,6531784,0,0,99.73471425,99.73470815,134.5773887,5399844,32.52921717,-2.624989173,-199.6722616,-74.76202274,-95.0555212,2.08000385,0.211282955,,,,,-2052973,949257,2409805,부실기업
(주)세영디앤씨,52190,2018,79158930,43481707,35677224,19367172,2061140,-8059101,-15805016,28741264,40627665,28640017,101246,6471498,137740,600000,1189019,0,6145554,0,0,70.74308602,70.49387899,121.875253,1789019,10.64244176,-41.61217239,-81.60724756,-19.96618196,-50.64394812,2.132873291,0.353065806,39.85064521,96.20564378,-6.284705984,60.69625246,785107,-570785,53000,성장기업
(주)세영디앤씨,52190,2019,37402436,2614267,34788169,2662331,-2209006,-9148935,-25340929,16876368,2409045,16867363,9006,10122654,74053,0,0,0,5748595,0,0,700.541833,700.1680334,7.514816316,0,-82.97262812,-343.6437843,-951.832398,-67.75208171,-105.4743664,0.358507161,0.077715431,-627.4516955,11.91214059,-6.905322083,-111.6411081,-5978005,-37073312,42719795,스타트업
(주)세영디앤씨,52190,2020,30549638,3810654,26738984,888078,-931024,-4608459,-8677495,18631774,3703485,18624718,7056,11689142,5907,353000,0,0,2239027,0,0,503.0876053,502.8970821,14.25130439,353000,-104.8358365,-518.9250269,-977.1095557,-28.40457553,-59.3698324,0.129501023,0.049750932,-199.785717,-98.52482142,-156.7452291,-22.43168315,-2395016,-12703287,15975725,스타트업
(주)세영디앤씨,52190,2021,5151321,2658304,2493017,386726,77459,-858829,-26650310,2591562,2579045,2591561,0,2026240,3383,153000,0,0,28563,0,0,100.4853347,100.4852959,106.6299989,153000,20.02942652,-222.076871,-6891.264099,-517.349045,,,,-129.6401069,-436.5979724,-7738.906978,-493.0447355,-6821720,3081616,799323,부실기업
(주)세운메디칼,100700,2017,86062523,7386769,78675754,61230473,23588825,12474435,9306122,47306064,7386769,27486028,19820035,14860269,2056785,0,0,0,31520602,0,0,640.416182,372.0981122,9.388876019,0,38.52464932,20.37291954,15.19851398,10.81321076,11.18619395,4.091452649,0.669419849,99.36840926,106.8847126,99.90938308,94.01444343,12934338,-6052974,-2171755,우량기업
(주)세운메디칼,100700,2018,96873412,9163315,87710097,64285803,25190771,13767800,10075163,57419717,9163315,35912447,21507269,15070652,853995,2239854,0,0,34250091,0,0,626.62603,391.9154476,10.44727496,2239854,39.1855897,21.41654822,15.67245415,10.40033874,9.895499859,4.714932099,0.580201114,4.752728997,9.394129781,7.969289775,11.15981029,17974162,-1577663,-2316605,우량기업
(주)세운메디칼,100700,2019,104471828,8295029,96176799,66868600,27427560,16907878,9978657,61287482,7681840,40544097,20743385,16854667,1599048,0,0,0,39018467,0,0,797.8229435,527.7914796,8.624771344,0,41.01709921,25.28522804,14.92278439,9.55152905,15.23866596,4.957393657,0.942645947,3.862496,18.57168593,12.22081841,7.273172247,18056566,-7953161,-2409215,우량기업
(주)세운메디칼,100700,2020,109526920,6245542,103281378,63729165,23724655,14394540,10840831,68111379,5544443,49428303,18683076,13224933,756378,0,0,0,37622610,0,0,1228.462066,891.4926711,6.047113353,0,37.22731186,22.58705257,17.01078462,9.897868944,10.87027984,4.237367851,0.595603157,-4.926213924,-17.4603565,-3.710154612,4.615387706,7813040,459125,-1731644,성숙기업
(주)세운메디칼,100700,2021,124724932,8803820,115921112,62579464,25057039,15386396,12762153,82818524,8159617,65979199,16839326,12198374,1290449,0,0,0,38183929,0,0,1014.980532,808.6065682,7.594664896,0,40.04035413,24.58697313,20.39351599,10.23223889,11.64416791,4.922999514,0.53429216,-1.837185758,6.446317903,1.470039922,12.18522372,6524110,-7914858,-1515189,우량기업
(주)세원물산,24830,2017,252941769,66754948,186186821,71892127,12676276,4909434,6476214,66220903,44893486,58306943,7913960,13119396,7203399,9200000,0,0,118638090,0,,147.5067073,129.8784037,35.85374499,9200000,17.63235632,6.828889622,9.008238134,2.560357677,4.890244686,5.138884043,0.424136972,12.95366181,-213.4046817,67.81478107,50.69025867,10099540,-22116048,8184128,성장기업
(주)세원물산,24830,2018,243011621,67264751,175746871,86850803,11662241,3054678,5810742,41916202,46056350,33239553,8676650,16332253,14052818,5700000,0,0,149845011,0,,91.01069017,72.17148775,38.27365495,5700000,13.42790233,3.517155737,6.690487364,2.3911375,3.03735786,5.657138314,0.309676307,17.22341704,-60.71854382,20.82613281,-4.08628524,39771733,-39807045,553669,성장기업
(주)세원물산,24830,2019,284013793,94961478,189052315,115276852,22226523,12606493,13124812,58896239,71579444,32198390,26697849,11474595,9562672,6800000,0,0,171490761,0,,82.28093948,44.98273275,50.23026457,6800000,19.28099407,10.93584079,11.38547052,4.621188239,6.99543877,9.374391655,0.429372038,24.65893933,75.76901046,12.62210855,14.43668336,35838573,-43558125,-219869,우량기업
(주)세원물산,24830,2020,317901829,111030499,206871330,155789892,26136142,13960836,18360788,74345696,87757735,46142131,28203565,14372601,16064939,0,0,0,186981618,0,,84.71697224,52.57899033,53.67128398,0,16.77653259,8.96132337,11.7856093,5.775615717,8.33572436,9.969445124,0.503445243,26.00492207,9.701016472,8.28469513,10.65990595,83377889,-61247428,-7113522,우량기업
(주)세원물산,24830,2021,300993251,67332068,233661183,210094467,28502897,15202969,26976887,89100429,43393743,67666158,21434271,16880872,14366129,0,0,0,152418040,0,,205.3301302,155.9352877,28.81611192,0,13.56670521,7.236253871,12.84036052,8.962621889,12.76367427,14.81862154,0.718263033,25.84769403,8.170331729,-22.67682881,-5.617593731,22925374,-16350760,-4395212,우량기업
(주)세종메디칼,258830,2018,46378114,3414231,42963883,14832741,9030849,3195311,3597545,23919198,2774949,22369920,1549278,2333212,0,653639,0,999999,11285981,0,0,861.9689227,806.1380588,7.946746806,653641.1562,60.88455937,21.54228271,24.25408089,7.756988566,7.298695938,7.45682002,0.215498255,-1316.423755,-375.7899622,-1250.507679,-548.9984716,1045685,-29229708,47694541,성장기업
(주)세종메디칼,258830,2019,49484741,3744293,45740448,16229948,10228397,3764308,3062980,23201228,2732581,21136470,2064758,2039419,0,295744,0,0,17845025,0,0,849.059113,773.4983885,8.185956115,295744,63.02174844,23.19359249,18.87239565,6.189746451,6.873265249,8.380211897,0.313783405,8.608819942,15.11558034,36.75558874,6.277949399,2511116,-19225530,17805826,성장기업
(주)세종메디칼,258830,2020,53962081,10575167,43386914,15097618,7880003,-478302,454902,22217100,5149084,17523281,4693818,1833979,1146948,1276850,560810,197760,16771427,0,0,431.4767442,340.3184139,24.37409353,1837660.366,52.1936838,-3.168062671,3.013071334,0.843003071,1.0536139,7.24594481,0.300928616,-7.500057294,887.0148985,-6.401351537,8.297196693,1412462,-315023,-1300690,우량기업
(주)세종메디칼,258830,2021,91281850,35665246,55616604,18020983,8681668,-1535593,-5934550,43392482,6183139,40412082,2980399,1645090,218776,3667200,0,30000000,20767389,0,0,701.7872637,653.5852097,64.12697546,3667232.865,48.17532984,-8.521138941,-32.93133344,-6.501347201,-5.130066446,2.004855,0.107815345,16.22200631,68.85229354,19.24152333,40.88410675,4877453,-6305240,-714040,우량기업
(주)세중,39310,2017,115681226,31863283,83817943,158350962,38489028,7972016,-1272896,93364672,31480377,87201406,6163266,22550670,14345324,2000000,0,0,3859829,0,0,296.5805397,277.0024196,38.01487111,2000000,24.30615357,5.034396949,-0.803844817,-1.100347951,-1.499648411,8.069705833,1.316935941,88.61959361,119.262292,-438.0390945,21.09190648,1955218,-9625704,-2000000,우량기업
(주)세중,39310,2018,111721714,28238850,83482864,127812095,27652615,659790,-1003471,90718420,27950588,83352440,7365981,20148144,12157412,0,0,0,3929583,0,0,324.5671254,298.2135474,33.82592384,0,21.63536636,0.516218751,-0.785114273,-0.898187974,-1.553080453,11.52105754,1.585694506,-23.89356578,-1108.26566,1.775099292,-3.544084546,109276,19821819,271591,전환기업
(주)세중,39310,2019,124802699,38861385,85941314,153178120,24880230,3935149,2311228,91251878,28390568,86362017,4889859,16695113,11499341,4000000,10000000,0,22424632,0,0,321.416176,304.1926354,45.21851388,14000000,16.24267878,2.569002022,1.508849958,1.851905462,2.744633322,8.796255705,1.256198574,16.55982264,83.23341759,82.47648835,10.48133182,6550606,-12139523,-265869,우량기업
(주)세중,39310,2020,119072948,36596282,82476666,131816730,17923237,1605582,772055,73540292,21850469,68929516,4610775,18132915,11391029,0,10000000,0,31803839,0,0,336.561618,315.4601212,44.37167962,10000000,13.59708817,1.218041139,0.585703347,0.648388247,0.909055998,6.849007972,1.04985192,-16.2053709,-145.0917487,29.49080141,-4.81196703,-648383,351613,-103777,정리기업
(주)세중,39310,2021,132041952,44659995,87381957,158089683,21149740,4881682,4456477,85565594,40104915,81719306,3846288,20359296,12901506,0,0,0,18303274,0,0,213.3543831,203.763818,51.10894346,0,13.37831767,3.087919406,2.818954985,3.375046288,5.216377454,7.805464033,1.297073396,16.61901808,67.11006575,-73.76038298,9.821881458,7137186,17869293,-14855065,성숙기업
(주)세진티에스,67770,2017,44168218,2559121,41609097,22828076,704341,-2428928,-2457380,29581849,2552414,28419549,1162300,3766497,1378397,0,0,0,13015326,0,0,1158.975346,1113.438063,6.150388219,0,3.085415521,-10.64009074,-10.76472673,-5.563683824,-6.074814168,6.961582276,0.532045998,-592.5230273,300.9809266,-40.62862505,-198.9524096,3402037,-977931,-31984,우량기업
(주)세진티에스,67770,2018,41644197,2349419,39294777,20901166,1661700,-1435741,-2376566,25573807,2349419,24360427,1213381,2791804,1138039,0,0,0,11598798,0,0,1088.516225,1036.870265,5.978960003,0,7.950274162,-6.869190934,-11.37049483,-5.706835937,-6.19051272,6.967020498,0.506292624,-9.21915074,-69.17591683,-12.21271377,-6.060918884,3427772,-1502089,-45205,우량기업
(주)세진티에스,67770,2019,40921359,3435226,37486133,21212352,3946969,-252119,-2108201,26834954,2779649,25770292,1064662,3208226,1190420,0,0,0,9170524,0,0,965.4080066,927.1059763,9.163991388,0,18.60693713,-1.188548069,-9.938553726,-5.151835256,-5.091291828,6.261046045,0.475413557,1.467003753,-469.4695759,-26.4791194,-1.766407611,-64395,1676951,-30559,정리기업
(주)세진티에스,67770,2020,44576840,3306699,41270141,32701217,9182286,4629442,4234635,31720965,2889814,30682384,1038581,3474822,858088,0,0,0,9695685,0,0,1097.681892,1061.74252,8.012327847,0,28.07934029,14.15678811,12.94947219,9.499630301,6.770644916,2.513014317,0.408106972,35.13283619,105.4459911,5.416440406,8.200404066,924456,2304077,-3819092,성숙기업
(주)세진티에스,67770,2021,48316113,2986290,45329823,27001638,7194965,2127320,2866872,34573213,2688267,33645326,927886,3567751,975891,0,0,0,10647126,0,0,1286.078094,1251.561917,6.587914539,0,26.64640197,7.878485002,10.61740032,5.93357334,6.620954254,7.66811732,0.581349545,-21.10827128,-117.6185059,8.936129806,7.739184234,-418184,13429,-10146,정리기업
(주)세코닉스,53450,2017,343632178,214073231,129558947,331101709,44727521,1642502,-2356373,141861799,153227956,62816471,79045327,46636083,51562977,58644898,45989741,0,188712874,0,0,92.58219107,40.99543754,165.2323023,104634639,13.5086953,0.496071737,-0.711676484,-0.685725363,-1.830473505,6.899860945,0.892486791,91.84491132,-29.51704168,94.3580288,85.93958421,-7732183,-5909394,14690905,스타트업
(주)세코닉스,53450,2018,398343417,270441877,127901540,418168890,53379571,8366993,-1935804,195813157,179264992,70489909,125323248,49337361,81868003,57782057,76617781,0,187325991,0,0,109.2311191,39.32162561,211.4453641,134399838,12.76507466,2.000864531,-0.462923964,-0.485963598,-1.706087679,8.608254934,1.177300023,20.82105654,80.36926767,-0.740358021,13.73469139,-1340222,-1353833,54811,스타트업
