기업,거래소코드,연도,자산,부채,자본,매출액,매출총이익,영업이익,당기순이익,유동자산,유동부채,당좌자산,재고자산,매출채권,매입채무,단기차입금,장기차입금,사채,유형자산,이자비용,유동비율,당좌비율,부채비율,차입금의존도,이자보상배율,매출총이익률,영업이익률,당기순이익률,ROA,ROE,매출채권회전율,총자산회전율,매출액증가율,영업이익증가율,유형자산증가율,총자산증가율
(주)모베이스,101330,2021,207537480,39819404,167718076,27820554,17449170,10724302,17409302,63559701,27327584,63452884,106817,8289957,374364,12000000,11991820,0,15327928,0,232.5844136,232.1935375,23.74186787,23991820,inf,62.72042606,38.54812525,62.57712194,8.388509873,12.47236715,2.623248772,0.167750631,43.26132758,37.19525989,4.878571977,5.058234782
(주)모베이스전자,12860,2017,469397329,367134286,102263043,584945911,23983663,-6457855,-29771797,196245546,249917242,157471523,38774023,142301668,82044627,107229672,87517882,0,197450581,0,78.52421243,63.00946735,359.0097412,194747554,#NAME?,4.100150552,-1.104008914,-5.089666658,-6.342557821,-28.476027,3.707961362,1.180170492,95.24391,266.066008,92.23708134,55.7863952
(주)모베이스전자,12860,2018,521893192,415055457,106837735,606411908,37511434,4373135,-2389672,230316890,291832429,183238662,47078229,173206426,107100121,116562627,90342989,0,199870862,0,78.92093788,62.78899937,388.4914417,206905616,inf,6.185801022,0.721149262,-0.39406746,-0.45788526,-1.946442673,3.361000779,1.136209098,3.539837644,247.6710644,1.21092238,10.05873688
(주)모베이스전자,12860,2019,562807773,421933331,140874441,616170568,44427034,6933172,-8421792,264319160,351189054,216023584,48295576,176498697,115227359,146471873,27000000,6725032,196803120,0,75.2640656,61.51204929,299.5102078,173471874.2,inf,7.210184372,1.125203371,-1.366795566,-1.496388715,-6.443956835,6.65265495,1.746598877,1.583759515,36.92446978,-1.558787279,7.269725644
(주)모베이스전자,12860,2020,545536930,406832165,138704765,607684483,31012181,-7542479,-10191976,250903429,328426333,197165773,53737656,187645563,143881272,112154579,28288300,6843378,192738009,0,76.39564913,60.03348489,293.3079949,140442880.3,#NAME?,5.103336002,-1.241183412,-1.677182203,-1.868246756,-7.290939942,3.337602976,1.096562254,-1.396462348,191.9216613,-2.109138214,-3.165843053
(주)모비데이즈,363260,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)모비릭스,348030,2021,80500742,6890134,73610608,56717886,56717886,10037220,9951709,58042361,4454095,58042360,0,3653913,2075968,0,0,0,266563,0,1303.123553,1303.12353,9.360246012,0,inf,100,17.69674561,17.54598012,12.36225748,,,,,,,
(주)모비스,250060,2017,18034552,988499,17046053,2389536,855254,-1645402,-2728976,12810500,323359,12771187,39314,19600,13510,0,0,0,209186,0,3961.695824,3949.538129,5.798990535,0,#NAME?,35.79163486,-68.85864034,-114.2052683,-15.1319312,-13.28689873,243.8302041,0.105576908,-2273.59412,710.0162757,-27.42869982,-346.3695134
(주)모비스,250060,2018,27488905,3157993,24330912,2496632,669442,-1377595,-254980,16201692,362709,16188848,12844,42350,22457,0,2000000,0,2845612,0,4466.856902,4463.315771,12.97934496,2000000,#NAME?,26.81380356,-55.17813598,-10.2129589,-0.927574234,-0.520678054,1.350895215,0.046238358,4.289618975,-19.4401838,92.64882212,34.3933416
(주)모비스,250060,2019,27231710,3200066,24031644,2030264,681307,-1502895,-307319,6711337,192530,6697504,13831,0,1228,0,2000000,0,2730199,0,3485.865579,3478.680725,13.31605112,2000000,#NAME?,33.55755705,-74.02460961,-15.13689845,-1.12853361,-1.370663718,21.0778846,0.066928178,-22.97080577,8.337242455,-4.227274276,-0.944468783
(주)모비스,250060,2020,28256805,6537979,21718826,771870,-139662,-2723943,-2303622,6918927,5396634,6895631,23296,963250,44848,2115030,0,0,2577007,0,128.2081942,127.7765177,30.10281955,2115030,#NAME?,-18.09397956,-352.901784,-298.4468887,-8.152450357,-10.00492989,1.535143198,0.027692535,-163.0318577,44.82648866,-5.944570581,3.627780989
(주)모비스,250060,2021,33438222,12627503,20810719,1236490,145935,-2538372,-4578956,14881142,1189360,14856093,25050,192644,11966,773205,7729022,0,2448787,0,1251.189043,1249.082952,60.67787951,8502227,#NAME?,11.80235991,-205.2885183,-370.3188865,-13.69377834,-21.53305896,2.139452234,0.040083944,37.57571836,-7.310630593,-5.236061773,15.49549196
(주)모아데이타,288980,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)모아텍,33200,2018,83117401,5816406,77300995,44846369,7559655,1574051,1428833,50453000,5504705,46951475,3501525,9994254,4378312,0,0,0,15492847,0,916.5432117,852.9335359,7.524361103,0,inf,16.85678276,3.509873899,3.18606173,1.719053992,1.938896954,5.41723962,0.567897785,,,,
(주)모아텍,33200,2019,83063356,5208039,77855316,38048887,6319523,857208,750725,51035005,4355420,48200546,2834459,9071099,3503613,0,0,0,15665496,0,1171.758522,1106.679631,6.689381365,0,inf,16.60895626,2.252912155,1.973053772,0.90379806,1.024354245,4.805901517,0.483338366,-17.86512704,-83.62532781,1.102097246,-0.065064792
(주)모아텍,33200,2020,74820771,4735594,70085177,26867030,2382686,-2920472,-7960793,48643558,3551158,46409053,2234505,6562654,2665604,0,0,0,15421732,0,1369.794247,1306.87097,6.756912378,0,#NAME?,8.86843838,-10.87009617,-29.63034247,-10.63981685,-10.76215556,3.43705443,0.340338583,-41.6192523,129.3516938,-1.580652549,-11.01643954
(주)모아텍,33200,2021,74378675,5658720,68719954,26307393,2883470,-1905462,-1421873,48235511,4163328,45690456,2545054,6763136,3264404,0,0,0,15490952,0,1158.580611,1097.450309,8.234464185,0,#NAME?,10.96068318,-7.243066616,-5.404841901,-1.911667558,,,,-2.127299349,-53.26844618,0.446841485,-0.59438542
(주)모헨즈,6920,2017,26072046,14598226,11473820,38478190,2204124,151123,349087,11442329,11602639,9741948,1700381,5611599,9890429,0,0,0,7575718,0,98.61833157,83.96320871,127.2307392,0,inf,5.728242415,0.392749763,0.907233422,1.338932127,2.790268689,6.104672452,1.385602909,31.63037814,1360.868299,-104.4816346,-185.2813124
(주)모헨즈,6920,2018,29467950,15920022,13547928,39439933,2107122,147178,1966058,13261021,12610148,12588963,672058,6994545,11026780,0,0,0,7942445,0,105.1615017,99.83200039,117.5089062,0,inf,5.342610496,0.373170005,4.984942545,6.671851961,13.85908469,5.357333022,1.508989657,2.438500593,-2.680427781,4.617306132,11.52405919
(주)모헨즈,6920,2019,25717995,11507959,14210037,37047844,2617536,672184,653725,9374925,7760813,8613139,761786,8845230,5713743,0,0,0,5818637,0,120.7982334,110.9824319,80.98472228,0,inf,7.065285634,1.814367389,1.764542628,2.54189722,1.428734844,3.932999863,0.680805057,-6.456756296,78.1045071,-36.50009444,-14.58105502
(주)모헨즈,6920,2020,22805348,7981157,14824191,31728551,2018095,62744,158527,7237491,4761099,6491608,745883,7729174,3466179,0,0,0,5572460,0,152.0130331,136.3468392,53.83873562,0,inf,6.360501619,0.197752491,0.499635171,0.695130809,1.092340938,5.062810277,1.410826178,-16.76500449,-971.311998,-4.41774369,-12.77177178
(주)모헨즈,6920,2021,22173334,7972338,14200996,29821487,1897415,141985,-295838,8448868,4358802,7577075,871793,4804794,3339575,0,0,0,5364305,0,193.8346362,173.8338883,56.1392877,0,inf,6.362576755,0.476116432,-0.992029673,-1.334206214,-2.082557153,4.369440962,1.245381476,-6.39493262,55.80941649,-3.880372201,-2.850333649
(주)미래생명자원,218150,2017,28668565,4035278,24633288,27968934,5927260,1830978,-1789325,22510675,2548521,19546265,2964409,4751885,1523031,0,0,1570000,5425335,0,883.2838733,766.9650358,16.38140227,5.476381535,inf,21.19229857,6.546470452,-6.397544504,-6.241418083,-6.480211123,5.210712418,0.894241247,-6.623609609,92.24540109,1.124907494,22.65628224
(주)미래생명자원,218150,2018,30126626,1758309,28368317,23636944,5673736,1869972,1757094,18378002,1702309,15000996,3377007,5041482,1083921,0,0,0,10752861,0,1079.5926,881.2146326,6.198143513,0,inf,24.00367831,7.911225749,7.433676705,5.832362376,6.630342609,4.827133304,0.804043446,-18.3272,2.085271865,49.54519546,4.839775287
(주)미래생명자원,218150,2019,34097096,4472152,29624944,31780152,5700397,1351021,1052412,22293393,4299893,19608478,2684916,6780449,1985229,889885,0,0,10964221,0,518.4639013,456.0224638,15.09590027,889885,inf,17.93697211,4.251147068,3.311538598,3.086515051,5.121380293,5.129120223,1.056360485,25.6235653,-38.41176414,1.927724733,11.64459871
(주)미래생명자원,218150,2020,33884877,3293884,30590993,32095122,6091771,1378252,1023375,20477948,3189683,17165970,3311977,5983282,2320942,0,0,0,10584260,0,642.0057416,538.1716616,10.76749617,0,inf,18.98036406,4.294272507,3.188568655,3.020152619,3.217856401,5.200020512,0.74860641,0.981364084,1.975763503,-3.589868352,-0.626294143
(주)미래생명자원,218150,2021,51861442,18846427,33015015,39687874,6988595,1833161,1136165,38419164,4639140,33380263,5038901,6360947,3195818,0,0,15000000,10579937,0,828.152718,719.535582,57.08441144,28.923222,inf,17.60889233,4.618944819,2.862750975,2.190770168,3.627604546,6.040130592,0.923419009,19.13116334,24.81555084,-0.040860357,34.66267868
(주)미래컴퍼니,49950,2017,161327672,64171146,97156526,175260490,61829368,36552655,27481520,118482061,63028679,106698220,11783842,30181168,26538928,10035000,0,0,28691126,0,187.9811903,169.2851916,66.04923894,10035000,inf,35.2785548,20.8561867,15.68038524,17.03459776,28.869048,8.689405898,1.254635758,77.35492238,94.98487593,63.12470622,67.85335004
(주)미래컴퍼니,49950,2018,138548469,37591873,100956597,206951173,52155790,25455286,19059562,100726427,35926621,76794087,23932341,16338244,12716842,4838000,0,0,28965844,0,280.3671044,213.7526014,37.23567762,4838000,inf,25.20197844,12.30014096,9.209690249,13.75660239,19.24108985,8.897411386,1.380244339,15.31312074,-43.59553847,0.948420491,-16.44132423
(주)미래컴퍼니,49950,2019,129827035,19745430,110081604,92458445,26384889,3445096,11571786,78285461,16575306,64899498,13385963,7922224,5132690,0,0,0,30349255,0,472.3017542,391.5432873,17.9370842,0,inf,28.53702439,3.726102034,12.5156615,8.913232903,16.71620455,14.2641996,1.156065381,-123.8315527,-638.8846639,4.558302996,-6.717733329
(주)미래컴퍼니,49950,2020,118052999,24822090,93230909,54225570,4379190,-18175292,-15151059,59660643,22691027,41420636,18240007,10157721,9165924,0,0,0,31310890,0,262.926147,182.5419184,26.62431405,0,#NAME?,8.075876381,-33.51793628,-27.94080173,-12.83411614,-15.56276255,4.432216732,0.393952746,-70.50709656,118.9548316,3.071247735,-9.973517064
(주)미래컴퍼니,49950,2021,157236718,55758507,101478211,110910566,30242569,4347645,7335759,101596310,54595711,76278605,25317706,14311105,11664915,0,0,0,25685095,0,186.0884457,139.7153798,54.94628497,0,inf,27.26752742,3.919955651,6.614120967,4.665423632,6.934926654,9.976964403,0.772724281,51.10874288,518.0491277,-21.90295578,24.92020916
(주)미코,59090,2017,95824441,38385601,57438840,71147376,25267279,6312764,5593862,29968236,21349725,22712721,7255515,11401553,4707698,10000000,10708409,0,36396257,0,140.368253,106.3841384,66.82864939,20708409,inf,35.51399984,8.872799469,7.862358831,5.837615061,4.179837858,5.998469006,0.333531864,-55.88848421,31.12929614,29.42929544,-64.08832273
(주)미코,59090,2018,120303041,57648176,62654865,80314284,26611450,4621448,5671199,46993785,27929333,36670616,10323169,12477730,4687042,14000000,10991402,11181000,40813281,0,168.2596036,131.2978581,92.00909778,24991411.29,inf,33.13414336,5.754204321,7.061258244,4.714094467,9.444623263,6.726691417,0.743212138,11.41379533,-36.59710117,10.82251633,20.34744907
(주)미코,59090,2019,135623302,69596444,66026858,81371216,28996383,2952653,4354942,53072273,32480258,41148986,11923286,12252518,5539776,18000000,16872480,11578000,43132896,0,163.3985574,126.6892215,105.4062636,34872488.54,inf,35.63469299,3.628620961,5.351944108,3.211057345,6.768547854,6.580703598,0.635895587,1.298901567,-56.51849371,5.377832734,11.2961864
(주)미코,59090,2020,139317747,86322440,52995307,46650153,15348831,-761131,-6135895,42108024,55023389,35162961,6945064,6724761,0,12000000,10246220,13002700,15249996,0,76.52749997,63.90548027,162.8869515,22246229.33,#NAME?,32.90199498,-1.631572355,-13.15300081,-4.404245067,-7.971184299,4.04545314,0.335774199,-74.42861549,487.9296731,-182.8387365,2.651812192
(주)미코,59090,2021,330805717,120585275,210220442,43428375,16760957,3072777,52296522,41764675,71473635,38105844,3658831,12320292,4273210,48200000,16700000,12500000,19481819,0,58.43367978,53.31454599,57.36134595,64900003.78,inf,38.59448345,7.075505358,120.4201677,15.80883259,39.73662077,4.560593767,0.184753063,-7.418601318,124.7701346,21.72190903,57.88532669
(주)미코바이오메드,214610,2020,70089436,14470818,55618617,45721879,20921716,3560761,-6853476,56459211,8689313,36988633,19470577,11743305,1090071,3000000,0,0,8185495,0,649.7546009,425.6796021,26.01793928,3000000,inf,45.75865309,7.787871098,-14.98948895,-9.77818683,-11.26795058,3.810819825,0.444521612,5.016206792,13.7044862,-138.0041647,-371.9765715
(주)미코바이오메드,214610,2021,87756043,36144950,51611093,30302076,14786613,-10182748,-10703549,68058613,11595559,49359341,18699273,16313628,332772,7000000,0,20000000,9006726,0,586.9368868,425.6745276,70.03329691,7000022.79,#NAME?,48.79735963,-33.60412666,-35.32282409,-12.19693668,-19.96377496,2.16004194,0.383946074,-50.88695243,134.9685664,9.117974722,20.13149909
(주)미투온,201490,2017,125030188,70942128,54088061,14815586,1965663,-434206,545450,33634190,27091320,33634190,0,842476,0,0,0,30000000,138456,0,124.1511672,124.1511672,131.16042,23.9942053,#NAME?,13.26753461,-2.93073794,3.681595855,0.436254643,1.032080162,1.727150407,0.13925324,-104.5283663,-2245.142168,-6405.117871,29.81211625
(주)미투온,201490,2018,100462888,45988662,54474226,14985781,2995555,522883,-1047883,7425821,25114962,7425821,0,1329691,0,0,0,0,98297,0,29.56731927,29.56731927,84.42279106,0,inf,19.9893152,3.48919419,-6.992515105,-1.043054824,-1.85306731,11.86745335,0.156521691,1.135709911,183.0407567,-40.8547565,-24.45410488
(주)미투온,201490,2019,100407142,48787577,51619565,16488255,3911648,1370961,-2926647,12571101,47766879,12571101,0,2025534,0,0,0,0,193379,0,26.31761016,26.31761016,94.51373137,0,inf,23.72384464,8.314773152,-17.74988924,-2.914779708,-5.393682063,8.630969721,0.173093413,9.112389395,61.86011127,49.16873083,-0.055519955
(주)미투온,201490,2020,90105653,33203916,56901737,17080207,4513285,966875,5110702,6236139,32445970,6236139,0,1795185,0,2500000,0,0,149077,0,19.22007263,19.22007263,58.3530798,2500000,inf,26.424065,5.66079205,29.92178022,5.671899409,9.177387764,10.93176625,0.179255263,3.465719122,-41.79299289,-29.71752853,-11.43267781
(주)미투온,201490,2021,91022150,32399243,58622907,13764814,3106176,230670,3724735,4536026,31958567,4536026,0,1195835,0,0,0,0,105947,0,14.19345867,14.19345867,55.26720638,0,inf,22.56605865,1.675794529,27.05982805,4.092119336,6.609356775,13.50609794,0.127421107,-24.08599927,-319.1594052,-40.70903376,1.006894476
(주)민앤지,214180,2017,97575233,5240325,92334908,40834832,40834832,15770037,11579802,33288195,4986325,33288194,0,7659795,0,0,0,0,893663,0,667.589758,667.5897379,5.67534545,0,inf,100,38.61908138,28.35765799,11.86756275,10.00336587,3.870193177,0.323100279,66.2914886,98.53728942,88.14463618,6.715928621
(주)민앤지,214180,2018,108050014,10577866,97472148,49486600,49486600,17548316,12106850,27214788,7975807,27214789,0,10227553,0,0,2000000,0,1231206,0,341.216732,341.2167446,10.85219339,2000000,inf,100,35.46074291,24.46490565,11.20485741,12.75700731,5.53313996,0.481328054,17.48305198,10.13361624,27.41563962,9.6943819
(주)민앤지,214180,2019,122239160,18744149,103495010,57206898,57206898,18991216,11109674,50750965,14789881,50750965,0,11335431,0,0,2000000,0,1267729,0,343.1465405,343.1465405,18.11116207,2000000,inf,100,33.19742315,19.42016503,9.088473776,11.0562085,5.30602796,0.496826638,13.49539701,7.597723074,2.880978506,11.60769266
(주)민앤지,214180,2020,117419534,13587329,103832205,62197833,62197833,18896306,17518437,42660701,11730979,42660700,0,12108604,0,0,0,0,1222660,0,363.6584892,363.6584807,13.08585231,0,inf,100,30.38097163,28.16567098,14.91952523,22.5387424,8.801079061,0.571076363,8.024290814,-0.50226748,-3.686143327,-4.104620276
(주)민앤지,214180,2021,155193549,16010343,139183206,71478571,71478571,24940138,21405755,46020622,14056361,46020621,0,13442424,0,0,0,0,1179696,0,327.4006836,327.4006765,11.503071,0,inf,100,34.89176917,29.94709421,13.79294123,17.6167881,5.594966355,0.52439575,12.98394452,24.23335428,-3.641955216,24.3399389
(주)바른손,18700,2017,40475076,2607764,37867312,3499940,1988643,-604656,-902077,17908187,1932045,17812380,95807,75417,4220,700000,107050,0,501686,0,926.9032036,921.9443646,6.886583341,807050,#NAME?,56.81934547,-17.27618188,-25.77407041,-2.228722189,-2.446986275,32.85079383,0.088633969,-1942.279896,4224.682133,-135.1462867,-283.4299138
(주)바른손,18700,2018,38500063,2637741,35862321,8732299,1684550,-2019640,-5642155,7930267,1727981,7593760,336508,137664,6968,700000,0,0,3554438,0,458.9325346,439.4585357,7.355187636,700000,#NAME?,19.29102519,-23.12838807,-64.61248063,-14.65492407,-13.40344697,10.08851293,0.188479635,59.91960422,70.06119903,85.88564493,-5.129895502
(주)바른손,18700,2019,37155302,3033724,34121578,3506172,1549417,-3320440,-7076383,22113121,2456496,22110711,2410,46785,4069,700000,0,0,3036327,0,900.189579,900.0914718,8.890925267,700000,#NAME?,44.19112924,-94.70271282,-201.8264649,-19.04541914,-10.28420062,0.616078978,0.043993649,-149.0550663,39.17553095,-17.06374182,-3.619297725
(주)바른손,18700,2020,54160335,5833044,48327291,3450308,3450308,-1918485,-14112267,14340896,3933136,12602365,1738533,1593473,876758,700000,133200,0,3604226,0,364.6173435,320.4151852,12.0698758,833200,#NAME?,100,-55.60329687,-409.0147025,-26.0564618,-24.40639363,1.555794139,0.052467727,-1.619101831,-73.07615123,15.75647587,31.39757721
(주)바른손,18700,2021,77360820,10044094,67316726,32056581,32056581,-4123069,17131327,46608440,5613919,41115671,5492770,2841957,150964,0,0,0,6154208,0,830.2300051,732.3880341,14.92065137,0,#NAME?,100,-12.86184887,53.440905,22.1447071,33.77684035,22.1941461,0.559861449,89.23681849,53.46949081,41.43477114,29.98996779
(주)바른손이앤에이,35620,2017,58622618,15600904,43021713,25074003,25074003,5819321,-14938781,10386598,4526598,10386598,0,1881188,0,0,0,12400000,133012,0,229.4570448,229.4570448,36.26286103,21.15224537,inf,100,23.20858381,-59.57876371,-25.48296461,-18.18814116,13.57393474,0.24198494,-27.84787894,170.851376,-4526.806604,-31.96411665
(주)바른손이앤에이,35620,2018,111896610,12876449,99020161,16665042,16665042,-6253210,67121266,32169118,8975715,32169118,0,463591,0,0,0,4300000,191723,0,358.4017318,358.4017318,13.00386595,3.84283313,#NAME?,100,-37.52291773,402.7668577,59.98507551,98.06779909,61.83597275,0.218741978,-50.45868471,193.0613397,30.62282564,47.61001428
(주)바른손이앤에이,35620,2019,106761431,21853034,84908397,16333644,16333644,-5401484,-18218956,9139878,8109141,9139878,0,2098766,0,285000,13000000,0,8950491,0,112.7108038,112.7108038,25.73718828,13285000,#NAME?,100,-33.06968121,-111.542507,-17.06511034,-20.18846804,9.24731531,0.14568101,-2.028928756,-15.76837032,97.85796109,-4.809957071
(주)바른손이앤에이,35620,2020,117477048,21896703,95580345,11461637,11461637,-1661326,1929322,8450096,2735276,8450096,0,1433858,0,0,13000000,5000000,11240214,0,308.9302871,308.9302871,22.90921109,13000004.26,#NAME?,100,-14.49466599,16.83286602,1.64229697,2.783973092,6.914918828,0.130172161,-42.50707818,-225.1308894,20.37081322,9.121455793
(주)바른손이앤에이,35620,2021,148613444,27365693,121247751,8330590,8330590,1069614,3045517,12614190,19058737,12614191,0,1813246,0,0,0,0,13970091,0,66.18586531,66.18587055,22.57006235,0,inf,100,12.83959479,36.55823897,2.049287681,2.765284305,7.317686773,0.063955996,-37.58493696,255.3201435,19.5408677,20.95126468
(주)바른전자,64520,2017,92951554,51269264,41682290,168479538,-7223670,-19434592,-23989114,51356219,50297100,28673934,22682285,17764602,6816216,37980000,972164,0,34135949,0,102.1057258,57.00911981,123.0001135,38952164,#NAME?,-4.287565176,-11.53528329,-14.23859199,-25.80819036,-60.15025532,16.84513392,1.985811416,95.05542922,105.5036607,59.07513513,-59.882689
(주)바른전자,64520,2018,77219134,62230168,14988966,92958710,-9111040,-22501905,-29060861,37857241,60845197,23755862,14101378,9980343,7912488,45343000,0,0,33951897,0,62.21894721,39.0431179,415.1731881,45343000,#NAME?,-9.801168712,-24.20634387,-31.26211734,-37.63427469,-103.4270127,6.962742109,1.359230474,-81.24126077,13.6313481,-0.542096367,-20.37373276
(주)바른전자,64520,2019,76731767,38650093,38081674,39481096,-5423736,-14408199,-12331221,42514434,33941964,38331580,4182854,2238746,808567,27374747,0,3193749,32149416,0,125.256258,112.9327107,101.4926313,27374751.16,#NAME?,-13.73755176,-36.49391851,-31.23322868,-16.07055524,-34.947395,7.412014527,0.673362251,-135.4511891,-56.17430742,-5.606574626,-0.635156753
(주)바른전자,64520,2020,40533779,8045266,32488513,22919822,-307872,-5264220,-17351078,13886914,6138295,8580229,5306685,8414524,1762156,3000000,0,0,23645733,0,226.2340601,139.781959,24.76341715,3000000,#NAME?,-1.343256505,-22.96797942,-75.70337152,-42.8064652,-29.55968432,4.360161662,0.311209333,-72.25742853,-173.7005482,-35.96286484,-89.30326482
(주)바른전자,64520,2021,59562246,18355331,41206916,55150471,4698041,928418,1356987,30922783,15186646,23611491,7311292,16721410,795397,0,0,1489766,26129116,0,203.6182512,155.4753499,44.54429688,2.501191778,inf,8.518587266,1.683427146,2.460517518,2.278267008,3.274218841,3.198425553,0.72321942,58.44129418,667.0096874,9.504274848,31.94719521
(주)바이넥스,53030,2017,164893896,34665005,130228891,78026380,28401247,-7547184,-11041402,46205818,30735703,35593046,10612772,15570660,1835486,0,3000000,0,91095681,0,150.3327189,115.8035852,26.61852123,3000000,#NAME?,36.39954462,-9.672605598,-14.1508577,-6.696064723,-7.893079764,4.685587759,0.442598899,29.31817291,112.3015154,71.31684432,63.87844096
(주)바이넥스,53030,2018,187688906,38143556,149545350,104016659,48227796,7533717,6315251,53600691,37290951,41071149,12529541,17734182,1429543,3000000,0,0,88595634,0,143.736455,110.1370383,25.50634707,3000000,inf,46.36545383,7.242798483,6.0713842,3.364743892,3.802147195,5.780973595,0.450644011,24.98665046,200.1787564,-2.821862531,12.14510249
(주)바이넥스,53030,2019,202621622,41329216,161292407,125225659,56735094,11974318,8937665,67767670,37783735,52955260,14812409,18975519,3466159,0,0,0,92313774,0,179.3567259,140.1535873,25.62378277,0,inf,45.30628503,9.562192042,7.137247327,4.411012463,6.131740673,7.249754539,0.681471409,16.93662479,37.08437508,4.027719634,7.369754448
(주)바이넥스,53030,2020,270502860,96023309,174479552,132968914,63020414,16854191,6884524,116636435,26981242,98796742,17839694,25013814,2307613,10000000,2500000,50000000,93401434,0,432.2871238,366.1682513,55.03413317,12500018.48,inf,47.39484749,12.67528665,5.177543978,2.545083627,7.267195704,7.599492338,0.764800135,5.82335733,28.9534692,1.164500322,25.09446222
(주)바이넥스,53030,2021,273946693,91298119,182648575,134362774,59948702,13839575,19095529,103421432,32692893,80489376,22932056,18251680,3648889,5000000,10000,50000000,99312013,0,316.342246,246.1983894,49.98567276,5010018.252,inf,44.61704698,10.30015576,14.21191929,6.970527292,10.69393731,6.211082393,0.493572906,1.037385548,-21.78257642,5.951524716,1.257117931
(주)바이브컴퍼니,301300,2020,56592834,25841512,30751322,25571167,8576585,-3353299,-2252490,30530055,18277702,30022454,507602,1022745,3389972,7030000,6750000,0,15737006,0,167.0344281,164.2572682,84.03382463,13780000,#NAME?,33.54006096,-13.11359392,-8.808710216,-3.980168231,-7.301266859,17.41073118,0.335169995,-425.4463905,512.7152097,-531.0731088,-384.0660445
(주)바이브컴퍼니,301300,2021,95993420,65043394,30950025,44248008,9078720,-6763955,-7212395,50495795,28404379,50451520,44273,1914658,12599232,6750000,9750000,30000000,19234311,0,177.774684,177.6188101,210.1561921,16500031.25,#NAME?,20.517805,-15.28646216,-16.29993151,-7.513426441,-7.503437118,4.236250176,0.29635485,42.20945042,50.42399011,18.18263727,41.04509038
(주)바이오니아,64550,2017,58705528,30736047,27969481,22792648,13108376,-5169185,-8747115,27570133,19389835,19141619,8428514,23596867,819016,5270000,5244220,0,19087472,0,142.1885901,98.71986533,109.8913741,10514220,#NAME?,57.5114221,-22.67917707,-38.37691435,-14.89998523,-31.91950785,0.957746559,0.340987519,-94.13280984,-30.85147852,-0.769295169,-63.51683269
(주)바이오니아,64550,2018,69333072,30206722,39126350,22155060,11365416,-12772649,-9868652,30518813,22703192,22810550,7708263,25058162,735909,4550000,1840240,0,28962456,0,134.4252077,100.4728762,77.20301536,6390240,#NAME?,51.29941422,-57.6511596,-44.543558,-14.23368634,-8.945944231,0.871834755,0.151636035,-2.877843707,59.52926445,34.09581011,15.32824624
(주)바이오니아,64550,2019,74980585,48142735,26837849,22252596,10609933,-13957761,-12497078,37331526,34242007,28991533,8339993,23999541,698274,3810000,9412500,0,30242011,0,109.0225991,84.66657051,179.3837315,13222500,#NAME?,47.67952917,-62.72419182,-56.16009027,-16.66708522,-37.89048663,0.907200894,0.308392102,0.438312905,8.490702771,4.231051301,7.531967109
(주)바이오니아,64550,2020,171571893,37447596,134124297,158174270,123730518,95723338,50777787,77930434,29892925,62718589,15211846,23787294,1684742,0,6900000,0,81242583,0,260.6985901,209.8108131,27.9200688,6900000,inf,78.22417515,60.51764171,32.1024317,29.59563254,61.59526473,12.750828,1.386491874,85.93159557,114.5813563,62.77566532,56.29786226
(주)바이오니아,64550,2021,222880582,41378417,181502166,127260149,94544677,29269628,14434321,104728007,38403897,86605073,18122934,25765827,859465,17782500,0,0,103351594,0,272.70151,225.5111584,22.79775383,17782500,inf,74.29244563,22.99983791,11.34237317,6.476257766,9.14645804,5.136312161,0.645249591,-24.29206727,-227.0398175,21.39203678,23.02070846
(주)바이오다인,314930,2021,45822781,7324409,38498372,3763251,498558,-2342504,-10856919,27987416,7312691,26780283,1207133,1093880,162104,0,0,0,11242691,0,382.7238974,366.2165269,19.02524346,0,#NAME?,13.24806663,-62.24681798,-288.498402,-23.69327824,-32.66818021,0.304830874,0.072004437,-3281.654559,1349.50173,-819.2780803,-386.3968907
(주)바이오로그디바이스,208710,2017,44572583,18144731,26427852,55328672,6034044,1812160,-1123141,34200707,6059772,32209889,1990817,15157380,4424838,0,1200000,15000000,1401136,0,564.3893368,531.5363185,68.65760789,1200033.653,inf,10.90581751,3.275263863,-2.029943896,-2.519802364,-4.399123451,2.538020219,1.127916358,93.198371,229.2658485,-702.3982683,-2.804858763
(주)바이오로그디바이스,208710,2018,53535174,28900990,24634184,62002906,6771681,1272077,483356,37180859,26109990,36355885,824974,28442487,9037973,4404627,2791000,0,2903177,0,142.4008933,139.2412827,117.3206711,7195627,inf,10.92155423,2.051640934,0.779569912,0.902875556,2.124554722,2.551766264,1.032692358,10.76438901,-42.45678524,51.73783755,16.74149971
(주)바이오로그디바이스,208710,2019,53107447,26333550,26773897,64775997,8380447,318590,-383343,23450207,26319058,19914249,3535959,17517713,11109721,5100000,0,0,3391521,0,89.09972006,75.66474834,98.35531227,5100000,inf,12.93758088,0.491833418,-0.591797916,-0.721825321,-1.174596826,6.960822429,1.309528914,4.281047191,-299.283405,14.39896731,-0.805399288
