기업,거래소코드,연도,자산,부채,자본,매출액,매출총이익,영업이익,당기순이익,유동자산,유동부채,당좌자산,재고자산,매출채권,매입채무,단기차입금,장기차입금,사채,유형자산,이자비용
(주)대창스틸,140520,2019,228321755,136117571,92204184,197667730,12536062,4300435,-1816118,79670715,127194635,49676020,29994696,47247654,14575259,77946918,3300000,3297115,57987093,0
(주)대창스틸,140520,2017,226666608,127594569,99072039,244793248,11873279,4422935,186544,99152850,86244028,60413389,38739460,58090469,28099367,53394760,35700000,2970698,73107593,0
(주)대창스틸,140520,2021,232711272,144107445,88603827,203660510,15916972,7160643,4500741,107166614,141952876,81122108,26044505,52510984,19108126,83200000,0,0,48889159,0
(주)대창스틸,140520,2020,218268501,135684579,82583922,169289802,11260091,-1431464,-7620403,69515159,132817712,43446595,26068563,43626538,17265856,77983394,1100000,0,47948104,0
(주)대창스틸,140520,2018,222595690,126575529,96020161,228369357,12035067,2881566,-1036551,91798392,115355189,63958306,27840086,53627406,19996692,61300000,5500000,3129225,69649757,0
(주)대한과학,131220,2019,35848945,8143369,27705576,38676690,8908674,974526,451270,18460616,6321487,6432268,12028347,4323389,4431094,600000,0,0,14077260,0
(주)대한과학,131220,2018,32597846,6697539,25900307,33984809,8413363,1080059,1251189,16834505,5317707,5956726,10877779,4024510,3737755,0,0,0,12196518,0
(주)대한과학,131220,2017,32126203,8586651,23539552,31663846,8202436,854235,525185,16897459,7200599,5798992,11098467,4783800,4189721,0,91720,0,11732638,0
(주)대한과학,131220,2020,35799030,7385063,28413967,41678754,9518155,1597830,1155534,19431428,6921877,7734530,11696898,4511996,4028987,0,0,0,13851146,0
(주)대한과학,131220,2021,42718088,11853264,30864824,43599972,11151500,3245543,2898002,23645590,9224383,9201825,14443765,5572638,5495226,0,1905000,0,16147589,0
(주)대호특수강,21040,2019,148023965,75870889,72153076,204179606,13243749,4582920,693931,81491755,47974340,53598053,27893701,48734390,14347535,22682386,9341000,13953520,50708083,0
(주)대호특수강,21040,2020,118292613,67262955,51029658,141665479,1364724,-8646501,-26505473,67883738,51615708,48323688,19560049,41372939,12518458,5587135,13393016,0,47382488,0
(주)대호특수강,21040,2021,190664621,138289851,52374770,200898866,17126030,6683129,7297290,128435074,96473947,94600842,33834231,82656119,44161348,22289827,9391488,29296233,47104620,0
(주)대호특수강,21040,2018,157282806,84853335,72429471,209863691,17383226,6007434,2127651,86859640,56700688,55417812,31441828,55240649,14040168,30173279,9441000,12976577,52528247,0
(주)대호특수강,21040,2017,151074017,82024966,69049051,205306467,20793631,10239635,4014068,82528308,72946055,53627763,28900545,51702806,18585019,45885470,3348900,0,48845439,0
(주)더 미동,161570,2019,35999074,1522874,34476199,24559154,1101954,67988,-1585273,14767306,1522874,13932229,835077,2984114,810391,0,0,0,40322,0
(주)더 미동,161570,2020,22262469,1680738,20581731,26280773,656980,-2063913,-13894468,13889333,1680738,12980432,908902,2207723,1061278,0,0,0,24112,0
(주)더 미동,161570,2018,37485592,1424120,36061472,19560828,836204,106502,-14909221,20623526,1424120,20168462,455063,2546632,623294,0,0,0,66589,0
(주)더 미동,161570,2017,53589919,2540660,51049259,28132442,2539216,102959,319497,21563196,2540660,21270045,293151,3326125,1386224,0,0,0,64442,0
(주)더 미동,161570,2021,25479065,4232917,21246148,9859743,368147,-1319965,-2335582,9213508,4232917,8821108,392400,2430440,318442,0,0,0,52617,0
(주)더네이쳐홀딩스,298540,2020,258234013,93260471,164973542,290419789,197320956,55385489,40539040,172564854,57765222,112323457,60241397,26035874,7849038,2000000,33600000,0,76515198,0
(주)더네이쳐홀딩스,298540,2021,376607183,155880556,220726627,369046243,254717240,69131474,58606976,200157954,114836894,118707853,81450101,34556568,20952885,50000000,39000000,0,161454572,0
(주)더블유아이,73570,2019,52816652,14649816,38166837,24052132,7635354,881873,1401101,30011639,13533202,25505009,4506631,3145141,409198,2698000,98800,0,5171809,0
(주)더블유아이,73570,2020,50603504,11341677,39261827,25375540,8837217,494580,-3270769,29000345,8551429,23987059,5013286,3317373,527297,1850000,68400,0,7885026,0
(주)더블유아이,73570,2021,53629112,21943049,31686063,17911456,3066761,-5372812,-13258578,37774232,20328741,32713187,5061046,2772458,113074,698000,38000,0,3065270,0
(주)더블유아이,73570,2018,50482764,15199151,35283613,4081422,-105357,-3363767,-14962578,24051275,13551504,24051275,0,1782997,680498,1107000,129200,0,4909395,0
(주)더블유아이,73570,2017,26873064,3514646,23358418,10064001,-668722,-3470731,-9799765,9994558,3161943,9994559,0,1403657,351543,1795579,159600,0,5367826,0
(주)더블유에스아이,299170,2020,28556281,3098802,25457479,26097617,9247849,6073881,-1454221,27066032,2064532,23573313,3492719,9844139,601859,0,0,675493,423943,0
(주)더블유에스아이,299170,2021,52251377,19061052,33190325,27770613,10200682,6191274,7493121,47354942,17998801,43570073,3784869,10344975,896030,0,0,0,2988978,0
(주)더블유에스아이,299170,2018,,,,,,,,,,,,,,,,,,
(주)더블유에스아이,299170,2019,,,,,,,,,,,,,,,,,,
(주)더에이치큐,192410,2019,51989709,14031630,37958078,20576328,4189505,1492348,212373,14025727,9198029,12564562,1461165,3741995,1020407,2280000,0,4460000,1792422,0
(주)더에이치큐,192410,2020,65882145,34140127,31742018,14586939,1497516,-1812984,-5506317,60484088,28779410,58995459,1488629,12421881,13001053,0,0,1111429,245874,0
(주)더에이치큐,192410,2021,77919867,38435776,39484091,25217233,10810756,3129692,2484627,48579429,37922969,45994777,2584653,7189698,3863615,6000000,0,0,442205,0
(주)더에이치큐,192410,2017,71397708,26967634,44430074,27627325,2874369,-763184,-3178682,34188270,26593587,29862293,4325977,3456590,1905794,0,0,0,2820441,0
(주)더에이치큐,192410,2018,56953903,19208198,37745705,24162185,1929353,-5450503,-5606227,11489994,7459158,9868671,1621322,7268364,1023958,0,0,10640000,2275933,0
(주)덕산테코피아,317330,2021,243692046,70711890,172980156,112372761,40017592,23228772,18237584,103804944,17290139,77357800,26447144,8935361,2113126,1120000,0,40583670,113129609,0
(주)덕산테코피아,317330,2020,168678366,11308228,157370137,78379152,29465722,14477252,12878622,63079218,8812344,47393325,15685895,8371851,2265117,1120000,1120000,0,81317994,0
(주)덕산테코피아,317330,2019,158858979,13668299,145190680,61838936,25906601,13430392,11129648,60345315,9658661,47323526,13021789,6235131,1627104,0,2240000,0,73240811,0
(주)덕신하우징,90410,2019,113737647,43756037,69981610,145648501,17557445,2210085,1241045,47778209,37807159,31676349,16101860,25444078,7445617,13514883,0,0,51223099,0
(주)덕신하우징,90410,2018,115389635,45315071,70074564,131099317,20410632,9056300,7602878,60621667,33962692,46232192,14389475,27254212,5349350,19115317,0,8375670,41860731,0
(주)덕신하우징,90410,2017,104727146,43234879,61492267,122876930,17837199,6391199,6256096,52033571,40798206,38726909,13306664,33926788,3355239,25107122,0,0,42484288,0
(주)덕신하우징,90410,2020,122003645,53014731,68988914,119512159,3439735,-8914559,-8479954,53477028,36519419,45490903,7986124,23189141,6253546,21663231,10000000,0,54083231,0
(주)덕신하우징,90410,2021,146331984,69719395,76612589,149123452,13453863,3110928,2651158,80333774,59414361,50009914,30323860,35519548,8632512,41350868,7499880,0,51581082,0
(주)데이타솔루션,263800,2019,62996007,37407304,25588703,101169469,13739249,444339,-670175,52395850,37139992,44209635,8186215,18767508,17432903,11186670,0,0,1300620,0
(주)데이타솔루션,263800,2018,52873082,27068869,25804213,98116700,9080598,-3330908,-3997958,43382224,26775209,39246772,4135452,22048472,14950375,5922764,166660,0,726632,0
(주)데이타솔루션,263800,2021,75250911,46971346,28279566,100481187,14686811,1031053,1191274,60173845,44595318,55476352,4697492,23898335,27531844,5190103,1250000,0,2096222,0
(주)데이타솔루션,263800,2017,62046031,32779977,29266054,90041947,13633525,557186,885540,50520087,31818997,39125496,11394592,18954758,18711429,6034271,799980,0,936886,0
(주)데이타솔루션,263800,2020,71343406,44926274,26417132,92734563,13078345,548653,501462,59199718,43413060,56701329,2498389,33387590,30590187,5453008,0,0,2593858,0
(주)덱스터스튜디오,206560,2019,64607086,9722197,54884889,38294449,38294449,-5708639,-7860142,31313773,7418443,31313773,0,17164381,0,0,0,0,5002128,0
(주)덱스터스튜디오,206560,2020,67692319,11122108,56570211,24094571,24094571,-352685,-3316934,40056597,9520178,40056597,0,14290034,0,0,0,0,3519129,0
(주)덱스터스튜디오,206560,2021,69544896,11876374,57668522,30452760,30452760,-2595739,-1195678,24595698,10918151,24595697,0,14204035,0,0,0,0,8830286,0
(주)덱스터스튜디오,206560,2017,89108752,48413726,40695026,24984428,-10621051,-21977293,-34407934,43992434,36336913,43992435,0,21105460,0,0,0,0,7466612,0
(주)덱스터스튜디오,206560,2018,79106873,16178329,62928543,35739469,10892473,1948616,2706201,54785208,14806517,54785208,0,16571057,0,0,0,0,6123321,0
(주)덴티스,261200,2019,,,,,,,,,,,,,,,,,,
(주)덴티스,261200,2017,,,,,,,,,,,,,,,,,,
(주)덴티스,261200,2021,107256062,73631626,33624436,54428608,22835627,261552,-66354,64358542,46179453,50076957,14281584,47599286,2044931,24465159,10031208,20000000,35556060,0
(주)덴티스,261200,2020,86065115,56357795,29707320,41479000,16158247,-10007213,-12348548,46427764,46038939,33284233,13143532,38930486,2113738,24811477,10067486,0,31287918,0
(주)덴티스,261200,2018,,,,,,,,,,,,,,,,,,
(주)동구바이오제약,6620,2020,144353430,49700619,94652811,139215814,80617644,7611428,9140459,72352528,40508237,47381468,24971060,19728219,9191214,18000000,5000000,0,39657893,0
(주)동구바이오제약,6620,2021,153899966,53775673,100124293,155131348,92426210,8952286,9326593,66728244,49797136,41764580,24963664,18195195,11590579,18070359,0,0,38552046,0
(주)동구바이오제약,6620,2019,132725123,47072945,85652178,125235187,70688302,6460951,15100532,71900666,38345128,54302046,17598619,22566240,11240675,14882600,5000000,0,37585680,0
(주)동구바이오제약,6620,2018,104278994,32180766,72098228,104837387,61390212,5677649,4569229,58806494,28615399,43875840,14930654,24094344,9553814,10056000,1924564,0,31786910,0
(주)동국알앤에스,75970,2018,107769277,41557329,66211947,76379761,13543221,4412596,2522492,43578555,29241758,28273380,15305175,25181812,6442458,19000000,0,0,27331499,0
(주)동국알앤에스,75970,2020,105257485,39827877,65429608,63878507,10415520,1539999,1134668,42144315,27152950,28333149,13811166,21202625,4296001,20000000,0,0,27417495,0
(주)동국알앤에스,75970,2019,107118750,41275487,65843263,71822024,11437944,1837483,1148160,43070898,28611812,26667132,16403766,24020755,5820381,20000000,0,0,28468230,0
(주)동국알앤에스,75970,2021,108277876,42637355,65640520,70559497,11149848,1397233,1634701,40920713,36436359,22415603,18505109,19429565,4824556,29000000,1000000,0,26552401,0
(주)동국알앤에스,75970,2017,108264487,42861344,65403142,68756029,12244052,2672777,1721370,44177135,30144026,25012846,19164289,24344453,5109169,18500000,0,0,38510330,0
(주)동국에스엔씨,100130,2019,323693824,57119658,266574166,174461880,28148271,13767380,10655364,179253591,50791360,125135183,54118408,44428919,20042429,0,800000,0,93775999,0
(주)동국에스엔씨,100130,2017,320888283,51729861,269158422,172792712,22994570,10948684,8994399,146698536,36016005,113754525,32944012,10586751,16270550,0,1066667,0,97256607,0
(주)동국에스엔씨,100130,2021,342814729,67163930,275650799,134374966,19634546,1082129,17349366,191313964,62710127,111977390,79336574,10819232,31364158,0,0,0,88279289,0
(주)동국에스엔씨,100130,2020,316404608,52368402,264036207,161229429,17816973,7327298,2604970,174031772,47151985,141031076,33000695,7174838,27721300,0,666667,0,91188548,0
(주)동국에스엔씨,100130,2018,298151319,37764799,260386520,165727686,12182250,2372676,-5862496,130667256,23170294,92353420,38313836,37116475,15909992,0,933333,0,95685992,0
(주)동방선기,99410,2019,34132289,5594284,28538005,23630293,1406464,-1255400,-979934,14859797,3417281,11711920,3147877,5995873,2248102,0,0,0,19078463,0
(주)동방선기,99410,2018,33425555,4542893,28882661,17058634,-528121,-2825982,-2363712,14328708,2126438,11791110,2537598,3972403,1229759,0,0,0,18960037,0
(주)동방선기,99410,2017,35060915,4617643,30443271,19302291,1242335,-667105,-3685002,15289438,2166024,13129258,2160180,6410856,1180441,0,0,0,19423127,0
(주)동방선기,99410,2020,32040194,4301050,27739144,21554995,1021612,-1359095,-928782,12665219,2170280,9935796,2729423,5194445,1248153,0,0,0,18725973,0
(주)동방선기,99410,2021,34787743,6088296,28699446,22981429,2559041,490191,1059099,14708878,3943089,11520772,3188107,5097548,2112389,0,0,0,19558119,0
(주)동성화인텍,33500,2019,261012573,162369656,98642917,238406562,48347853,26542889,17534141,140279757,102838374,64074825,76204931,27689828,23011264,48008299,16110100,40000000,110430289,0
(주)동성화인텍,33500,2020,245370564,133615635,111754929,387128790,71893338,45903579,20790001,127205952,123040456,52982630,74223323,27369118,27553854,11340216,1632000,0,111978800,0
(주)동성화인텍,33500,2021,293970850,151902401,142068449,363882908,58563101,33046840,23060622,177668322,134239859,80870117,96798205,48371140,29878657,45704714,0,12316500,110448185,0
(주)동성화인텍,33500,2017,220559176,139729458,80829719,212626849,376746,-21017198,-38801603,94200776,86237778,65368430,28832345,29445477,10525087,36069404,44666660,0,118195519,0
(주)동성화인텍,33500,2018,207172261,130112004,77060258,185329974,13996417,-4026694,-3706524,83191400,117184904,39788816,43402583,23224002,15639145,31070155,4500000,0,113525124,0
(주)동아엘텍,88130,2019,155200694,25377342,129823352,112102348,27832968,10170502,10536780,93356048,24400042,89752084,3603964,16518720,7699449,0,0,0,17275477,0
(주)동아엘텍,88130,2020,158506226,29200337,129305889,89154531,15778730,6302972,6118388,98102625,28372178,79499269,18603354,30305835,20084288,0,0,0,17018787,0
(주)동아엘텍,88130,2021,160533083,25740180,134792904,119100135,22585007,8815044,6718714,96128967,25533180,75601948,20527020,31247859,13408174,0,0,0,16668973,0
(주)동아엘텍,88130,2018,161679008,40432421,121246587,131466999,25517370,15585711,14032066,104382953,39216970,89298051,15084902,59131441,22052930,4676341,562440,0,17839091,0
(주)동아엘텍,88130,2017,136272556,23387084,112885472,124693976,23883842,12125919,18797358,90545894,21251645,87221026,3324867,25755018,9633774,0,1312360,0,19449114,0
(주)동양에스텍,60380,2019,116260464,64775535,51484929,159756378,7349357,488069,1949971,60175682,52494950,35041462,25134219,33678874,12281921,37542821,11600000,0,18828143,0
(주)동양에스텍,60380,2018,114666650,63746540,50920110,160309679,7938380,1639003,-244900,65987223,59015540,38820931,27166291,37637522,14173743,33134716,4100000,0,17916493,0
(주)동양에스텍,60380,2021,136735331,64187574,72547757,200732010,27965008,19504905,18082811,90777521,61572224,44985775,45791746,44241872,20334691,25190336,2266667,0,20606214,0
(주)동양에스텍,60380,2017,104369971,51902968,52467003,159869610,8646082,2258069,3167043,57036874,41271968,39629683,17407191,38551952,10591550,28677481,10000000,0,16508117,0
(주)동양에스텍,60380,2020,99035390,43372479,55662911,136641986,8300111,1123173,5285966,55241218,28939334,36447527,18793691,34206251,1349873,11993432,13733333,0,17583611,0
(주)동우팜투테이블,88910,2019,222990590,32993775,189996815,270567996,21542799,4256779,2593771,118178613,27822643,113220603,4958010,17367465,5910239,0,57500,0,24998848,0
(주)동우팜투테이블,88910,2020,254412329,67272301,187140027,276146582,14243575,-3731179,-2806564,109573192,25371200,103764216,5808976,19498225,5250350,0,39001500,0,33337520,0
(주)동우팜투테이블,88910,2021,261688531,86239004,175449526,295578703,19640507,722875,-12187959,115233435,49215898,111759644,3473791,18980851,5513694,0,2500000,33194000,31256055,0
(주)동우팜투테이블,88910,2017,200503429,29122384,171381045,230843688,31693392,16841962,17506765,117420452,24149364,114758756,2661697,16057339,3002925,500000,1116160,0,20215039,0
(주)동우팜투테이블,88910,2018,220488718,31901376,188587342,250159235,32620124,16969081,18123380,123816728,25892299,121292308,2524420,15763813,5314977,0,103500,0,21973345,0
(주)동운아나텍,94170,2019,54041008,29317134,24723874,54763967,15426418,-2188813,6605385,40382701,17172001,24397913,15984788,12120582,2779229,9500000,2916667,5250000,717099,0
(주)동운아나텍,94170,2017,42933844,16389348,26544497,54989112,13563335,-1799001,-3123416,26721042,10690859,17869383,8851660,11422174,2771507,7000000,1500000,0,496438,0
(주)동운아나텍,94170,2021,63198431,42783364,20415068,50661221,8790289,-15794805,-14870707,46840752,29045011,21444825,25395927,16980571,3159269,11598095,2000000,5000000,1276732,0
(주)동운아나텍,94170,2018,41671771,21026345,20645426,46698555,10206576,-6280845,-7870656,28716961,10279974,19208283,9508678,9568745,1634483,7761515,6492150,0,400879,0
(주)동운아나텍,94170,2020,70231515,40350522,29880993,70719106,20225781,2323651,795098,57423250,20585169,38749660,18673590,22887172,4630050,11680000,4000000,13000000,844635,0
(주)동원개발,13120,2019,929793884,158655654,771138229,642628503,121094064,106108775,84696891,888352112,139855656,778779860,109572252,164208082,96812580,527000,520000,0,2820234,0
(주)동원개발,13120,2020,1064999817,164248951,900750866,630615658,205756521,187555578,144427889,1031619704,144976565,726628512,304991192,176374139,74713539,527000,433333,0,2391696,0
(주)동원개발,13120,2021,1226254588,269630984,956623605,417401712,113159751,97399614,72672237,1190456792,133831720,642839734,547617059,138640678,72002510,527000,120346667,0,2235024,0
(주)동원개발,13120,2017,703630959,108833453,594797507,563013434,154789710,143040410,100618005,683770671,92140028,557320528,126450142,169202549,53182373,527000,693333,0,1399751,0
(주)동원개발,13120,2018,877699704,174435796,703263908,607890976,172689164,160073926,121942408,854509805,158035129,682341856,172167949,223158389,95030358,527000,606667,0,2430356,0
(주)동일기연,32960,2019,57091220,4983859,52107360,28889519,9857251,1975944,1934036,38041973,3694085,27538527,10503447,3436862,1658085,0,0,0,3846932,0
(주)동일기연,32960,2017,70656416,5930353,64726062,34242984,12947931,3062006,4769933,49810580,4847621,39767628,10042952,4360321,1396000,0,0,0,4169341,0
(주)동일기연,32960,2021,66841449,3979009,62862440,25767485,9750052,2138155,9911695,48099385,3386638,36721244,11378141,3495883,768359,0,0,0,3905460,0
(주)동일기연,32960,2018,60568446,4387807,56180638,26438736,7937905,235596,-424350,40203292,3237496,30603787,9599505,3915563,1300034,0,0,0,3857351,0
(주)동일기연,32960,2020,56585464,3513490,53071975,24725928,9087537,1593523,1091793,37775140,3294560,27594516,10180623,2770468,1168800,0,0,0,3899244,0
(주)동진쎄미켐,5290,2019,701213988,375025582,326188406,652641480,133826787,74923697,44752979,274201903,340034647,210904168,63297735,94002387,33588307,223518712,6750000,0,248157697,0
(주)동진쎄미켐,5290,2018,645833483,357702916,288130567,632154575,112558976,51219283,39569460,241521888,282638714,174285630,67236258,103201821,33272480,197450011,50950000,0,240165571,0
(주)동진쎄미켐,5290,2021,914940022,460237095,454702928,793730799,163806222,91452036,78378341,411430975,341414588,306215352,105215623,108246015,53835090,187207135,86800000,0,303677543,0
(주)동진쎄미켐,5290,2020,790597665,406460193,384137472,679978836,153397206,83981531,64221297,328297620,290159831,258245321,70052300,85777654,36962248,186967252,80300000,0,270363126,0
(주)동진쎄미켐,5290,2017,567261062,309494389,257766673,631272541,111479950,53357193,37822419,213662821,259967202,163038005,50624816,84730113,26897214,212048047,30150000,0,225371912,0
(주)두산테스나,131970,2019,342662378,179348105,163314273,96831033,30442610,24185180,21415215,150856946,67653161,150856945,0,9210877,0,22000000,24999960,72663830,164069081,0
(주)두산테스나,131970,2017,96222618,29224000,66998617,47188713,11601634,9865042,8992438,31288510,22600026,31288509,0,4802890,0,8000000,5225000,0,56018855,0
(주)두산테스나,131970,2021,533494571,271083698,262410873,207584467,57654064,54062137,47166345,78605424,159228833,78605424,0,22531269,0,24000000,71875000,0,406327838,0
(주)두산테스나,131970,2020,456133450,232302088,223831362,132518902,33197547,30560315,37227268,60440720,145530349,60440720,0,15917659,0,22000000,59375000,0,351520690,0
(주)두산테스나,131970,2018,111616930,30166995,81449935,65267823,21115492,18749881,16231655,36427255,20079435,36427255,0,5644367,0,8000000,4574920,0,63849412,0
(주)듀오백,73190,2019,31552159,4237362,27314797,28595364,7811931,-2197997,-3010567,12548552,3800987,7878320,4670232,4281314,1569356,0,0,0,13447547,0
(주)듀오백,73190,2020,34405494,6407355,27998139,43211585,12511423,702483,783316,15919068,5897761,11198848,4720220,4247162,2466493,0,0,0,13962081,0
(주)듀오백,73190,2021,28458490,4288393,24170097,38281875,7808023,-3338587,-4154051,11091705,3982185,6102846,4988858,3868562,1847560,0,0,0,13549720,0
(주)듀오백,73190,2018,33563382,3186656,30376726,28484831,6653934,-2608607,-3020578,12889539,3046656,8437712,4451828,4661538,993169,0,0,0,12935451,0
(주)듀오백,73190,2017,38777381,5129247,33648134,38302767,10834322,719444,1144419,16550477,4979247,12106664,4443813,5690846,2104299,0,0,0,9008937,0
(주)드래곤플라이,30350,2019,15028635,2474505,12554131,6081313,6081313,-4330423,-5569461,7906365,2058740,7906365,0,415537,0,0,0,0,1759410,0
(주)드래곤플라이,30350,2020,20622374,13495869,7126505,4169240,4169240,98737,-8349642,10259749,13098433,10259748,0,396548,0,0,0,0,3979756,0
(주)드래곤플라이,30350,2021,61303458,12542041,48761417,3571272,3571272,-2948037,-16828376,30017498,12466636,30017497,0,382809,0,0,0,0,1679835,0
(주)드래곤플라이,30350,2018,19895923,1792168,18103755,6373655,6373655,-5899804,-8688033,12552519,1313902,12552519,0,754567,0,0,0,0,1169555,0
(주)드래곤플라이,30350,2017,50306246,28793433,21512813,7565737,7565737,-5496502,-9731229,1959449,28507867,1959449,0,767727,0,13700000,0,0,43497613,0
(주)드림시큐리티,203650,2019,77356759,15153298,62203461,22615520,6575202,1167268,1721708,13522045,14506841,13522045,0,3960133,566184,10150000,0,0,236683,0
(주)드림시큐리티,203650,2020,79768674,15566281,64202393,24874760,7417638,1923088,2285176,14454053,15276983,14385949,68104,3698871,365538,13400000,0,0,417552,0
(주)드림시큐리티,203650,2021,139235594,64305882,74929713,28020094,9918072,2376968,3961514,15419090,18094340,15373400,45691,3250856,1067558,10250000,6525000,40000000,983951,0
(주)드림시큐리티,203650,2018,24698314,1924910,22773404,24951235,7399485,2789840,2738191,13604984,1876910,13382224,222760,5303760,682377,0,0,0,729314,0
(주)드림시큐리티,203650,2017,21837665,2905068,18932598,20574060,5291065,379072,-2226331,11774507,2051057,11547208,227299,5146938,678936,0,0,976000,750505,0
(주)드림씨아이에스,223250,2021,56637594,18659187,37978407,26153500,8716780,3869918,3198918,46368350,15556022,46368351,0,5148053,0,0,0,0,4799033,0
(주)드림씨아이에스,223250,2020,48623861,12135369,36488492,23489322,9616669,4818095,4881995,43064524,11769363,43064524,0,3842357,0,0,0,0,1125898,0
(주)드림어스컴퍼니,60570,2019,164361525,49800726,114560799,174357763,26579309,-23720108,-48581156,128956261,47826093,122143053,6813208,25963455,26889566,0,0,0,4875887,0
(주)드림어스컴퍼니,60570,2020,171930649,75332599,96598051,221815310,45435284,-8688893,-18548423,142612141,71842687,138034112,4578029,23778648,33033516,0,0,0,6955815,0
(주)드림어스컴퍼니,60570,2021,253437736,172649126,80788611,239616610,58694839,6526627,-15900253,195462060,170893044,187816993,7645067,20046647,34944812,0,0,0,5637161,0
(주)드림어스컴퍼니,60570,2018,200063358,34464269,165599089,107695318,25770945,1388301,-22011255,132217424,33840725,116999205,15218218,22399906,13193804,0,0,0,1603972,0
(주)드림어스컴퍼니,60570,2017,132080078,14215204,117864874,61034418,12388177,-7447418,-12766634,68138954,8850917,55032172,13106781,13983777,5371886,0,0,4770574,1179631,0
(주)디딤,217620,2018,63314495,29132457,34182038,93391889,48677188,4790185,3362064,22995956,20809554,14197902,8798054,4722842,1917523,10426997,2653216,980000,12841193,0
(주)디딤,217620,2020,82903636,77628548,5275088,78228967,36499569,-11188109,-29870981,25731410,46473044,16317566,9413844,6018584,1728624,21010365,2216632,970000,8270269,0
(주)디딤,217620,2021,58918171,48538792,10379379,61845607,29157104,-6061988,-5333603,13924823,23149127,9742930,4181893,5371911,2174039,2988901,0,1500000,2852258,0
(주)디딤,217620,2017,53913043,22230577,31682465,65876555,33918757,1609175,2422022,22177218,17563613,18879941,3297278,3404505,1489118,6287573,717760,1800000,11794411,0
(주)디딤,217620,2019,111113819,76278529,34835290,118257663,56281244,4428200,2230709,29834295,32772889,16331070,13503226,5018694,3537617,14325370,4833304,5000000,15466300,0
(주)디모아,16670,2018,67553811,12516173,55037638,8889174,6454480,69794,538374,34138370,12156173,34133088,5281,10623748,4842109,0,0,0,3718365,0
(주)디모아,16670,2017,69440308,14870289,54570018,55737521,7521203,359916,863321,40848260,14870289,40114557,733703,14595945,10350575,0,0,0,3759746,0
(주)디모아,16670,2021,55659417,8421077,47238339,13670464,5097386,178824,-2688322,19324489,7768812,18434814,889674,15184769,4082341,1000000,0,0,1185719,0
(주)디모아,16670,2020,79341488,41499132,37842356,4890555,4668339,-229277,-48667557,24567742,30234278,24567710,33,10773216,2991142,10110000,10500000,0,1203534,0
(주)디모아,16670,2019,61389633,15584715,45804918,4633217,4388509,96457,-8685574,38539858,15164867,38539826,33,15606522,7143270,0,0,0,341380,0
(주)디바이스이엔지,187870,2019,107991965,44456810,63535155,43228287,10874687,4417264,4649753,85374191,43347175,59639520,25734671,8441171,16866839,0,1000000,0,12115781,0
(주)디바이스이엔지,187870,2020,157523352,58711631,98811721,126172727,57394844,43714287,30394735,129997417,58581599,97623815,32373603,9864380,4020532,0,0,0,11898795,0
(주)디바이스이엔지,187870,2021,186145378,56918546,129226833,125067664,48950294,35819944,31289937,150859358,39254376,128362635,22496722,10646279,5465234,0,0,17406826,12248470,0
(주)디바이스이엔지,187870,2018,74549363,13758722,60790641,93160425,26755153,16337228,13929056,52397963,13306906,42908304,9489660,12214779,4094777,1050000,0,0,12573238,0
(주)디바이스이엔지,187870,2017,79756898,30843359,48913538,115287774,20075543,10923189,7527859,62588610,30066754,45358281,17230329,7631350,9839809,4500000,436140,0,12252207,0
(주)디스플레이테크,66670,2019,167971201,18324931,149646271,43569777,10886737,6566006,5393286,68797929,15041215,66842998,1954931,18076897,9979640,3355267,0,0,45162545,0
(주)디스플레이테크,66670,2020,166633939,15191039,151442900,36225203,8226946,3855676,3811408,65771678,11592548,63940408,1831271,8157297,3207796,0,0,0,48436835,0
(주)디스플레이테크,66670,2021,192128378,39438259,152690120,122826560,7823919,3559697,5417045,119250796,36325080,110288105,8962691,26874258,23466271,854528,0,0,23596575,0
(주)디스플레이테크,66670,2017,166844088,18479522,148364566,82707089,12370644,8126981,4710640,69729143,15995165,65693245,4035899,16461034,6764944,6733683,0,0,29124953,0
(주)디스플레이테크,66670,2018,172266882,23215623,149051259,57286597,8339529,3576408,2996126,74164826,20290017,71385295,2779530,20132054,18317307,805394,0,0,25172108,0
(주)디아크,78590,2019,64605288,40525342,24079947,37772354,7592457,948690,-6766841,41428390,39063723,40596183,832207,6588202,2106022,0,0,0,7307782,0
(주)디아크,78590,2020,470374970,357889876,112485095,37467855,6221130,-10765064,-179115975,49636936,351513516,49183815,453121,2264722,2873954,0,0,717189,3591984,0
(주)디아크,78590,2021,31015189,14323283,16691906,42609779,6551237,1377704,-86700570,18221468,10661314,17813109,408359,4267289,3100698,0,0,0,3717786,0
(주)디아크,78590,2018,63709884,37732648,25977236,37763569,8192049,1867371,-6992292,37858284,36807821,37179745,678539,3222511,3018419,0,0,0,7227394,0
(주)디아크,78590,2017,27530067,10214848,17315219,40019060,7589476,2285974,2597855,13490078,4225799,13098959,391119,2453323,2364399,0,0,5000000,7212127,0
(주)디알젬,263690,2020,73104660,20083020,53021639,105933483,38258085,22846065,19823590,54037910,17641499,31315569,22722341,11425143,7353451,5000000,0,0,12467656,0
(주)디알젬,263690,2018,46674657,17617203,29057454,56606738,16160891,4333619,4784482,31811771,11882630,19758623,12053148,9686323,8571920,202999,1000000,0,10988458,0
(주)디알젬,263690,2019,63489548,30337746,33151802,60226049,17433529,4699863,5750800,44120014,24824490,25722345,18397670,12726542,15336623,5045212,0,0,12455669,0
