기업,거래소코드,연도,자산,부채,자본,매출액,매출총이익,영업이익,당기순이익,유동자산,유동부채,당좌자산,재고자산,매출채권,매입채무,단기차입금,장기차입금,사채,유형자산,이자비용
동아화성(주),41930,2021,172091438,51249794,120841644,130253915,20814484,7812131,11841080,94895128,48803007,87062964,7832163,58651705,10803929,25517500,1611111,0,25725313,0
동양이엔피(주),79960,2021,323844775,80653578,243191198,484992938,43290964,5138320,14779109,182153785,65974891,133097827,49055958,50686661,44282633,6000000,0,0,32568799,0
동양이엔피(주),79960,2019,276563657,64939929,211623728,464578791,59135366,28818543,27312434,167112465,51277180,123545733,43566732,65083095,34909277,1217772,0,0,35825468,0
동양이엔피(주),79960,2018,241533737,53478480,188055257,334817658,24443287,4673213,5931264,148569396,41845003,115594786,32974610,54212920,31250797,829979,0,0,30426234,0
동양이엔피(주),79960,2017,240081425,55392113,184689312,360305712,31834086,15985865,1397818,161633648,45010447,134842539,26791110,38278584,37397259,1137461,0,0,30985172,0
동양이엔피(주),79960,2020,300911725,70653556,230258169,428477666,53713003,32433896,16298667,175926901,55036727,142525952,33400950,31655950,31879281,1254776,0,0,36519961,0
동양파일(주),228340,2019,129953595,7707603,122245993,53169205,3817016,-5490940,-15248768,65085958,7645726,60230743,4855215,17364199,3909874,0,0,0,53165017,0
동양파일(주),228340,2017,159696071,12801858,146894214,88578287,27257140,14717483,8245154,77246488,12801858,72120486,5126001,17983226,6585946,0,0,0,56066149,0
동양파일(주),228340,2020,122305171,6673421,115631750,46951377,4726733,-4054347,-6603348,62349279,6660877,58652574,3696706,11303909,4056638,0,0,0,53723783,0
동양파일(주),228340,2018,148126248,10603251,137522997,67930079,8897242,-2209925,-6374996,70835108,10603251,64537956,6297153,8694105,3247693,0,0,0,55747161,0
동양파일(주),228340,2021,126025097,7996739,118028358,69531446,17976394,8187382,2384379,65901212,7996739,59041645,6859567,11664162,5431257,0,0,0,51400630,0
동일금속(주),109860,2020,136508663,8487547,128021116,58684621,5771769,2712644,6500979,30705781,5336581,21668405,9037376,5475773,3126772,0,0,0,17417532,0
동일금속(주),109860,2017,117013547,12614152,104399395,71114935,5456430,2539639,4132093,32918919,10647014,21944944,10973976,7007877,4535549,1285680,0,0,19248114,0
동일금속(주),109860,2018,128381241,14703682,113677559,95822002,12457760,9192553,10267829,37111375,12670699,23971505,13139870,8933860,6012407,0,0,0,17958780,0
동일금속(주),109860,2019,136092686,12757851,123334835,86479800,14763483,11047078,11320563,33653334,9933819,21581016,12072317,5898059,4531159,0,0,0,18752055,0
동일금속(주),109860,2021,157312716,17276759,140035957,69129097,6634181,2612881,15041755,47154655,11154520,30415311,16739344,9870114,6442978,0,0,0,19860870,0
동일철강(주),23790,2020,91171714,33490272,57681442,21920386,1795281,-4176861,-8769763,24879431,20476148,15761680,9117751,9493433,1282907,17081656,6533170,0,46911545,0
동일철강(주),23790,2021,99399692,61986101,37413591,34359398,9002467,4349764,-25109527,27835791,46575691,14244721,13591069,7543207,3280224,26862989,8323017,0,46684566,0
동일철강(주),23790,2018,144800381,93551909,51248471,44340818,380545,-4412515,-13475578,28097374,63144687,10386590,17710785,9321343,13404165,45245514,12433333,0,100267275,0
동일철강(주),23790,2019,90109898,35777587,54332310,26560736,-89853,-3991847,3867475,26258507,21115571,13887431,12371076,10844860,858668,17941995,7300000,0,40180873,0
동일철강(주),23790,2017,119690785,78352794,41337991,55255470,4809333,342359,-3911827,34914712,60258088,14838743,20075969,13393672,10143197,45823389,7283333,0,73205211,0
동화기업(주),25900,2018,881305163,363680719,517624444,438530879,98418897,41711022,35083044,153446753,235272578,105439702,48007051,60816630,43663964,128400000,30516237,0,355230964,0
동화기업(주),25900,2021,1144636230,503590230,641046000,471088933,115139013,52908144,46305399,210007284,307442652,148786737,61220548,57278534,43684414,111000000,47624507,40000000,338551413,0
동화기업(주),25900,2020,1118510494,547404669,571105824,380917302,76950158,19467282,23153942,180443420,271910402,129635422,50807998,53974107,28367659,166469216,35434360,130000000,347406835,0
동화기업(주),25900,2017,863389808,379761205,483628602,437001694,98849903,42462506,35484448,121971746,239155451,78896687,43075060,68859056,37898592,154800000,50913240,0,353688529,0
동화기업(주),25900,2019,1086229996,540368641,545861356,370938736,73954023,16997254,27807279,158579172,222819566,101592704,56986468,53513975,23536852,150500000,84926497,130000000,342945390,0
디비금융제10호기업인수목적(주),404950,2021,,,,,,,,,,,,,,,,,,
디비금융제8호기업인수목적(주),367340,2021,,,,,,,,,,,,,,,,,,
디비금융제8호기업인수목적(주),367340,2020,,,,,,,,,,,,,,,,,,
디비금융제9호기업인수목적(주),367360,2021,,,,,,,,,,,,,,,,,,
디아이티(주),110990,2021,319965911,150573287,169392624,76090862,1735379,-6050545,-1594055,271925080,149873291,141266392,130658688,16921025,7385871,10000,0,0,28267068,0
디아이티(주),110990,2020,338993478,168160407,170833071,28575196,4413934,-1402101,1880850,293694702,167664363,148463737,145230966,11834287,5363443,10000,0,0,30000287,0
디아이티(주),110990,2019,290366403,117082014,173284389,118480955,21717874,13476427,13444479,247486638,116614047,147368189,100118449,8720250,4836834,10000,0,0,30617856,0
디아이티(주),110990,2018,302505729,139000835,163504893,76842689,14386037,6315559,8067980,259684073,138377979,145966387,113717685,3731819,14446644,10000,0,0,31266385,0
디에스씨인베스트먼트(주),241520,2021,,,,,,,,,,,,,,,,,,
디에스씨인베스트먼트(주),241520,2018,,,,,,,,,,,,,,,,,,
디에스씨인베스트먼트(주),241520,2017,,,,,,,,,,,,,,,,,,
디에스씨인베스트먼트(주),241520,2019,,,,,,,,,,,,,,,,,,
디에스씨인베스트먼트(주),241520,2020,,,,,,,,,,,,,,,,,,
디엑스앤브이엑스(주),180400,2019,30269029,6345579,23923450,5753980,765862,-5888566,-16257105,6411910,6016848,5403499,1008411,773091,527909,0,0,0,8820328,0
디엑스앤브이엑스(주),180400,2020,30071603,4612214,25459388,7696752,607969,-4672327,-5514577,6611133,3902016,4927609,1683524,1778319,226283,3000000,0,0,8477413,0
디엑스앤브이엑스(주),180400,2017,56975415,27182518,29792897,4670448,645574,-3249191,-3742998,38406927,1421158,37889478,517449,694137,263010,0,0,16972468,5418432,0
디엑스앤브이엑스(주),180400,2018,61097929,36744347,24353582,5305295,-831734,-7808987,-11347875,20107120,18499282,19561220,545900,703412,466891,0,0,9158120,8752028,0
디엑스앤브이엑스(주),180400,2021,40677506,4959040,35718466,7470297,660812,-3713129,-6740256,5595638,4271133,4291551,1304087,1681050,155994,2900000,0,0,7817178,0
