기업,연도,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,당기순이익,부채비율,영업이익증가율,매출액증가율,당기순이익증가율,ROA,ROE
국일신동,2020,22055494083,30245174273,52300668356,1573487176,3656966215,5230453391,5545000000,34913295770,47070214965,25189340421,-141097894,93734187,89.9992609,-0.119550948,-0.135983269,2.103010932,0.001792218,0.00198572
국일제지,2018,46699653424,67019345494,1.13719E+11,55623899374,2365370974,57989270348,21720608024,31808862783,55729728570,48707045131,366361934,-2257233185,49.00652406,1.385132518,0.482839898,1.041526143,-0.019849218,-0.043915067
국일제지,2019,51403514686,74105205732,1.25509E+11,75575312340,5937361753,81512674093,12315451700,-7222761552,43996046325,83852676179,723730773,-38326422004,35.05417486,0.493786989,0.419135472,0.941105038,-0.305368598,-0.768636234
국일제지,2020,43149394084,84170301717,1.2732E+11,49092041625,9011420264,58103461889,12634838400,-785930230,69216233912,1.00061E+11,442998783,-475294116,54.36412134,-0.633708265,0.161984643,-79.6372743,-0.003733076,-0.008396512
그래디언트,2018,1.26197E+12,5.47692E+11,1.80966E+12,1.01602E+12,79167780452,1.09518E+12,30421046500,1.66058E+11,7.14481E+11,3.44091E+12,19963614308,-4194663514,39.48141232,0.97780969,0.970920154,0.886690764,-0.002317923,-0.010704805
그래디언트,2019,1.2068E+12,5.73251E+11,1.78005E+12,9.80078E+11,1.30387E+11,1.11047E+12,30421046500,1.58093E+11,6.69587E+11,3.41233E+12,45164128609,6507368439,37.61612267,0.557976321,-0.008373294,1.644602123,0.003655718,0.009403252
그래디언트,2020,1.01482E+12,5.88041E+11,1.60286E+12,8.66123E+11,1.26963E+11,9.93086E+11,41765628000,1.24581E+11,6.09774E+11,3.16921E+12,-11151027762,-25807835226,38.04285121,5.050221161,-0.076714982,1.252147008,-0.016101115,-0.040344909
그리티,2018,89112620091,6642409512,95755029603,17801728076,3492713522,21294441598,5456991500,39813601000,74460588005,1.1926E+11,8045202835,4810591746,77.76154246,2.386046815,-25.57400648,6.36479431,0.050238528,0.014061242
그리티,2019,82603832294,9547763481,92151595775,17294798708,675694092,17970492800,10493849000,39800315102,74181102975,1.2308E+11,2913982251,1563323258,80.49898903,-1.760896307,0.03103782,-2.077157409,0.01696469,0.021034788
그리티,2020,73439848372,13845356404,87285204776,11847390679,3483485207,15330875886,10493849000,40155341991,71954328890,1.23462E+11,2147779240,836635861,82.43588255,-0.356741976,0.00309791,-0.868582655,0.009585082,0.011450144
그린플러스,2019,38480019272,33841965686,72321984958,17448582608,17482065655,34930648263,2411935500,12461163064,37391336695,48831865530,5077237793,,51.70120361,,,,,
그린플러스,2020,49804112846,39306445076,89110557922,34179404798,20897718977,55077123775,4803871000,10531076983,34033434147,62676118804,5935587937,,38.19237018,0.144610804,0.220885619,,,
글로벌에스엠,2018,505280908,297882757,803163665,155486975,97914685,253401660,179367287,134656484,549762005,621823279,4235086,2094918,68.44956127,-1400.527132,-99.79410167,,0.002608333,0.000121152
글로벌에스엠,2019,506260086,286820183,793080269,146965242,84435169,231400411,179367287,144147771,561679858,648316565,27128508,20059417,70.8225737,0.843887987,0.040864737,0.895564363,0.025293048,0.036096206
글로벌에스엠,2020,530438236,305670645,836108881,157979769,105495745,263475514,179367287,152670103,572633367,580497009,27811194,20249266,68.48789434,0.024547166,-0.116830156,0.009375599,0.024218456,0.03570313
글로벌텍스프리,2018,,,,,,,,,,,,,,,,,,
글로본,2018,25614422861,21941162791,47555585652,19146837630,400000000,19546837630,14000523500,-57381669180,28008748022,29814829283,1591654812,1729641441,58.89686277,,,,0.036370942,
글로본,2019,12727833018,20501499340,33229332358,11315072783,1147524628,12462597411,14541568000,-66695531803,20766734947,10307315478,-4666163759,-9327465438,62.49519167,1.341105648,-1.892589185,1.18543531,-0.280699755,-0.382465324
글로본,2020,17606538584,18441363271,36047901855,18038573882,333010875,18371584757,15101269000,-71799029212,17676317098,4217913922,-4285822898,-5103497409,49.03563367,-0.088743952,-1.443699817,-0.827661443,-0.141575436,-0.265509482
금강철강,2018,92558250838,40841181767,1.33399E+11,22365946135,1986573761,24352519896,9860000000,87979576055,1.09047E+11,1.95048E+11,1497923673,5256294580,81.74466006,3.861175756,0.978375025,1.97093063,0.039402676,0.08295708
금강철강,2019,99538456291,37066493677,1.36605E+11,24595078178,1937100901,26532179079,9860000000,89620377160,1.10073E+11,1.71338E+11,2158369141,4389381650,80.57743948,0.305992824,-0.138381972,-0.197502291,0.032131937,0.040063782
금강철강,2020,98079705246,40658023597,1.38738E+11,26156561280,1751370774,27907932054,9860000000,91338867624,1.1083E+11,1.75181E+11,3150804414,2846273936,79.88439606,0.314978381,0.021938923,-0.542150105,0.0205155,0.025769496
금화피에스시,2018,1.78016E+11,84500533668,2.62516E+11,36350520180,5438899275,41789419455,3000000000,2.11502E+11,2.20727E+11,2.33327E+11,41384787490,39649708579,84.08121918,0.923865637,0.249201127,0.928214506,0.15103704,0.239172923
금화피에스시,2019,1.84009E+11,97683762924,2.81693E+11,38745094728,3538220278,42283315006,3000000000,2.30047E+11,2.3941E+11,2.09435E+11,34327290781,27677441386,84.98957265,-0.20559434,-0.114075408,-0.432564088,0.098253939,0.12030096
금화피에스시,2020,1.69109E+11,1.24985E+11,2.94094E+11,29778527128,6756522024,36535049152,3000000000,2.5036E+11,2.57559E+11,2.35336E+11,26993690073,29941078442,87.57707734,-0.271678333,0.110057025,0.075603057,0.101807911,0.120494895
기가레인,2018,,,,,,,,,,,,,,,,,,
기산텔레콤,2018,46536755781,9643735606,56180491387,20046566656,4492925296,24539491952,7288670000,-19130663772,31640999435,56445715551,-2927419555,-3327574574,56.3202611,,,,-0.059230072,
기산텔레콤,2019,49053646722,17736109140,66789755862,22745330080,9353462266,32098792346,7288670000,-16929630564,34690963516,67054955067,3995819878,3498486460,51.94054547,1.7326205,0.158217085,1.951146907,0.052380585,0.105484183
기산텔레콤,2020,55936110908,14896412297,70832523205,25480216844,10267937740,35748154584,7288670000,-16711809277,35084368621,68812449635,423127720,337552641,49.53143984,-8.443531324,0.025540358,-9.364269258,0.004765504,0.009675415
까스텔바작,2019,66201004206,22804066713,89005070919,9931371460,2395473927,12326845387,3298350000,22452142910,76678225532,81358617157,9018784627,,86.15040103,,,,,
까스텔바작,2020,70301781158,33386525302,1.03688E+11,10069252443,12142556815,22211809258,3298350000,27247765308,81476497202,67274849452,7534657973,,78.57828909,-0.196973328,-0.2093467,,,
나노,2018,,,,,,,,,,,,,,,,,,
나노브릭,2019,11714242757,12837283451,24551526208,8726056584,1675657198,10401713782,4560103000,-21217692902,14149812426,7775408359,-1512607024,-780552429,57.6331276,,,,-0.03179242,
나노브릭,2020,11476011496,10646087640,22122099136,6766855745,1224656204,7991511949,4560103000,-21022500245,14130587187,8651930521,67220608,-91586604,63.8754356,23.50213244,0.101309431,-7.522561105,-0.00414005,-0.006477037
나노신소재,2018,70792400576,27688023531,98480424107,7668503476,1956872891,9625376367,5424166500,47342218691,88855047740,52249959664,8749523405,7671621233,90.22610183,0.992317226,0.834412685,1.011938364,0.077899961,0.148984297
나노신소재,2019,74512856078,27380713237,1.01894E+11,5326866553,2779112901,8105979454,5424166500,51427316730,93787589861,48892960511,5143898408,5801286198,92.04466042,-0.700951829,-0.068660174,-0.322400063,0.056934763,0.063526089
나노신소재,2020,68451368424,38177723818,1.06629E+11,9152227158,5332183242,14484410400,5424166500,51467224688,92144681842,48524487750,1463818298,1649534192,86.41608018,-2.514027947,-0.007593543,-2.516923884,0.015469832,0.017743388
나노씨엠에스,2020,11467238141,6084282922,17551521063,9305753453,1948056588,11253810041,1559293500,-6433314119,6297711022,4236610159,-240029425,-2512203142,35.88128345,,,,-0.143133073,
나노엔텍,2018,23339161301,18822520914,42161682215,5217057411,1794223932,7011281343,13146395000,3254561303,35150400872,25796821179,2825935999,3308227817,83.37048957,1.084938026,0.835770069,1.759380333,0.078465271,0.159632257
나노엔텍,2019,27247058407,19392269929,46639328336,3221564111,2392072918,5613637029,13266403500,8111398792,41025691307,26255835765,3051217194,5749945332,87.96372669,0.073833222,0.017482383,0.424650562,0.123285337,0.150964566
나노엔텍,2020,33170549003,19644901215,52815450218,4549894843,2778544386,7328439229,13398163500,10805795651,45487010989,29443386126,3403054085,2736521017,86.12444048,0.103388569,0.108260319,-1.101188076,0.051812888,0.063262872
나노캠텍,2018,60079459117,48470549672,1.0855E+11,42547938780,93000000,42640938780,10601018000,9490263620,65909070009,60743210855,5804501681,1121180556,60.71770122,0.413721578,0.515281038,-1.440749621,0.010328701,0.020129623
나노캠텍,2019,42813995851,29716170353,72530166204,13172931469,159000000,13331931469,12852564500,-5686455702,59198234735,47464648504,8256594449,-16256598715,81.61877717,0.296985977,-0.279756888,1.06896772,-0.224135688,-0.259882486
나노캠텍,2020,38503247607,33530055087,72033302694,12528208640,821412781,13349621421,14040212500,-2563705513,58683681273,43311510364,917809610,-3506075285,81.46743114,-7.995977335,-0.09588994,-3.636694136,-0.048672977,-0.059484532
나라엠앤디,2018,1.05279E+11,86225729902,1.91505E+11,95541682612,16069387722,1.11611E+11,7230000000,58507106656,79893644897,1.41805E+11,4728164030,3744173158,41.71889178,0.805884567,0.694570265,1.936408424,0.019551337,0.054037313
나라엠앤디,2019,1.23096E+11,94105231962,2.17202E+11,1.20734E+11,15726261121,1.36461E+11,7230000000,58889313808,80741037342,1.56036E+11,2116472389,1119549031,37.17331136,-1.233983327,0.091203699,-2.344358357,0.005154423,0.01393907
나라엠앤디,2020,1.22349E+11,95543900752,2.17893E+11,1.25264E+11,11434364992,1.36699E+11,7230000000,60192367924,81194343053,1.77806E+11,1660678995,1494590517,37.26336614,-0.27446207,0.12243666,0.250932601,0.00685928,0.018459098
나래나노텍,2018,,,,,,,,,,,,,,,,,,
나무가,2018,66783642320,51984018251,1.18768E+11,73489063192,9856157490,83345220682,1912749500,-21326504950,35422439889,3.12825E+11,1857185807,3585210238,29.82498747,,,,0.030186755,
나무가,2019,1.13545E+11,80973983943,1.94519E+11,1.41184E+11,9065863497,1.5025E+11,1914832000,-21885244318,44268639218,3.62064E+11,2666024681,-585938810,22.75805668,0.303387617,0.135995264,7.118745126,-0.003012252,-0.014705255
나무가,2020,92446316069,90928086020,1.83374E+11,1.37911E+11,7091175189,1.45002E+11,3633284500,-29306243878,38372220315,5.11756E+11,-2262218470,-7890516422,20.92561441,2.178500095,0.292507041,0.925741386,-0.043029541,-0.190959205
나무기술,2018,,,,,,,,,,,,,,,,,,
나스미디어,2018,2.29308E+11,73804705515,3.03112E+11,1.45808E+11,15355743687,1.61164E+11,4557703000,84215428800,1.41949E+11,,24946232403,20596334285,46.830401,,,,0.06794949,
나스미디어,2019,2.80031E+11,76205108754,3.56236E+11,1.89476E+11,13628135082,2.03105E+11,4557703000,1.01595E+11,1.53131E+11,1.17007E+11,30558603138,22484087777,42.98593776,0.18365927,,0.083959532,0.063115705,0.152393085
나스미디어,2020,3.60553E+11,61485393604,4.22039E+11,2.08834E+11,12537304672,2.21371E+11,4557703000,1.18583E+11,2.00668E+11,1.11641E+11,26967943321,23134215074,47.547175,-0.133145482,-0.048062608,0.028102414,0.054815367,0.130776051
나우IB,2018,,,,,,,,,,,,,,,,,,
나이스디앤비,2018,36486728582,20173632746,56660361328,10651174395,809526943,11460701338,7700000000,34426321275,45199659990,52040928687,10423253833,9299591679,79.77298226,,,,0.164128704,
나이스디앤비,2019,53601462162,25074093735,78675555897,16907562061,1677916717,18585478778,7700000000,42335910495,60090077119,77330430035,12798062463,11280367023,76.37706075,0.185560012,0.327031692,0.175594938,0.143378294,0.214272869
나이스디앤비,2020,62666417299,24614749084,87281166383,18406786747,371634736,18778421483,7700000000,50208675517,68502744900,82196200010,14088152358,11291348386,78.48513916,0.091572682,0.059197019,0.000972547,0.129367524,0.175613976
나이스정보통신,2018,4.62405E+11,82947466274,5.45352E+11,3.37815E+11,1413318669,3.39229E+11,5000000000,2.01163E+11,2.06124E+11,4.14998E+11,35279748536,30046504281,37.79640709,0.600673107,0.801935674,0.624204257,0.055095579,0.21881735
나이스정보통신,2019,5.54769E+11,87174741798,6.41944E+11,4.07317E+11,3533893645,4.10851E+11,5000000000,2.2697E+11,2.31093E+11,4.52923E+11,35046301322,29474778767,35.99896395,-0.006661108,0.083734639,-0.01939711,0.04591486,0.134829103
나이스정보통신,2020,6.08421E+11,1.0651E+11,7.14931E+11,4.72741E+11,1473813117,4.74215E+11,5000000000,2.36621E+11,2.40716E+11,5.19326E+11,36724046564,12982294964,33.66983012,0.045685195,0.127863844,-1.270382767,0.018158807,0.055031955
나인테크,2018,,,,,,,,,,,,,,,,,,
남화산업,2018,21741661273,1.237E+11,1.45441E+11,1809170989,10970242789,12779413778,4117600000,1.16569E+11,1.32662E+11,13448740335,3732796468,4214585483,91.2133534,,,,0.028977912,
남화산업,2019,26383948737,1.20934E+11,1.47318E+11,1835615214,10509692641,12345307855,4117600000,1.20064E+11,1.34972E+11,15007014542,5545771364,3080123012,91.61993614,0.326911222,0.103836389,-0.368317261,0.020908047,0.023017412
남화산업,2020,35591488456,1.17634E+11,1.53226E+11,2389778648,10447962502,12837741150,4117600000,1.25609E+11,1.40388E+11,17713931824,7450789294,6610197685,91.62169048,0.255680017,0.152812899,0.53403466,0.043140208,0.048011235
남화토건,2018,40978352736,1.15362E+11,1.5634E+11,10066458230,12017001322,22083459552,5870000000,1.15053E+11,1.34257E+11,51700366950,1184314931,447974241,85.87472661,-5.291222967,0.65737319,-13.75575397,0.002865384,0.003262209
남화토건,2019,62367314797,99882655503,1.6225E+11,11560638726,12010467313,23571106039,5870000000,1.19615E+11,1.38679E+11,53704665396,1681984228,5122991281,85.47235109,0.295882261,0.037320751,0.912556119,0.031574682,0.037539947
남화토건,2020,62358153160,1.09075E+11,1.71434E+11,16111042627,12302790386,28413833013,5870000000,1.2527E+11,1.4302E+11,75363631340,4593398095,6526237618,83.425754,0.633825723,0.287392812,0.215016127,0.038068594,0.046334884
내츄럴엔도텍,2018,24240298181,36925667033,61165965214,23578756060,1099907451,24678663511,10332911000,-11497118715,36487301703,8928361729,-13587338663,-23238141346,59.65294846,1.338064592,-7.440924957,1.280841635,-0.379919474,-0.258910543
내츄럴엔도텍,2019,15836552889,32947408408,48783961297,2418307744,25882525045,28300832789,10332911000,-23755636452,20483128508,6580460423,-11129699151,-16008383400,41.98742366,-0.220818144,-0.35679894,-0.451623238,-0.328148493,-0.561989205
내츄럴엔도텍,2020,20451401826,30347107532,50798509358,31119379063,3857587046,34976966109,,,15821543249,13247175762,-315912962,-2997187772,31.14568409,-34.23027064,0.503255596,-4.341134629,-0.059001491,-0.165113063
네오리진,2018,6149983178,8541648532,14691631710,1956567513,945274532,2901842045,4765306200,-6057294584,11789789665,9064461595,-771578849,-3781297232,80.24833387,0.590562957,-0.461440994,0.207365201,-0.257377622,-0.273894581
네오리진,2019,7948947219,6117813225,14066760444,1464775192,1783802776,3248577968,5064259500,-8715196805,10818182476,11270249760,258266697,-2726563959,76.90599779,3.987527459,0.195717771,-0.386836065,-0.193830269,-0.241203761
네오리진,2020,5251875808,6183869809,11435745617,913105610,932493202,1845598812,5064259500,-10487175421,9590146805,9473209803,-1700860527,-1800952683,83.86114143,1.151844724,-0.18969705,-0.513956466,-0.1574845,-0.176491927
네오셈,2018,,,,,,,,,,,,,,,,,,
네오오토,2018,36683080607,1.05825E+11,1.42508E+11,37246832139,27720883680,64967715819,3937481500,61065247850,77540064910,1.15244E+11,2422365250,5798404970,54.4111097,,,,0.04068834,
네오오토,2019,39651205562,1.0141E+11,1.41061E+11,34354800840,27348164775,61702965615,3937481500,62883675215,79358492275,1.18442E+11,795115393,2497865671,56.25809733,-2.046558111,0.026998638,-1.321343793,0.017707641,0.031840518
네오오토,2020,50306736408,94126156101,1.44433E+11,47360683404,14369517279,61730200683,3937481500,66227874766,82702691826,1.17499E+11,2956981038,3544580663,57.26028911,0.731105684,-0.008017615,0.295300091,0.024541367,0.043743734
네오위즈,2018,1.54961E+11,2.11751E+11,3.66712E+11,50887701459,16984846589,67872548048,10957504000,2.29434E+11,2.9884E+11,2.1549E+11,22555606256,33524295298,81.49160641,0.868902613,0.454734278,0.894268302,0.091418529,0.175730378
네오위즈,2019,1.91362E+11,2.0664E+11,3.98002E+11,44926807529,24196773766,69123581295,10957504000,2.51743E+11,3.28878E+11,2.54498E+11,32567478098,27623321956,82.63233688,0.307419316,0.153273496,-0.213622871,0.069405048,0.088011919
네오위즈,2020,2.48363E+11,2.30989E+11,4.79352E+11,57878722048,25857494694,83736216742,11016859500,3.10762E+11,3.95616E+11,2.89606E+11,60335802734,62167755060,82.53137338,0.460229638,0.121227796,0.555664799,0.129691231,0.171617066
네오위즈홀딩스,2018,2.97221E+11,2.93371E+11,5.90592E+11,55069193756,19244548969,74313742725,4653433000,2.30262E+11,5.16278E+11,2.28327E+11,21139486012,43566138753,87.41707569,-1.854175485,-0.268383827,-0.426974179,0.073766898,0.095550877
네오위즈홀딩스,2019,3.11696E+11,3.10428E+11,6.22124E+11,45404199285,27468432812,72872632097,4653433000,2.50425E+11,5.49251E+11,2.53948E+11,29418402804,40857864043,88.28646952,0.281419656,0.100890876,-0.066285274,0.065674839,0.076690278
네오위즈홀딩스,2020,3.66476E+11,3.6829E+11,7.34766E+11,58429427706,37770201459,96199629165,4653433000,2.99894E+11,6.38566E+11,2.89246E+11,57750301092,94962424119,86.90744626,0.490593084,0.122034576,0.56974704,0.129241729,0.159893996
네오이뮨텍,2020,74110220,13798724,87908944,8270651,2224065,10494716,1655,-57693823,77414228,0,-26498652,-25809275,88.06183362,,,,-0.293591003,
네오크레마,2019,23764433119,23447009025,47211442144,2638514385,6706393403,9344907788,3628000000,12955067855,37866534356,19776649084,665100989,1025691053,80.20626491,,,,0.021725476,
네오크레마,2020,25125840784,24048934622,49174775406,2727352801,6660688536,9388041337,3657997500,14340442562,39786734069,29821100539,1259115566,1366683371,80.90882722,0.471771292,0.336823634,0.249503525,0.027792366,0.035199635
네오티스,2018,37412246703,49227627942,86639874645,33185349192,8901222487,42086571679,5506839000,31541084910,44553302966,45195339088,4693122500,3178418509,51.42355428,0.731710484,0.340173099,0.570011511,0.036685401,0.075371523
네오티스,2019,37012899094,49898839691,86911738785,34354475774,8873320795,43227796569,5506839000,30819211588,43683942216,42409365424,3357376390,1456669883,50.26241889,-0.397854144,-0.065692416,-1.181975852,0.016760335,0.033017121
네오티스,2020,51137848026,51845663968,1.02984E+11,44746782571,16002079059,60748861630,5506839000,28951336938,42234650364,37969069075,3742592720,370556043,41.01107988,0.102927665,-0.116945094,-2.931037991,0.003598207,0.008625748
네오팜,2018,58937368719,13991115747,72928484466,12894135637,747119465,13641255102,3730618500,44756945894,59287229364,66274581623,19161761934,15369685349,81.29502457,0.804684312,0.427094549,0.97589046,0.210750099,0.302785673
네오팜,2019,1.0168E+11,21061358604,1.22742E+11,12831106294,4217817203,17048923497,4103680500,59084551927,1.05693E+11,83240333171,22960501475,19245381592,86.10989901,0.165446715,0.203816478,0.201383185,0.156795996,0.233305854
네오팜,2020,1.13551E+11,19426294839,1.32978E+11,14876597545,383617698,15260215243,4103680500,71100062069,1.17718E+11,81625347558,21902092332,18130855337,88.52423535,-0.048324568,-0.019785344,-0.061471245,0.136345016,0.162310032
네오펙트,2018,29301393814,6619022163,35920415977,5292240179,2376715281,7668955460,5911772500,-29307467370,28251460517,5653092956,-5238859657,-9634327505,78.65014853,5.180698428,-13.43905986,2.881901495,-0.268213138,-0.132005109
네오펙트,2019,19794181107,27222273926,47016455033,27015610837,7446174774,34461785611,5965522500,-45754915306,12554669422,12311250556,-13648970472,-15875138935,26.70271379,0.616171808,0.54081895,0.393118539,-0.3376507,-0.778076184
네오펙트,2020,23093138649,34813785127,57906923776,26823106107,13219252821,40042358928,9453140000,-60762171430,17864564848,18624676609,-14204357169,-15103130489,30.85048157,0.039099742,0.338981781,-0.05111579,-0.260817351,-0.992998729
네이처셀,2018,22135792414,30739629566,52875421980,9278336241,468184371,9746520612,26528199500,-3355871282,43128901368,26715298258,1227179934,2234809465,81.5670112,12.57479582,0.302846016,7.758128926,0.042265563,0.073280291
네이처셀,2019,55894259755,37216068232,93110327987,8839919624,2381633025,11221552649,30595199500,-2541867512,81888775338,23072025671,1760568946,902008728,87.94811178,0.302964001,-0.157908657,-1.477591841,0.009687526,0.014430099
네이처셀,2020,56333934528,29416015171,85749949699,20517508451,2550319365,23067827816,30595199500,-21840739406,62682121883,16719797396,-6410732429,-18869661732,73.09872729,1.274628362,-0.379922563,1.047802061,-0.220054493,-0.261043711
네패스,2018,95984959787,1.86007E+11,2.81992E+11,1.1107E+11,29715199500,1.40785E+11,11586270500,66974545101,1.41206E+11,2.73318E+11,22028887806,22949184259,50.07468262,1.291014802,0.938826553,1.822236709,0.081382501,0.225115002
네패스,2019,1.93516E+11,3.28133E+11,5.21648E+11,1.39149E+11,1.91859E+11,3.31009E+11,11629601000,95969930108,1.9064E+11,3.56317E+11,61591419326,31091671181,36.54563233,0.642338364,0.23293632,0.261886435,0.059602738,0.187386081
네패스,2020,2.37867E+11,5.63827E+11,8.01694E+11,1.33296E+11,4.07793E+11,5.41089E+11,11629601000,40417290116,2.60605E+11,3.4356E+11,-3566837922,-62661070422,32.50683053,18.26779312,-0.037132992,1.496188,-0.078160804,-0.277725211
네패스아크,2020,73762742517,2.28169E+11,3.01931E+11,40228797885,1.1365E+11,1.53879E+11,5391218000,-30599277253,1.48052E+11,67844759237,8652484014,-35149011287,49.03507979,,,,-0.116413882,
넥스턴바이오,2018,99390670574,14129609379,1.1352E+11,17847852564,159526372,18007378936,5923260000,50086061603,95512901017,26649697076,4102995423,5548997526,84.13730221,-1.108821269,-1.545798515,7.334299326,0.048881112,0.045564777
넥스턴바이오,2019,74650712317,30518944324,1.0517E+11,4406035523,604699775,5010735298,5923260000,54732081929,1.00159E+11,32446754392,2997381421,5757744620,95.2355694,-0.368859964,0.178663704,0.036255011,0.054747204,0.058851035
넥스턴바이오,2020,66785618095,32565301896,99350919991,2068582394,514587399,2583169793,5923260000,51340910784,96767750198,9685363631,-3017727425,-2436285610,97.39995383,1.993257839,-2.350081177,3.363329076,-0.024522024,-0.024743074
넥스틴,2020,45335988036,8923294606,54259282642,7637756338,733850518,8371606856,1579900000,972720363,45887675786,49445117659,18099074344,14712171660,84.57110664,,,,0.271145709,
넵튠,2018,,,,,,,,,,,,,,,,,,
노랑풍선,2018,50516392981,47945026889,98461419870,57963034365,331831562,58294865927,2000000000,37043622404,40166553943,92775359629,3545044947,,40.79420548,,,,,
노랑풍선,2019,65271780626,49710148598,1.14982E+11,57872519806,898523509,58771043315,2382825000,34005598970,56210885909,76779803060,-2058521935,,48.88671315,2.722131247,-0.208330263,,,
노랑풍선,2020,31294724197,48300233405,79594957602,29854760900,383712338,30238473238,2382825000,27151197425,49356484364,19959493919,-6320013015,,62.00956172,0.674285175,-2.846781054,,,
노바렉스,2018,63975251246,42345723811,1.06321E+11,26034091906,1199357165,27233449071,4501870000,42492541623,79087525986,1.07311E+11,11334720852,9151951301,74.38562894,1.557579944,0.814003665,,0.086078512,0.142504914
노바렉스,2019,79998622253,74373782292,1.54372E+11,38861818517,23635369939,62497188456,4501870000,55321660380,91875216089,1.59101E+11,16305801125,14506483467,59.51531063,0.304865749,0.325514522,0.369113037,0.093970704,0.169703449
노바렉스,2020,1.00066E+11,1.15435E+11,2.15501E+11,57761405328,41750263753,99511669081,4501870000,78794633450,1.15989E+11,2.22832E+11,26992725408,24999759087,53.82306542,0.395918683,0.286004515,0.41973507,0.116007726,0.240539159
노바텍,2018,27804067479,5443470981,33247538460,1309729182,800238051,2109967233,2313400000,18904906129,31137571227,25883507228,6672040833,6867267065,93.65376407,-3.045647514,-7.609024568,-2.640423308,0.206549639,0.093351736
노바텍,2019,24220329736,15740699235,39961028971,2970784815,3624635085,6595419900,2508169000,23783626889,33365609071,26133498941,5524953115,5493008792,83.49537019,-0.207619448,0.009565949,-0.250183156,0.137459143,0.170317456
노바텍,2020,86593479898,16677117868,1.03271E+11,13977637271,4940771852,18918409123,2510669000,44543913027,84352188643,67855056004,29335292183,27120976601,81.68074018,0.811661903,0.614862908,0.797462721,0.262620506,0.460779544
노블엠앤비,2018,23423829373,86793184492,1.10217E+11,60844334169,12278293942,73122628111,25247921000,-94572457655,37094385754,64349679400,-17705185595,-41279668046,33.65577097,2.656875723,-0.054473878,1.657005685,-0.374530815,-0.679799628
노블엠앤비,2019,23801848548,82571983817,1.06374E+11,48733531122,8354164368,57087695490,45731308500,-1.07171E+11,49286136875,75340573483,-1591637831,-13979836179,46.33295217,-10.12387834,0.145882804,-1.952800556,-0.131421759,-0.323680287
노블엠앤비,2020,21248767526,35936977860,57185745386,33712142272,11864096493,45576238765,59516284000,-1.60111E+11,11609506621,33084084989,-21322638314,-51534072049,20.30139949,0.925354555,-1.277245192,0.728726343,-0.901169893,-1.692537236
노을,2018,,,,,,,,,,,,,,,,,,
노터스,2019,29228285694,32302366125,61530651819,12089823442,6418269843,18508093285,731702000,15976580026,43022558534,46039644588,6732640909,4553784011,69.92053109,,,,0.074008382,
노터스,2020,28578610105,45636744795,74215354900,15378500699,3812528277,19191028976,761936800,24584985752,55024325924,58519826412,8841369916,8589193809,74.1414307,0.238507044,0.213264163,0.469824047,0.115733379,0.175205849
녹십자엠에스,2018,44864859818,19107969501,63972829319,21743733434,25465620875,47209354309,4780000000,-565808705,16763475010,86321904767,-5918852514,-11228628800,26.20405442,2.493764187,0.322074431,1.764937016,-0.175521841,-0.312828326
녹십자엠에스,2019,50688833608,38177291645,88866125253,31185155583,6910854829,38096010412,10558641500,-15726815937,50770114841,94085372582,-4443105034,-16350335359,57.13100993,-0.33214328,0.082515141,0.313247799,-0.183988391,-0.484213423
녹십자엠에스,2020,61488661979,44114012465,1.05603E+11,39097071413,8341266699,47438338112,10558641500,8087656272,58164336332,1.13377E+11,4198562929,7189910239,55.07846902,2.05824424,0.170158288,3.274066687,0.068084547,0.132004341
녹십자웰빙,2019,80348294141,26367416347,1.06716E+11,14832671924,8714436569,23547108493,8876138000,19517618881,83168601995,66937567029,7624194438,5699384890,77.93473109,,,,0.053407177,
녹십자웰빙,2020,59275477819,55295639303,1.14571E+11,23336537976,8157517015,31494054991,8876138000,19426079017,83077062131,75603023351,2316457354,1529212303,72.5113486,-2.291316555,0.114617854,-2.727006956,0.013347276,0.018397019
녹원씨엔아이,2018,,,,,,,,,,,,,,,,,,
농우바이오,2018,1.49717E+11,1.14536E+11,2.64253E+11,33288791092,2309519934,35598311026,,,2.28654E+11,1.04027E+11,5187448906,28648917159,86.5286846,,,,0.108414862,
농우바이오,2019,1.59701E+11,1.30163E+11,2.89864E+11,52265028884,5844507896,58109536780,,,2.31755E+11,1.21267E+11,3931163431,6985733291,79.95285001,-0.31957091,0.142165146,-3.101060829,0.02410001,0.030345762
농우바이오,2020,1.70253E+11,1.31439E+11,3.01692E+11,59383755883,6106190432,65489946315,8015280500,1.68151E+11,2.36202E+11,1.3003E+11,4195074200,9456150360,78.29242451,0.062909678,0.067394489,0.261249766,0.031343757,0.040414654
누리플랜,2018,21814586914,25708152856,47522739770,18171049756,7072094245,25243144001,2375700500,9309645900,22279595769,47668330486,-2318448877,369979413,46.88196825,2.809431401,-1.727814158,-24.55858523,0.007785313,0.002862717
누리플랜,2019,54496949989,63035122074,1.17532E+11,72349578115,17822915023,90172493138,,5858692047,27359578925,91289923843,-2268367669,-3243838204,23.2783941,-0.022078082,0.477835795,1.114056063,-0.0275996,-0.130696702
