기업,연도,유동자산,재고자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,단기차익금,장기차익금,사채,이익잉여금,자본총계,매출액,영업이익,당기순이익,매출채권,이자의 수취,이자의 지급,매출총이익,유형자산,무형자산,영업비용,영업수익,순이자손익,유동비율,부채비율,영업이익률,당기순이익률,ROA,ROE,매출액증가율,영업이익증가율,총자산증가율
002680,2016,54792300908.0,,67775869846.0,122568170754.0,72790106878.0,4086488578.0,76876595456.0,10400000000.0,,,,-142252712.0,45691575298.0,128105264856.0,2646792351.0,799134561.0,,,,,,,,,,75.27437897547635,168.2511381028376,2.0661073953324203,0.6238108651492877,0.006519919128138904,0.017428645515241255,0.022299146761931114,0.42915088354809894,-0.0566011862078279
002680,2017,55395451665.0,,67490188753.0,122885640418.0,68252849302.0,8620790218.0,76873639520.0,10400000000.0,,,,511703801.0,46012000898.0,125094326350.0,79419736.0,903737905.0,,,,,,,,,,81.16210858815643,167.07302012449856,0.06348788015996218,0.7224451590805501,0.007354300322852226,0.01698107355191496,-0.024069345060268595,-32.32663245065433,0.002583456154194382
002680,2018,68096032656.0,,69053241355.0,137149274011.0,69967376946.0,24523217849.0,94490594795.0,10400000000.0,,,,-3016376394.0,42658679216.0,109877403709.0,34431467.0,-3523350568.0,,,,,,,,,,97.32540453611077,221.50379836316966,0.03133625826397256,-3.206619786294972,-0.025689895870082486,-0.08971271854602529,-0.1384900091132531,-1.3066033172504674,0.10400079545339767
002680,2019,54385477692.0,,74721839880.0,129107317572.0,81318099312.0,11900493605.0,93218592917.0,10400000000.0,,,,-9725586081.0,35888724655.0,92248978880.0,-7777383560.0,-6664299491.0,,,,,,,,,,66.87991745027716,259.74339799788015,-8.430861408359906,-7.2242528555997385,-0.051618294116315154,-0.14037958829995575,-0.1910961513398597,1.004427127289579,-0.062288928236117966
002680,2020,36232237782.0,,103787120183.0,140019357965.0,73654508401.0,7306729429.0,80961237830.0,13589738000.0,,,,-22355562540.0,59058120135.0,77324076555.0,-10308729744.0,-15640068405.0,,,,,,,,,,49.19215207403119,137.0873939856738,-13.331849797995948,-20.226647509815837,-0.11169932952348972,-0.30116183710573713,-0.1930175307607332,0.24555364694406911,0.0779323698636558
002800,2015,31635367709.0,,29467738337.0,61103106046.0,22778681890.0,10105322083.0,32884003973.0,1210000000.0,,,,27006686062.0,28219102073.0,51614383282.0,5394672132.0,3885684081.0,,,,,,,,,,138.88146760102106,116.53100757044771,10.451877536782153,7.528297024823879,0.06359225140003123,0.12404684269967148,-0.49811102328846385,2.910909410573981,-1.2915260291283688
002800,2016,34533694581.0,,34274821745.0,68808516326.0,17762856337.0,16616104564.0,34378960901.0,5911500000.0,,,,27059393774.0,34429555425.0,58068777730.0,5533390074.0,4441173636.0,,,,,,,,,,194.4152107398762,99.8530491510115,9.529027973911171,7.648126600235916,0.06454395288744015,0.1023985562059842,0.11115085766073347,0.0250692505218095,0.11198338071254753
002800,2017,41460305475.0,,37394393089.0,78854698564.0,17836865654.0,8704492721.0,26541358375.0,7585250000.0,,,,30111036173.0,52313340189.0,61732958048.0,4511268043.0,3532402445.0,,,,,,,,,,232.44165359120893,50.73535407815708,7.30771404067872,5.722068983400094,0.044796347070340185,0.040798784925473265,0.05935533358292898,-0.22657089342895426,0.12740118751257826
002800,2018,44805688648.0,,63113962571.0,107919651219.0,30722985377.0,22542022843.0,53265008220.0,7585250000.0,,,,32527863642.0,54654642999.0,63719957425.0,3036077702.0,2809312074.0,,,,,,,,,,145.83767852697892,97.45742593355622,4.7647202300370965,4.408841731111687,0.02603151550498526,0.05060660823383623,0.031183313004230245,-0.48588688623753806,0.2693202982654091
002800,2019,44589124354.0,,84648694015.0,129237818369.0,34782036731.0,38084921366.0,72866958097.0,7585250000.0,,,,34342181044.0,56370860272.0,67854562425.0,2328969222.0,2023675485.0,,,,,,,,,,128.19584056806912,129.2635197430077,3.4322956906165625,2.9823720213902774,0.01565853950909322,0.03600249447545651,0.06093333819033909,-0.3036143514995751,0.16495301003249946
002800,2020,39679508104.0,,78454545880.0,118134053984.0,34382055712.0,27704232308.0,62086288020.0,7585250000.0,,,,34155634742.0,56047765964.0,67128841180.0,-4169591506.0,201286429.0,,,,,,,,,,115.407608074322,110.77388536748923,-6.211326506917664,0.2998508918994571,0.0017038814991252405,0.004777356360547752,-0.010810871039082043,1.5585605253293127,-0.09399291745717867
003100,2015,99801051556.0,,395926583052.0,589286719246.0,137458862190.0,165074754234.0,302533616424.0,6600000000.0,,,,200864905899.0,286753102822.0,101848500829.0,8287188281.0,5512958829.0,,,,,,,,,,72.60430500148605,105.50317100205734,8.136779838236297,5.412901303531273,0.00935530811903228,0.01877555093564984,0.3408951468740131,1.5031370550081025,0.7995304320871951
003100,2016,70065554984.0,,450245723504.0,520311278488.0,55061816519.0,164753876548.0,219815693067.0,6600000000.0,,,,219072391952.0,300495585421.0,128035830482.0,13332830205.0,20844397963.0,,,,,,,,,,127.24889844457404,73.15105569988127,10.413358631570249,16.280128683142664,0.04006139944452643,0.0689695547685594,0.20453125937025543,0.37843742449429923,-0.13256572288503793
003100,2017,72350821962.0,,468926344759.0,541277166721.0,63447468492.0,173873129857.0,237320598349.0,6600000000.0,,,,222554527645.0,303956568372.0,143592260769.0,20935614877.0,6168684797.0,,,,,,,,,,114.03263783664215,78.07714096132085,14.579904769853567,4.295973030833255,0.011396536148696687,0.03942998013441502,0.10833752601768676,0.3631507704296026,0.03873410799869712
003100,2018,75421669270.0,,476984944968.0,552406614238.0,66797182582.0,180754682602.0,247551865184.0,6600000000.0,,,,229844812049.0,304854749054.0,135619576762.0,15760343262.0,10554584804.0,,,,,,,,,,112.91145278083042,81.20321758220346,11.620994282896167,7.782493542596977,0.019106550377857426,0.03463588139508562,-0.05878711759284822,-0.3283730264605451,0.020147201771564895
003100,2019,52175786335.0,,655479407793.0,707655194128.0,61960802068.0,341089564578.0,403050366646.0,6600000000.0,,,,229648107013.0,304604827482.0,144994753404.0,21851871085.0,2683458588.0,,,,,,,,,,84.20773229781425,132.31910011991437,15.07080123383083,1.8507280608444217,0.003792042523345937,0.008799866254886922,0.06465873020851916,0.2787645872202435,0.2193844985216328
003100,2020,88569826731.0,,617320054262.0,705889880993.0,85441411398.0,315167076020.0,400608487418.0,6600000000.0,,,,234060372547.0,305281393575.0,151729445337.0,28581656214.0,6824765540.0,,,,,,,,,,103.66147431533794,131.22597572248716,18.83725083850301,4.497983581790466,0.009668314738269606,0.023055296883996178,0.04438618962879522,0.23545819313660296,-0.0025008336038429566
003310,2015,26838137898.0,,52457049868.0,79295187766.0,21128240550.0,10313982335.0,31442222885.0,18696175000.0,,,,22486002847.0,47852964881.0,84355639679.0,2746766498.0,1371934947.0,,,,,,,,,,127.02495427618558,65.70590341306965,3.256174108159595,1.6263701540533013,0.01730161672671207,0.0284805605524641,-0.7986876267476452,-9.405564591970641,-7.902051951451079
003310,2016,24244587354.0,,52580674516.0,76825261870.0,16301783687.0,12034593017.0,28336376704.0,18696175000.0,,,,23128203875.0,48488885166.0,85050935643.0,3228271309.0,1925579989.0,,,,,,,,,,148.72352510317052,58.43891152991332,3.7956917047339953,2.2640315176338475,0.025064411654832672,0.038913477972340085,0.00817505367511175,0.1491525231035035,-0.03214991834560212
003310,2017,26743950571.0,,57522036305.0,84265986876.0,20463119528.0,13324500583.0,33787620111.0,18696175000.0,,,,25132712004.0,50478366765.0,85513866435.0,3579864014.0,2691414809.0,,,,,,,,,,130.69341912608115,66.9348520491895,4.186296519197963,3.1473431400108347,0.03193951567861538,,0.005413517260991568,0.09821398344322696,0.0883004552827377
003310,2018,24951766278.0,,64627223227.0,89578989505.0,21962658083.0,16662058610.0,38624716693.0,18696175000.0,,,,25609437983.0,50954272812.0,84052000717.0,3356961778.0,1681281637.0,,,,,,,,,,113.60995642560083,75.80270419226487,3.993910614100391,2.0002874680649345,0.018768705098042623,0.03263458021954727,-0.017392396439461902,-0.06639999223726639,0.059310812260317425
003310,2019,24332677401.0,,62724009809.0,87056687210.0,21435776108.0,13538366790.0,34974142898.0,18696175000.0,,,,26796569851.0,52082544312.0,84291438210.0,2702647988.0,1807378246.0,,,,,,,,,,113.51432893497547,67.15137165436413,3.2063137673208764,2.14420145673298,0.020760935247170657,0.0340503908363524,0.0028405909079813768,-0.24210100349923927,-0.02897310219162887
003310,2020,27676442330.0,,61756515257.0,89432957587.0,20619863645.0,14736607382.0,35356471027.0,18696175000.0,,,,28836015069.0,54076486560.0,85168570560.0,4468961492.0,3458365701.0,,,,,,,,,,134.2222373847322,65.38233764090904,5.247195605862238,4.060612592486371,0.03866992431325685,0.0678580263527036,0.010298779752116108,0.39524026044125066,0.026570410295202126
003380,2015,2537121626770.0,,4349178122293.0,6886299749063.0,2712104984503.0,2270184885452.0,4982289869955.0,25443655000.0,,,,535761006110.0,1904009879108.0,5113079866016.0,351165151279.0,174364203458.0,,,,,,,,,,93.54806105468421,261.6735304067397,6.867977040863635,3.410159982379872,0.02532044927055713,0.08266742437845417,0.9833430001502477,0.9872739038149904,0.9870129153760452
