기업,연도,자산총계,부채총계,자본총계,매출액,영업이익,당기순이익,부채비율,영업이익증가율,매출액증가율,당기순이익증가율,ROA,ROE
쌍용정보통신,2021,1.35938E+11,90361934065,45576100083,2.42589E+11,6400343987,-1144167331,33.5271143,2.643561617,0.505511962,-10.77097635,-0.00841683,-0.031174842
썸에이지,2017,,,,,,,,,,,,
썸에이지,2018,,,,,,,,,,,,
썸에이지,2019,,,,,,,,,,,,
쎄노텍,2017,,,,,,,,,,,,
쎄노텍,2018,,,,,,,,,,,,
쎄노텍,2019,,,,,,,,,,,,
쎄니트,2017,1.53683E+11,78417258275,75265316297,1.26227E+11,8561114371,6746386199,48.97452851,,,,0.043898186,
쎄니트,2018,1.46231E+11,68131445082,78099894734,1.13738E+11,6216500530,3207115421,53.40845186,-0.377159759,-0.109811138,-1.103568258,0.021931793,0.041823245
쎄니트,2019,1.57234E+11,78074127559,79159922939,1.09747E+11,5748266774,1919910838,50.34527997,-0.081456511,-0.036362616,-0.670450188,0.012210528,0.024417055
쎄니트,2020,1.74746E+11,91970015703,82775940443,93920945697,-1016696200,8770134060,47.36930243,6.653868652,-0.16850458,0.781085349,0.050187909,0.108316143
쎄니트,2021,1.78183E+11,87289435064,90894041929,1.26055E+11,7301318696,9472835155,51.01148741,1.139248298,0.254921505,0.074180653,0.053163376,0.109090069
쎄트렉아이,2017,70595677359,15806165466,54789511893,42762139356,5370127115,5396783327,77.61029279,-0.35961748,-1.94782029,-0.755274315,0.076446371,0.074089122
쎄트렉아이,2018,77675670199,19190740537,58484929662,46132147074,5600183314,5065625453,75.29375609,0.041080119,0.073051179,-0.065373541,0.065215085,0.089439866
쎄트렉아이,2019,96315121101,31846856922,64468264179,70228243004,9248317039,7360266789,66.93472784,0.394464605,0.343111189,0.31176062,0.076418601,0.119724695
쎄트렉아이,2020,1.075E+11,33709818432,73789730822,89227431153,13659101910,11860857234,68.64189788,0.322919098,0.212929902,0.379449002,0.110334018,0.171575716
쎄트렉아이,2021,2.30111E+11,1.12055E+11,1.18056E+11,73449328696,1269234022,-12646852205,51.30410588,-9.761689076,-0.214816156,1.937850545,-0.054959829,-0.131843768
쎌바이오텍,2017,96476718666,6280325000,90196393666,61056741253,22632702571,18197947383,93.49032068,0.943920351,-0.202968373,1.694960368,0.188625273,0.174767937
쎌바이오텍,2018,1.12047E+11,6422520685,1.05625E+11,62543665262,21674843695,19384224065,94.26803279,-0.044192193,0.023774174,0.061198048,0.173000201,0.197978728
쎌바이오텍,2019,1.08303E+11,4701041449,1.03602E+11,45959677976,5794686592,7231093203,95.65937917,-2.740468678,-0.360837761,-1.680676838,0.066766979,0.069121896
쎌바이오텍,2020,1.05301E+11,5316513642,99984674384,45582255759,3667166701,3189188309,94.95113613,-0.58015358,-0.008280025,-1.267377308,0.030286347,0.031329969
쎌바이오텍,2021,1.12877E+11,6189428455,1.06687E+11,46873312425,7256551585,10383409717,94.516647,0.49464058,0.027543534,0.692857318,0.091988947,0.100482039
쏠리드,2017,2.80947E+11,2.01343E+11,79604174652,2.53739E+11,20905308879,-25861411708,28.33422956,0.652884747,0.815269456,1.401502046,-0.092050848,-0.277644636
쏠리드,2018,2.69362E+11,1.59064E+11,1.10298E+11,2.22581E+11,1060093854,11220355666,40.94778749,-18.72024345,-0.139982543,3.304865592,0.041655371,0.1181701
쏠리드,2019,2.83758E+11,1.60129E+11,1.23629E+11,2.2928E+11,-3523737562,5410908676,43.5685632,1.300843589,0.029215673,-1.0736546,0.019068723,0.046261511
쏠리드,2019,2.83758E+11,1.60129E+11,1.23629E+11,2.19463E+11,-2066851356,5410908676,43.5685632,-0.704881946,-0.044733496,0,0.019068723,0.043767161
쏠리드,2020,2.81459E+11,1.69678E+11,1.11781E+11,1.72863E+11,-16928395682,-11856632038,39.71480801,0.877906247,-0.269577048,1.456361356,-0.042125643,-0.100731662
쏠리드,2020,2.81459E+11,1.69678E+11,1.11781E+11,1.71148E+11,-15709136300,-11856632038,39.71480801,-0.077614667,-0.010019045,0,-0.042125643,-0.106070367
쏠리드,2021,3.69544E+11,1.74067E+11,1.95478E+11,2.12258E+11,6129746237,23735435397,52.89696347,3.562771066,0.193679468,1.499532949,0.064228943,0.154498158
씨씨에스,2017,41686313667,12872697122,28813616545,21259586706,-533324500,-1969582802,69.12008765,12.49346455,-8.984108643,13.05099647,-0.047247709,-0.017562722
씨씨에스,2018,35691430343,11298901169,24392529174,21012547877,-3682857563,-7526602221,68.3428177,0.855187313,-0.011756729,0.738317139,-0.210879815,-0.282922287
씨씨에스,2018,34090942048,11298901169,22792040879,21012547877,-3464579639,-5427058397,66.85658861,-0.063002715,0,-0.386865899,-0.159193559,-0.230035301
씨씨에스,2019,34335091059,7196408286,27138682773,20318289999,395805451,-168971009,79.04066055,9.75323882,-0.03416911,-31.11828129,-0.004921234,-0.006768218
씨씨에스,2019,32952880688,8680208286,24272672402,20318289999,614083375,-1434493085,73.65872693,0.355453238,0,0.882208558,-0.043531644,-0.055804523
씨씨에스,2020,34807581799,8501006302,26306575497,19270324242,-347243895,-2921851094,75.57714193,2.768449738,-0.054382362,0.509046478,-0.08394295,-0.115535569
씨씨에스,2021,28974325167,4674769214,24299555953,18740525393,-543121152,1188117631,83.86582194,0.36065113,-0.028270224,3.459227115,0.041005878,0.046955481
씨아이에스,2017,,,,,,,,,,,,
씨아이에스,2018,,,,,,,,,,,,
씨아이에스,2019,,,,,,,,,,,,
씨앤씨인터내셔널,2017,,,,,,,,,,,,
씨앤씨인터내셔널,2018,,,,,,,,,,,,
씨앤씨인터내셔널,2019,98495934828,64747808079,33748126749,81598178149,9753807977,6636899202,34.26347169,,,,0.067382468,
씨앤씨인터내셔널,2020,1.20119E+11,79699871868,40418758718,89611803733,14361541772,9744697340,33.64903389,0.32083838,0.089426005,0.318921977,0.081125611,0.26277758
씨앤씨인터내셔널,2021,1.59732E+11,41822796722,1.17909E+11,91293592207,2252228927,-5910400885,73.8168629,-5.376590585,0.018421758,2.648737121,-0.03700203,-0.074660322
씨앤지하이테크,2017,33922977463,7940252704,25982724759,75190705580,10223596894,8261297953,76.59329075,0.779702882,-0.2141606,1.71543248,0.243531039,0.114826585
씨앤지하이테크,2018,64546489479,8039756532,56506732947,88260533699,12070277794,9932484736,87.54423889,0.152994068,0.14808236,0.168254654,0.153881099,0.240818282
씨앤지하이테크,2019,81340414840,13939134398,67401280442,1.28842E+11,14476832864,11803498263,82.86321206,0.166234914,0.314971322,0.158513475,0.145112344,0.190520337
씨앤지하이테크,2020,84732166311,11940617248,72791549063,1.19183E+11,11930567135,9750296119,85.90781073,-0.213423696,-0.0810433,-0.21057844,0.115071956,0.139098357
씨앤지하이테크,2021,1.39369E+11,62124737192,77244340524,1.01403E+11,7326631985,4977573876,55.42430343,-0.628383568,-0.175344859,-0.958845084,0.035715052,0.066351776
씨앤투스성진,2017,,,,,,,,,,,,
씨앤투스성진,2018,56500026209,44534933909,11965092300,36908097738,-3087792438,-6486934860,21.17714469,,,,-0.114812953,
씨앤투스성진,2019,55286167085,43850841789,11435325296,47481183750,1920399040,-430165487,20.68388152,2.607891055,0.222679495,-14.0800914,-0.007780707,-0.036765625
씨앤투스성진,2020,1.2401E+11,50622747562,73387478684,1.57926E+11,68678681173,32104681031,59.17857011,0.972037916,0.699345496,1.01339884,0.258887368,0.75698231
씨앤투스성진,2021,1.97647E+11,35989021127,1.61658E+11,1.70875E+11,56317057971,46300284815,81.79122572,-0.219500515,0.075782098,0.306598628,0.234257951,0.393969459
씨에스베어링,2017,50254185665,28535276017,21718909648,50364319279,5406271177,3232212621,43.21811081,-9.416987259,-2.392786086,-13.32464081,0.064317282,0.035252205
씨에스베어링,2018,61133406256,33422465592,27710940664,64762247995,3376606027,2338847342,45.3286384,-0.601096229,0.22231978,-0.381968187,0.03825809,0.094632993
씨에스베어링,2019,1.0799E+11,62755137845,45235103561,1.02574E+11,10268372861,6096347807,41.88814005,0.671164451,0.368627173,0.616352706,0.056452766,0.167146769
씨에스베어링,2020,1.27509E+11,76045825033,51463596772,1.0352E+11,9507016972,5712595274,40.3606228,-0.080083573,0.009144622,-0.067176566,0.044801358,0.118152473
씨에스베어링,2021,1.36198E+11,80377395236,55820299869,95558016880,499117927,-1134615913,40.98476103,-18.04763676,-0.083324662,6.034827388,-0.008330654,-0.021151654
씨엔플러스,2017,44500061416,32138783332,12361278084,28849964917,-318606721,-625655630,27.77811466,2.566564338,-2.312240315,-0.813483103,-0.014059658,-0.01835263
씨엔플러스,2018,39656787543,24372824335,15283963208,25398179692,-3679210109,-7281363820,38.54059836,0.913403499,-0.135906796,0.91407439,-0.183609522,-0.526771587
씨엔플러스,2018,39656787543,24372824335,15283963208,0,0,-7281363820,38.54059836,inf,#NAME?,0,-0.183609522,-0.476405479
씨엔플러스,2019,22339697843,9495901412,12843796431,19619973184,-1136648879,-6574004383,57.49315197,1,1,-0.107599478,-0.294274543,-0.467438891
씨엔플러스,2019,22095949194,9495901412,12600047782,21548524591,-1380397528,-6817753032,57.02424309,0.17657859,0.089498072,0.03575205,-0.308552168,-0.535905893
씨엔플러스,2020,30066349495,18350128937,11716220558,26116269890,564922772,-2669669676,38.96788521,3.443515462,0.174900371,-1.553781501,-0.088792611,-0.219578896
씨엔플러스,2020,25562569415,16838457413,8724112002,22045718611,-1168137284,-5716782646,34.12846283,1.483609914,-0.184641351,0.533011863,-0.223638812,-0.559362978
씨엔플러스,2021,22988663634,13090004611,9898659023,31621537030,-140540518,-1085297433,43.05887102,-7.311747392,0.302825837,-4.267480114,-0.047210114,-0.116555955
씨유메디칼,2017,61664992298,19587410044,42077582254,58347211142,-1344984814,-3150464257,68.2357699,0.895507729,0.458045442,0.655511904,-0.051089997,-0.121227091
씨유메디칼,2018,1.04868E+11,56406370466,48461795055,76304065540,3661205119,1730928405,46.21211291,1.36736123,0.235332866,2.820100848,0.016505757,0.038235925
씨유메디칼,2018,1.04868E+11,56406370466,48461795055,28490593246,-625623101,1730928405,46.21211291,6.852093878,-1.67821961,0,0.016505757,0.035717381
씨유메디칼,2019,1.29281E+11,73711592975,55569322561,81794149163,2474481896,-2944322122,42.98339189,1.252829937,0.651679325,1.5878869,-0.022774608,-0.056604643
