기업,연도,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,당기순이익,부채비율,영업이익증가율,매출액증가율,당기순이익증가율,ROA,ROE
AP시스템,2019,2.52429E+11,1.68537E+11,4.20966E+11,2.86808E+11,20035407010,3.06843E+11,7640710500,45315933494,1.14123E+11,4.62078E+11,28427122553,9451469310,27.10977379,-0.609478484,-0.545713354,-1.66911007,0.022451866,0.085712831
AP시스템,2020,2.22255E+11,1.4906E+11,3.71315E+11,1.53256E+11,79899429747,2.33155E+11,7640710500,69454479556,1.3816E+11,5.91795E+11,46277808090,24951026992,37.20819237,0.385728847,0.219193296,0.621199187,0.067196385,0.197802279
AP시스템,2021,2.91254E+11,1.37466E+11,4.2872E+11,1.35594E+11,1.01583E+11,2.37178E+11,7640710500,1.24652E+11,1.91542E+11,5.28741E+11,64305495077,57166230146,44.67775181,0.280344424,-0.119253823,0.563535554,0.133341618,0.34677504
AP위성,2017,83805747490,19910023852,1.03716E+11,21208347584,455604898,21663952482,7507402000,22978119518,82051818860,30047518280,2721418039,65521281,79.11219075,-22.62940723,-16.59682665,-871.4834019,0.000631739,0.000478967
AP위성,2018,82489530736,17214200163,99703730899,17916585430,286582644,18203168074,7507402000,22135627068,81500562825,42843708317,881104551,-664742250,81.74274131,-2.088643721,0.298671393,1.098566446,-0.006667175,-0.008128799
AP위성,2019,86937090895,15705722104,1.02643E+11,19525560601,857858469,20383419070,7507402000,22517757576,82259393929,45653106268,7123981451,713709314,80.14140642,0.876318523,0.061537936,1.931390745,0.00695333,0.00871653
AP위성,2020,1.0136E+11,11387642563,1.12747E+11,31643569697,1202943080,32846512777,7507402000,20072763503,79900904856,45379281619,4376442736,-1361421642,70.86717065,-0.62780182,-0.006034134,1.524238261,-0.01207497,-0.01679106
AP위성,2021,1.00774E+11,10414260481,1.11188E+11,29627992890,455396042,30083388932,7541152000,20303504099,81104774352,40201720460,842198469,1401740834,72.94371267,-4.196450596,-0.128789542,1.971236343,0.012606925,0.017412315
BNGT,2017,19065052064,16925521842,35990573906,12984045098,469356268,13453401366,7133314500,-30788128289,22537172540,52949862283,-169495783,-2236525732,62.61965313,5.968846151,0.240758734,1.626749254,-0.062141986,-0.043158698
BNGT,2018,31103975475,20975067393,52079042868,32177963828,1517260764,33695224592,7285521000,-34953095245,18383818276,49316599952,-4631294669,-5760192650,35.29983898,0.963402073,-0.073672198,0.611727269,-0.11060481,-0.281527526
BNGT,2019,20872424234,20949913154,41822337388,13222030967,6079763272,19301794239,8533809500,-53211869902,22520543149,51911129030,-3134779434,-18520371267,53.84812173,-0.477390919,0.049980209,0.688980714,-0.442834438,-0.905545063
BNGT,2019,20872424234,20949913154,41822337388,13222030967,6079763272,19301794239,8533809500,-53211869902,22520543149,51486653179,-3428136777,-18520371267,53.84812173,0.085573407,-0.008244386,0,-0.442834438,-0.822376758
BNGT,2019,20872424234,20949913154,41822337388,14499820207,6079763272,20579583479,8533809500,-54489659142,21242753909,51486653179,-3428136777,-18520371267,50.79284238,0,0,0,-0.442834438,-0.846388299
BNGT,2020,26820515100,14921628830,41742143930,15618478755,3334735614,18953214369,10981282500,-59736430296,22788929561,54588246084,-1516977958,-6591115646,54.59453544,-1.259846136,0.056817962,-1.809899304,-0.157900746,-0.299380588
BNGT,2020,26820515100,14921628830,41742143930,17062863555,3334735614,20397599169,10981282500,-61180815096,21344544761,51113351963,-261517233,-6757711206,51.13428001,-4.800680669,-0.067984078,0.02465266,-0.161891809,-0.306239711
BNGT,2021,50208179726,25208276390,75416456116,27050915150,3841538984,30892454134,14767172500,-54342310260,44524001982,72200888518,121670608,7845512334,59.03751552,3.149387081,0.292067549,1.861347343,0.104029183,0.238217259
CBI,2017,9639799149,24461760284,34101559433,4902739543,8792436806,13695176349,4089385500,12173514307,20406383084,22205940577,-219723977,-561230732,59.84002909,1.553742972,-2.251422216,14.97912104,-0.016457627,-0.017287152
CBI,2018,11861512862,24056759054,35918271916,3664937306,10873435258,14538372564,4089385500,12405679496,21379899352,21818976074,108006575,124819655,59.52374157,3.034357418,-0.017735227,5.496332985,0.003475102,0.005974193
CBI,2019,9984529966,30898997854,40883527820,7822083731,11080532050,18902615781,4089385500,13006692183,21980912039,22117496797,241442866,306965930,53.76471457,0.552661974,0.013497039,0.593376193,0.007508303,0.01415868
CBI,2020,13979478973,30339610113,44319089086,9848685712,14617442309,24466128021,4089385500,9954287734,19852961065,16710124584,-2452531875,-3028248235,44.79550793,1.098446372,-0.323598558,1.101367492,-0.068328305,-0.14477494
CBI,2021,32454420460,44308003626,76762424086,42090385101,4505378070,46595763171,5583709200,-2221007872,30166660915,24773247642,-4984016873,-12277531327,39.29873408,0.507920632,0.32547703,0.753350396,-0.159941944,-0.490908601
CJ ENM,2017,6.6178E+11,2.13785E+12,2.80182E+12,7.31532E+11,5.86182E+11,1.31771E+12,31077590000,9.24144E+11,1.4841E+12,2.26001E+12,2.24482E+11,1.43442E+11,52.96931705,1.022202345,0.989038419,1.085592325,0.051196024,0.189453523
CJ ENM,2018,1.80658E+12,4.94836E+12,6.75495E+12,2.02179E+12,1.30751E+12,3.3293E+12,1.10564E+11,1.06986E+12,3.42565E+12,2.36038E+12,1.8207E+11,1.84219E+11,50.71316872,-0.232942963,0.042522275,0.221350754,0.027271708,0.075042063
CJ ENM,2019,1.67098E+12,3.75879E+12,5.43491E+12,1.65929E+12,6.22406E+11,2.28301E+12,1.10577E+11,1.14553E+12,3.15189E+12,3.78972E+12,2.69385E+11,58615849418,57.99350667,0.324128743,0.377164312,-2.142818474,0.010785068,0.017823026
CJ ENM,2019,1.59281E+12,3.83696E+12,5.43491E+12,1.65929E+12,6.22406E+11,2.28301E+12,1.10577E+11,1.14553E+12,3.15189E+12,3.78972E+12,2.69385E+11,58615849418,57.99350667,0,0,0,0.010785068,0.018597027
CJ ENM,2020,1.7503E+12,4.52754E+12,6.27992E+12,1.55179E+12,9.42949E+11,2.49474E+12,1.10577E+11,1.16195E+12,3.78518E+12,3.39118E+12,2.72068E+11,65629506717,60.27433751,0.009860374,-0.11752236,0.106867439,0.010450696,0.018921385
CJ ENM,2021,2.65834E+12,5.28019E+12,7.94062E+12,2.32287E+12,1.41445E+12,3.73732E+12,1.10577E+11,1.3338E+12,4.20331E+12,3.5524E+12,2.96876E+11,2.27562E+11,52.93419462,0.083564287,0.045381347,0.711597818,0.028658003,0.056972621
CJ 바이오사이언스,2017,13357520416,1630172173,14987692589,1615368106,209803454,1825171560,1605215500,-4949581402,13162521029,3672571077,-2617994403,-2362839293,87.82219779,114.3982964,-966.2778192,97.30889803,-0.157651972,-0.001120767
CJ 바이오사이언스,2018,11467499135,1366946551,12834445686,1882245165,174958006,2057203171,1609515500,-3134950478,10777242515,3924040385,-3406324304,-3134950478,83.97123474,0.231431253,0.064084281,0.24629135,-0.244260684,-0.261903212
CJ 바이오사이언스,2019,31641955125,2099460132,33741415257,2305012700,581755588,2886768288,1904474000,-4222377099,30854646969,4783223061,-4518862465,-4345714426,91.44443626,0.246198721,0.179624213,0.278611024,-0.128794669,-0.208768542
CJ 바이오사이언스,2020,41089229502,32273195978,73362425480,3003731982,35874624754,38878356736,1946174000,-8762586953,34484068744,5311546768,-8513222577,-8762586953,47.00508267,0.469194841,0.099467016,0.504060336,-0.119442438,-0.268220361
CJ 바이오사이언스,2021,81554954696,34800289142,1.16355E+11,23836477795,4665685804,28502163599,2936836000,-28034929188,87853080239,4363027299,-10108067067,-19272342235,75.50418644,0.157779374,-0.217399389,0.545328386,-0.165633637,-0.315069337
CJ프레시웨이,2017,5.06605E+11,3.96037E+11,9.02642E+11,5.12848E+11,1.54317E+11,6.67165E+11,11871586000,34100562017,2.35477E+11,2.50441E+12,43879878108,1210148862,26.08751493,1.230357683,0.998257862,16.9255963,0.001340675,0.007485536
CJ프레시웨이,2018,4.67895E+11,4.49449E+11,9.17345E+11,5.6726E+11,97215936820,6.64476E+11,11871586000,38510071268,2.52868E+11,2.82807E+12,50659237257,16703748519,27.56524579,0.133822764,0.114446317,0.927552258,0.018208806,0.068409609
CJ프레시웨이,2019,4.95835E+11,6.85828E+11,1.18166E+12,5.80356E+11,3.12174E+11,8.9253E+11,11871586000,37127997357,2.89133E+11,3.05508E+12,58075352319,9587493127,24.46834473,0.12769815,0.074305286,-0.742243598,0.008113559,0.035378093
CJ프레시웨이,2020,4.31141E+11,6.91637E+11,1.12278E+12,4.42099E+11,3.94444E+11,8.36543E+11,11871586000,-5952920215,2.86235E+11,2.47853E+12,-3545694413,-42517696613,25.49348151,17.37911945,-0.232618746,1.22549418,-0.037868278,-0.147792849
CJ프레시웨이,2021,5.02158E+11,7.14326E+11,1.21648E+12,6.07807E+11,2.66042E+11,8.73849E+11,11871586000,19054826244,3.42635E+11,2.29143E+12,55629220994,31105478910,28.16597827,1.063737984,-0.081649635,2.366887703,0.025569988,0.098924992
CMG제약,2017,81227330221,28340823125,1.09568E+11,10884321148,739812795,11624133943,54443622000,-3397712571,97944019403,41535587785,1558607063,2834900621,89.39095569,-34.6916264,-54.16796804,-9.972334861,0.0258734,0.012868989
CMG제약,2018,81370414653,33009464894,1.1438E+11,8495060173,1902973300,10398033473,54443622000,2308863709,1.03982E+11,49864782072,2567820061,6065025685,90.90921103,0.393023255,0.16703561,0.532582256,0.053025285,0.060071806
CMG제약,2019,1.50584E+11,41659100349,1.92243E+11,9306386532,2778496521,12084883053,69446122000,5054709407,1.80158E+11,58622680863,2603773813,3051176651,93.71375155,0.013808324,0.149394375,-0.987766157,0.015871444,0.021476563
CMG제약,2020,1.45981E+11,49374463000,1.95356E+11,13648964162,575614047,14224578209,69446122000,5638075578,1.81131E+11,64459891270,1822364992,214996493,92.71862211,-0.428788319,0.090555697,-13.1917508,0.001100539,0.001190163
CMG제약,2021,1.25482E+11,73692580328,1.99175E+11,13728982194,743116625,14472098819,69446122000,8790536350,1.84702E+11,69475495579,1660476360,3165485154,92.7339634,-0.097495295,0.072192422,0.932081029,0.015893017,0.017305606
CNH,2017,97476340223,72664838228,3.23927E+11,13592930873,48520641009,2.2155E+11,93000000000,18230702155,1.02377E+11,55660625814,1271223003,2887540375,31.6049984,-0.306203834,-0.248198247,-0.096256586,0.008914161,0.020116645
CNH,2018,99395322120,74482187413,3.21953E+11,19132307729,54780480533,2.24887E+11,93000000000,15906654289,97066316206,62609641686,1736368448,733731760,30.14920833,0.267884069,0.110989549,-2.935416909,0.002279002,0.007357789
CNH,2018,,,3.75203E+11,,,2.78137E+11,93000000000,15906654289,97066316206,62609641686,1736368448,733731760,25.87033369,0,0,0,0.001955558,0.007559077
CNH,2019,1.50622E+11,1.26538E+11,4.65346E+11,46564959602,67031954904,3.55548E+11,93000000000,30439786874,1.09798E+11,1.67823E+11,21073623158,15879708958,23.59497205,0.917604655,0.626930104,0.953794382,0.034124523,0.153527589
CNH,2019,,,4.99011E+11,,,3.9118E+11,93000000000,28472733792,1.07831E+11,1.67823E+11,21696165686,14739646914,21.60899134,0.028693666,0,-0.077346632,0.029537733,0.135456367
CNH,2020,,,5.57811E+11,,,4.23205E+11,93000000000,53458619423,1.34606E+11,3.0879E+11,55610775660,29442437096,24.13115216,0.609856805,0.456513964,0.499374088,0.052782074,0.242886835
CNH,2021,,,6.29691E+11,,,4.98212E+11,93000000000,56783293178,1.3148E+11,3.02354E+11,-1843796817,1041966333,20.87999869,31.16101077,-0.021285557,-27.25661076,0.001654725,0.007831806
CNT85,2017,55954810206,8281897693,64236707899,29873331431,1962249054,31835580485,18007059000,-41998456834,32401127414,15293501383,341135195,-21521310561,50.44020541,6.404885934,-18.77008359,1.048415561,-0.335031344,-0.262646099
CNT85,2018,37347593613,29373639905,66721233518,37867546212,816964053,38684510265,23081934000,-63714869709,28036723253,11242914501,-5711958730,-23565040584,42.02069083,1.05972298,-0.360279079,0.086727201,-0.353186525,-0.779810676
CNT85,2018,37932944377,38539710328,76472654705,37869585884,7393046416,45262632300,23081934000,-60591269594,31210022405,15491233649,-5210713631,-20677632347,40.81200336,-0.096195096,0.274240209,-0.13963921,-0.270392501,-0.69801749
CNT85,2019,7250958690,20941839622,28192798312,31242299102,85306520,31327605622,23081934000,-94402358113,-3134807310,7220574941,-3504601855,-31395315498,-11.11917758,-0.486820428,-1.145429384,0.341378418,-1.113593449,-2.23651469
CNT85,2020,37932744152,21932481500,59865225652,36982463288,297660556,37280123844,35351956000,-71578664317,22585101808,896922665,-4763804179,-7131802782,37.72657927,0.264327054,-7.050387422,-3.402156994,-0.119130976,-0.733336226
CNT85,2021,23081548035,43058905423,66140453458,43218509445,2064609813,45283119258,35351956000,-73903894670,20857334200,38634051420,-230558533,-2404846001,31.53491261,-19.66201635,0.976784142,-1.965596458,-0.036359684,-0.110714141
CS,2017,45850533551,4319701154,50170234705,30377182638,892066762,31269249400,9417575000,-29278808968,18900985305,43330916249,1863533813,1000562988,37.67370318,1.123721143,0.108395235,3.403492863,0.019943359,0.050332258
CS,2018,26756996941,5752184812,32509181753,9197370371,758725149,9956095520,9417575000,-15199321735,22553086233,58746314097,2284327536,4097741008,69.37451211,0.184209014,0.262406214,0.755825713,0.126048728,0.197700291
CS,2019,21834552039,5354381386,27188933425,4737880007,691173875,5429053882,9417575000,-15764679432,21759879543,32157823692,-917978018,-538357258,80.03211896,3.488433809,-0.826812494,8.611564527,-0.019800602,-0.024297957
CS,2020,22170538890,6171373443,28341912333,5598324161,698302093,6296626254,9417575000,-15568746162,22045286079,42958085137,364597144,178546528,77.78334016,3.517787188,0.25141394,4.015221097,0.006299735,0.008151848
CS,2021,29574491886,4873912064,34448403950,12591616149,523323819,13114939968,9705565000,-18692427945,21333463982,41091897059,228076588,-2383876876,61.92874425,-0.5985733,-0.04541499,1.074897546,-0.069201374,-0.109909892
CSA 코스믹,2017,19827158300,10935402938,30762561238,7094365707,0,7094365707,9873820500,-26996219621,23668195531,31466024287,-9528209371,-9579262739,76.93831261,1.023936983,-0.305913219,0.751141926,-0.311393537,-0.425729311
CSA 코스믹,2018,27238636420,10228426913,37467063333,11174970879,2668487228,13843458107,9873820500,-27215516681,23623605226,63526514658,20216304,-464796447,63.05165958,472.3131229,0.504678882,-19.60958684,-0.012405468,-0.019656534
CSA 코스믹,2019,23908844678,9296660728,33205505406,13725854189,2967932573,16693786762,9873820500,-34852081277,16511718644,64289801297,-5727834998,-7636564596,49.72584649,1.003529484,0.011872593,0.9391354,-0.22997887,-0.380540823
CSA 코스믹,2019,23921453950,9296660728,33218114678,13738463461,2967932573,16706396034,9873820500,-34852081277,16511718644,64289801297,-5727834998,-7636564596,49.70697104,0,0,0,-0.229891572,-0.462493624
CSA 코스믹,2020,26571068078,8315708415,34886776493,22155640797,1129733356,23285374153,18536022500,-49379280814,11601402340,58308778550,-787279044,-14527199537,33.25444053,-6.275482615,-0.102574996,0.474326447,-0.416409912,-1.033481807
CSA 코스믹,2021,36645352754,9532336905,46177689659,30025841139,1900516005,31926357144,19597971500,-49772351391,14251332515,60297016695,1999698281,-393070577,30.86194355,1.393698915,0.032974072,-35.95824716,-0.008512132,-0.030408433
DMS,2017,1.4955E+11,1.48955E+11,2.98505E+11,1.46972E+11,16330304263,1.63302E+11,11468743500,74547368536,1.35203E+11,2.68732E+11,16623308126,3857602202,45.29330597,0.879705155,0.775623646,1.101895052,0.012923065,0.051622531
DMS,2018,1.5994E+11,1.57375E+11,3.17315E+11,1.62426E+11,3408825749,1.65835E+11,11516243500,89209130608,1.51479E+11,2.98718E+11,30343576982,15184128518,47.73791669,0.452163859,0.100383373,0.745945103,0.047851955,0.105930004
DMS,2019,1.34517E+11,1.67997E+11,3.02515E+11,1.35346E+11,1162986682,1.36509E+11,11521243500,1.05892E+11,1.66006E+11,1.96207E+11,22710231178,17236232679,54.87525613,-0.336119247,-0.522466262,0.119057581,0.056976527,0.108579789
DMS,2019,1.34517E+11,1.67997E+11,3.02515E+11,1.35346E+11,1162986682,1.36509E+11,11521243500,1.05892E+11,1.66006E+11,1.96207E+11,22710231179,17236232679,54.87525613,4.40E-11,0,0,0.056976527,0.103829178
DMS,2020,2.25495E+11,1.6099E+11,3.86485E+11,1.40816E+11,2074342486,1.4289E+11,12286530500,1.44482E+11,2.43595E+11,2.26903E+11,33814617713,40504829420,63.02822268,0.328390125,0.135282392,0.574464751,0.10480306,0.197777287
DMS,2021,2.54321E+11,1.66157E+11,4.20478E+11,1.34194E+11,1494665079,1.35689E+11,12286530500,1.75131E+11,2.84789E+11,2.25394E+11,32010203266,35211009511,67.72980104,-0.056369978,-0.006694378,-0.150345587,0.083740409,0.133278174
DSC인베스트먼트,2017,,,,,,,,,,,,,,,,,,
DSC인베스트먼트,2018,,,,,,,,,,,,,,,,,,
DSC인베스트먼트,2019,,,,,,,,,,,,,,,,,,
EDGC,2017,10112399461,3633292352,13745691813,2986443161,0,2986443161,2854509400,-13048857329,10759248652,3234750458,-5379045760,-6286476464,78.273606,,,,-0.457341584,
EDGC,2018,41706536227,33395535388,75102071615,21682330294,1916295652,23598625946,3617294000,-20662964675,51503445669,21496787319,-6815179179,-7253213818,68.57792943,0.210725702,0.849524005,0.133284,-0.096578079,-0.23298747
EDGC,2019,46020514677,50379570315,96400084992,43572186730,5016358944,48588545674,3617294000,-30457134719,47811539318,56721869566,-8553545648,-8605224718,49.59698876,0.203233436,0.621014126,0.157115118,-0.089265738,-0.173291568
EDGC,2020,95408209874,64896719546,1.60305E+11,83444864591,6847015669,90291880260,4291453100,-40865946005,70013049160,92541208930,-5108643510,-9433328400,43.67491968,-0.674328152,0.387063664,0.087784889,-0.058846153,-0.160124954
EDGC,2021,59230000074,1.27708E+11,1.86938E+11,59905332197,68037485491,1.27943E+11,8369492200,-61532694774,58995411814,89282114475,-15602204704,-20666748769,31.55877317,0.672569127,-0.03650333,0.543550439,-0.110553892,-0.320393695
EG,2017,52301577934,45118369922,97419947856,32935945325,12770125632,45706070957,7500000000,14242587826,51713876899,1.63965E+11,1322488155,-1001606253,53.08345779,12.79761395,0.455479315,-19.63360598,-0.010281326,-0.018094349
EG,2018,26918996005,46410319627,73329315632,23494051054,15621585091,39115636145,7500000000,-2561234246,34213679487,1.12563E+11,-8973681274,-17149381853,46.6575737,1.147374095,-0.456643529,0.941595198,-0.23386802,-0.399159072
EG,2019,21783768287,55415252252,77199020539,21657148695,21974251161,43631399856,7500000000,-3305466277,33567620683,67218334679,1499350253,-649697322,43.48192561,6.985046693,-0.674592155,-25.39595589,-0.008415875,-0.0191704
EG,2020,27729427426,1.05777E+11,1.33506E+11,39764630620,45889954005,85654584625,7500000000,-7448066884,47851818054,45057857733,-6513050601,-6763709561,35.84233946,1.230207063,-0.491822693,0.90394364,-0.050662061,-0.166144834
EG,2020,27729427426,93395302961,1.21125E+11,39764630620,43597906357,83362536977,7500000000,-7056956734,37762193410,45057857733,-6513050601,-6763709561,31.17628687,0,0,0,-0.055840864,-0.158004734
EG,2021,36808706044,1.08798E+11,1.45607E+11,22303701121,64647940765,86951641886,8287477000,5292248775,58655113788,95693333644,7577496321,4245281212,40.28323653,1.859525406,0.529143191,2.593230041,0.029155798,0.088060564
ES큐브,2017,51038157983,54853973351,1.05892E+11,3702477572,29372773729,33075251301,41621527000,24897260568,72816880033,35745794127,2248519539,1737924865,68.76514725,-2.36999354,-1.677051552,-1.442730004,0.016412219,0.026437948
ES큐브,2018,45061626446,67369269901,1.12431E+11,37613190109,4069098980,41682289089,41621527000,21719604679,70748607258,33763507893,-1211129371,-6121462048,62.92630367,2.856547775,-0.058710909,1.283906827,-0.05444644,-0.085277627
ES큐브,2019,3.59031E+11,1.04928E+11,4.63959E+11,2.30135E+11,1.59785E+11,3.8992E+11,42815711000,6015932355,74038512218,43708238532,-2617071032,-13767748431,15.957997,0.537219527,0.227525313,0.555376678,-0.029674514,-0.190179188
ES큐브,2020,3.22209E+11,3.92681E+11,7.1489E+11,5.23911E+11,1.2148E+11,6.45392E+11,69092015500,-18561613380,69497819081,80672424996,10315988227,-25292139576,9.721473772,1.253690773,0.458201008,0.455651097,-0.035379077,-0.352414463
ES큐브,2020,3.22209E+11,3.92681E+11,7.1489E+11,6.4044E+11,4951617408,6.45392E+11,69092015500,-18561613380,69497819081,80672424996,10315988227,-25292139576,9.721473772,0,0,0,-0.035379077,-0.363927097
ES큐브,2021,5.56635E+11,5.26097E+11,1.08273E+12,9.57088E+11,9788491533,9.66877E+11,69092015500,-9499449385,1.15855E+11,1.25787E+11,283187246,5375801078,10.70026448,-35.42815265,0.358659979,5.704813145,0.004965034,0.058006083
EV수성,2017,35105899866,30762937242,65868837108,48063842643,730000000,48793842643,4712380000,2721105481,17074994465,26355801126,-2022545535,,25.92272039,1.140015263,-3.772660571,,,
EV수성,2018,27230299379,26785645418,54015944797,38641691183,481202361,39122893544,6097145000,-11821849423,14893051253,23744667834,-3186518247,,27.57158337,0.365280416,-0.109967143,,,
EV수성,2019,13819279007,33474482681,47293761688,21121337621,9903594930,31024932551,6585607000,-19187981857,16268829137,22705956421,-1086313491,,34.3995245,-1.933332112,-0.045746208,,,
EV수성,2020,16964120159,35414547890,52378668049,10657400915,22192443988,32849844903,8958357000,-22351174431,19528823146,20651323502,-737302916,,37.28392468,-0.473361175,-0.099491586,,,
EV수성,2021,38798740472,54475193118,93273933590,31176778533,24376255238,55553033771,28706319000,-31763781570,37720899819,35944237762,-479149911,,40.44098749,-0.538772937,0.425462194,,,
FSN,2017,25887858893,12105473876,37993332769,13171066253,988192682,14159258935,5357152600,-7352851227,23834073834,34193102539,204445601,399795908,62.73225352,3.343654785,-0.051213113,,0.010522791,0.012989882
FSN,2018,1.20332E+11,69299205251,1.89632E+11,1.33123E+11,12915055566,1.46038E+11,8784296900,-4662896655,43593771357,1.11456E+11,9862709940,2962308223,22.98866122,0.979270849,0.693213667,0.865039058,0.015621383,0.087866021
FSN,2019,98127493601,98862755754,1.9699E+11,89222133550,40468118248,1.2969E+11,9629766600,-1623727200,67299997557,1.45425E+11,7736948508,8639898383,34.16412628,-0.274754502,0.233587127,0.657136219,0.043859523,0.155822973
FSN,2020,1.1582E+11,97068317435,2.12889E+11,99894057955,36960822048,1.36855E+11,10087621600,-8234859057,76033776937,1.63469E+11,4349239254,833347132,35.7152786,-0.778919957,0.11037849,-9.367706387,0.003914474,0.011628064
FSN,2021,1.29263E+11,1.07688E+11,2.36951E+11,70190334150,29675376198,99865710348,13933914000,-7960158423,1.37085E+11,2.11831E+11,10174967331,4839514321,57.85388146,0.572554966,0.228305051,0.827803561,0.020424102,0.045416031
GH신소재,2017,35973696439,24730599213,60704295652,9949620572,3951020761,13900641333,5500000000,23835919214,46803654319,54476126566,2352669470,2298163149,77.1010582,-3.32486053,-2.888504055,-1.105818433,0.037858328,0.024995101
GH신소재,2018,24534139106,55192674065,79726813171,34387932665,5525235866,39913168531,5500000000,23060585918,39813644640,65263334882,671067581,446484672,49.93758443,-2.505860716,0.165287421,-4.147238625,0.005600182,0.010309365
GH신소재,2019,20363645232,59864374067,80228019299,29962547782,7371100721,37333648503,5500000000,25529370170,42894370796,67174274043,1624332881,2243506533,53.46557371,0.586865729,0.028447485,0.800988022,0.027964127,0.054251248
GH신소재,2020,23499071598,61734468939,85233540537,34050774061,7034724158,41085498219,5500000000,25457409891,44148042318,59517977230,851926063,51891560,51.79656041,-0.906659453,-0.128638391,-42.234517,0.000608816,0.001192328
GH신소재,2021,28864052025,80845265344,1.09709E+11,28102359261,7442905335,35545264596,7272526000,28121073477,74164052773,66701916607,2204127351,2382341182,67.60050518,0.613486007,0.107702143,0.97821825,0.021715031,0.040272149
GST,2017,57916418473,44484250781,1.02401E+11,21709364992,2415745323,24125110315,4658872500,61247973149,78275558939,1.62835E+11,22260787111,15756344037,76.44047594,0.9009861,0.59037235,0.848801145,0.153869542,0.206722437
GST,2018,54651818042,50375589509,1.05027E+11,17071169964,2148412301,19219582265,4658872500,69539162739,85807825286,1.2985E+11,10405764340,10303467732,81.70041258,-1.139274577,-0.254025694,-0.52922729,0.098102657,0.125588191
