기업,연도,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,당기순이익
CS,2020,22170538890,6171373443,28341912333,5598324161,698302093,6296626254,9417575000,-15568746162,22045286079,42958085137,364597144,178546528
CS,2019,21834552039,5354381386,27188933425,4737880007,691173875,5429053882,9417575000,-15764679432,21759879543,32157823692,-917978018,-538357258
CS,2018,26756996941,5752184812,32509181753,9197370371,758725149,9956095520,9417575000,-15199321735,22553086233,58746314097,2284327536,4097741008
CSA 코스믹,2017,19827158300,10935402938,30762561238,7094365707,0,7094365707,9873820500,-26996219621,23668195531,31466024287,-9528209371,-9579262739
CSA 코스믹,2020,26571068078,8315708415,34886776493,22155640797,1129733356,23285374153,18536022500,-49379280814,11601402340,58308778550,-787279044,-14527199537
CSA 코스믹,2019,23921453950,9296660728,33218114678,13738463461,2967932573,16706396034,9873820500,-34852081277,16511718644,64289801297,-5727834998,-7636564596
CSA 코스믹,2018,27238636420,10228426913,37467063333,11174970879,2668487228,13843458107,9873820500,-27215516681,23623605226,63526514658,20216304,-464796447
DMS,2017,1.50E+11,1.49E+11,2.99E+11,1.47E+11,16330304263,1.63E+11,11468743500,74547368536,1.35E+11,2.69E+11,16623308126,3857602202
DMS,2020,2.25E+11,1.61E+11,3.86E+11,1.41E+11,2074342486,1.43E+11,12286530500,1.44E+11,2.44E+11,2.27E+11,33814617713,40504829420
DMS,2019,1.35E+11,1.68E+11,3.03E+11,1.35E+11,1162986682,1.37E+11,11521243500,1.06E+11,1.66E+11,1.96E+11,22710231178,17236232679
DMS,2018,1.60E+11,1.57E+11,3.17E+11,1.62E+11,3408825749,1.66E+11,11516243500,89209130608,1.51E+11,2.99E+11,30343576982,15184128518
DSC인베스트먼트,2018,,,,,,,,,,,,
EDGC,2020,95408209874,64896719546,1.60E+11,83444864591,6847015669,90291880260,4291453100,-40865946005,70013049160,92541208930,-5108643510,-9433328400
EDGC,2019,46020514677,50379570315,96400084992,43572186730,5016358944,48588545674,3617294000,-30457134719,47811539318,56721869566,-8553545648,-8605224718
EDGC,2018,41706536227,33395535388,75102071615,21682330294,1916295652,23598625946,3617294000,-20662964675,51503445669,21496787319,-6815179179,-7253213818
EG,2017,52301577934,45118369922,97419947856,32935945325,12770125632,45706070957,7500000000,14242587826,51713876899,1.64E+11,1322488155,-1001606253
EG,2020,27729427426,1.06E+11,1.34E+11,39764630620,45889954005,85654584625,7500000000,-7448066884,47851818054,45057857733,-6513050601,-6763709561
EG,2019,21783768287,55415252252,77199020539,21657148695,21974251161,43631399856,7500000000,-3305466277,33567620683,67218334679,1499350253,-649697322
EG,2018,26918996005,46410319627,73329315632,23494051054,15621585091,39115636145,7500000000,-2561234246,34213679487,1.13E+11,-8973681274,-17149381853
ES큐브,2017,51038157983,54853973351,1.06E+11,3702477572,29372773729,33075251301,41621527000,24897260568,72816880033,35745794127,2248519539,1737924865
ES큐브,2020,3.22E+11,3.93E+11,7.15E+11,5.24E+11,1.21E+11,6.45E+11,69092015500,-18561613380,69497819081,80672424996,10315988227,-25292139576
ES큐브,2019,3.59E+11,1.05E+11,4.64E+11,2.30E+11,1.60E+11,3.90E+11,42815711000,6015932355,74038512218,43708238532,-2617071032,-13767748431
ES큐브,2018,45061626446,67369269901,1.12E+11,37613190109,4069098980,41682289089,41621527000,21719604679,70748607258,33763507893,-1211129371,-6121462048
EV수성,2017,35105899866,30762937242,65868837108,48063842643,730000000,48793842643,4712380000,2721105481,17074994465,26355801126,-2022545535,-21873410904
EV수성,2020,16964120159,35414547890,52378668049,10657400915,22192443988,32849844903,8958357000,-22351174431,19528823146,20651323502,-737302916,
EV수성,2019,13819279007,33474482681,47293761688,21121337621,9903594930,31024932551,6585607000,-19187981857,16268829137,22705956421,-1086313491,
EV수성,2018,27230299379,26785645418,54015944797,38641691183,481202361,39122893544,6097145000,-11821849423,14893051253,23744667834,-3186518247,
FSN,2017,25887858893,12105473876,37993332769,13171066253,988192682,14159258935,5357152600,-7352851227,23834073834,34193102539,204445601,399795908
FSN,2020,1.16E+11,97068317435,2.13E+11,99894057955,36960822048,1.37E+11,10087621600,-8234859057,76033776937,1.63E+11,4349239254,833347132
FSN,2019,98127493601,98862755754,1.97E+11,89222133550,40468118248,1.30E+11,9629766600,-1623727200,67299997557,1.45E+11,7736948508,8639898383
FSN,2018,1.20E+11,69299205251,1.90E+11,1.33E+11,12915055566,1.46E+11,8784296900,-4662896655,43593771357,1.11E+11,9862709940,2962308223
GH신소재,2017,35973696439,24730599213,60704295652,9949620572,3951020761,13900641333,5500000000,23835919214,46803654319,54476126566,2352669470,2298163149
GH신소재,2020,23499071598,61734468939,85233540537,34050774061,7034724158,41085498219,5500000000,25457409891,44148042318,59517977230,851926063,51891560
GH신소재,2019,20363645232,59864374067,80228019299,29962547782,7371100721,37333648503,5500000000,25529370170,42894370796,67174274043,1624332881,2243506533
GH신소재,2018,24534139106,55192674065,79726813171,34387932665,5525235866,39913168531,5500000000,23060585918,39813644640,65263334882,671067581,446484672
GST,2017,57916418473,44484250781,1.02E+11,21709364992,2415745323,24125110315,4658872500,61247973149,78275558939,1.63E+11,22260787111,15756344037
GST,2020,91827385605,50008150314,1.42E+11,25004328733,3094262261,28098590994,4658872500,1.01E+11,1.14E+11,1.67E+11,18150174131,15490968607
GST,2019,88978443402,47773118236,1.37E+11,31060761812,2380099307,33440861119,4658872500,87791080068,1.03E+11,1.68E+11,21908351650,17968415861
GST,2018,54651818042,50375589509,1.05E+11,17071169964,2148412301,19219582265,4658872500,69539162739,85807825286,1.30E+11,10405764340,10303467732
HB솔루션,2020,51774573211,14239246303,66013819514,20390519937,226671933,20617191870,3554725000,33141021981,45396627644,21082359622,-1774164563,-2275306568
HB솔루션,2019,39092270029,14509633041,53601903070,7681177972,15638262437,23319440409,2423270000,35514809909,30282462661,46856958331,10924275723,7377713883
HB솔루션,2018,27143911826,12513175213,39657087039,6859900131,14461717709,21321617840,1163635000,28137096026,18335469199,49642982726,12015084518,10422277708
HB테크놀러지,2017,1.24E+11,76185082651,2.00E+11,39089710127,4974515772,44064225899,39495213000,52148601544,1.56E+11,2.85E+11,47978270234,37781093548
HB테크놀러지,2020,1.65E+11,1.16E+11,2.81E+11,71407443564,6742977480,78150421044,39495213000,60153066152,2.03E+11,2.74E+11,4913572071,826876756
HB테크놀러지,2019,1.67E+11,1.19E+11,2.86E+11,75723849818,25085694210,1.01E+11,39495213000,57228301983,1.85E+11,2.81E+11,10102232601,5755801285
HB테크놀러지,2018,1.24E+11,1.22E+11,2.46E+11,44104136181,27378899602,71483035783,39495213000,55401400306,1.75E+11,2.74E+11,10167094463,8114958890
HK이노엔,2018,,,,,,,,,,,,
HLB,2017,35324284333,1.53E+11,1.88E+11,42332831413,32181624854,74514456267,18195205500,-19824453331,1.14E+11,23006912167,-26114810395,-21327893685
HLB,2020,2.52E+11,4.55E+11,7.06E+11,98026814858,51021043545,1.49E+11,26491546500,-85448751794,5.57E+11,56177400696,-61311788462,-88716231805
HLB,2019,69679047000,2.93E+11,3.63E+11,67698778182,1.06E+11,1.73E+11,21371125500,-5216437630,1.89E+11,38420748245,-48731090741,-59660076049
HLB,2018,1.17E+11,1.87E+11,3.04E+11,20917581275,73599661297,94517242572,19587412500,39618350483,2.10E+11,36185983416,-29315170102,13520304124
HLB생명과학,2017,74450909256,24567178801,99018088057,36550925599,9640756710,46191682309,13812022500,7026192003,52826405748,1.06E+11,989069335,7760946124
HLB생명과학,2020,1.81E+11,1.46E+11,3.27E+11,17865343920,21587482449,39452826369,24008794500,-60188039513,2.88E+11,91796823678,-8066746142,-55835828506
HLB생명과학,2019,2.24E+11,1.81E+11,4.05E+11,39844715369,30665599371,70510314740,24002294500,-4250326756,3.34E+11,1.14E+11,-4479272141,-7563033916
HLB생명과학,2018,2.39E+11,1.47E+11,3.86E+11,48638694719,1.16E+11,1.65E+11,18622880500,3716260291,2.21E+11,1.02E+11,-7963101251,-3298883383
HLB제약,2017,23266980922,16579394818,39846375740,17741176459,5303605553,23044782012,6246585500,-5409588357,16801593728,15557534921,-3810149240,-5446970341
HLB제약,2020,94976557927,16443263972,1.11E+11,61981251399,4816304550,66797555949,10495727000,-74121124932,44622265950,40571187383,1047053704,-74840343024
HLB제약,2019,29018187052,16827681852,45845868904,23091633879,4851340973,27942974852,6924186500,1214682682,17902894052,36099922821,1440928954,472653508
HLB제약,2018,21275395391,15147836096,36423231487,16223556445,3201213448,19424769893,6924186500,-8452838132,16998461594,20540681648,-5826274210,-7059643303
HRS,2017,59868630421,43209627079,1.03E+11,8362479990,14279111686,22641591676,8177400000,61602712505,80436665824,67720042187,7668274860,6287854808
HRS,2020,33998758238,58055487061,92054245299,9531341520,1343416926,10874758446,8177400000,63373790861,81179486853,67405345535,10297444442,9210876152
HRS,2019,49891210793,40188572674,90079783467,15848768275,1050824587,16899592862,8177400000,54399431145,73180190605,66720013075,1577618363,982759631
HRS,2018,60780825840,42971758563,1.04E+11,25335505162,6852644290,32188149452,8177400000,52618445500,71564434951,74617790222,3560155942,-7481797843
IBKS제12호스팩,2018,,,,,,,,,,,,
IBKS제16호스팩,2018,,,,,,,,,,,,
ISC,2017,90186870250,1.21E+11,2.11E+11,30232054237,9234995303,39467049540,6801249000,85418600626,1.72E+11,1.14E+11,22193084525,16120713381
ISC,2020,78255891238,1.59E+11,2.39E+11,59235251084,7508632917,66743884001,7071254000,1.02E+11,1.73E+11,1.22E+11,18078107189,5505283414
ISC,2019,65385111991,1.43E+11,2.08E+11,25004144032,5033296805,30037440837,7071254000,96302342705,1.78E+11,87678824284,2025737210,3181414647
ISC,2018,82885995386,1.34E+11,2.17E+11,26164138254,12552480638,38716618892,6934927000,93514833062,1.78E+11,1.02E+11,12265021273,12151612470
ITX-AI,2017,15367546611,12541733326,27909279937,9603733369,1137142861,10740876230,8233065500,-12181860866,17168403707,31094348791,390828222,-337113556
ITX-AI,2020,34068604063,13556788503,48245356506,21169764037,3553016169,24722780206,14650841500,-23158645989,23522576300,32148780774,-2021117848,-3647914949
ITX-AI,2019,13364642030,8642675058,22007317088,9899998168,2276677062,12176675230,8233065500,-19566929997,9830641858,31861191505,-2865782259,-5005679235
ITX-AI,2018,14058952699,6537461785,20596414484,5521874223,257678729,5779552952,8233065500,-14580511833,14816861532,27666210201,-3625523317,-1917861409
JTC,2020,18893488409,33533970298,52427458707,7870725724,22637856733,30508582457,4854999899,12153377667,21918876250,51875942867,-647312019,-1568493281
JTC,2019,22566808032,13157771219,35724579251,6564091349,4951014838,11515106187,4854999899,13350262919,24209473064,51685008988,1721807226,793465156
JTC,2018,15693153040,8222300780,23915453820,5788889162,3687093326,9475982488,631410000,12823673808,14439471332,53192674259,3130085199,2452572363
JW신약,2017,55141033655,68215645714,1.23E+11,42563661443,44159411831,86723073274,20273905000,-23210179698,36633606095,76842747509,-3167459931,-6083659428
JW신약,2020,33747772627,62579409777,96327182404,38804542283,1180677974,39985220257,20925158000,-31536104403,56341962147,1.04E+11,-553595623,-6451174260
JW신약,2019,73481999238,63372613860,1.37E+11,32244101993,38674909791,70919011784,20833583000,-20840297149,65935601314,1.03E+11,1145720471,1444483376
JW신약,2018,44702155905,64503400632,1.09E+11,43873784659,32053391274,75927175933,20833583000,-34139468398,33278380604,91776092096,577336607,-7523431121
JYP Ent.,2017,58395470412,66032553737,1.24E+11,34823349581,3844261272,38667610853,17311460500,26808549360,85760413296,1.02E+11,19462607147,16369258073
JYP Ent.,2020,1.27E+11,96996732158,2.24E+11,33334303727,4368063466,37702367193,17943451500,99912036166,1.86E+11,1.44E+11,44136482815,29636398233
JYP Ent.,2019,1.16E+11,91582136418,2.08E+11,43149749830,2339985312,45489735142,17942201500,75507992104,1.62E+11,1.55E+11,43458524745,31220337653
JYP Ent.,2018,82595693876,76746225898,1.59E+11,30512693955,861172348,31373866303,17872313500,48261938685,1.28E+11,1.25E+11,28748634270,24275342132
KBG,2020,20780096487,10288476278,31068572765,2217363785,687730452,2905094237,1632165000,11128453072,28163478528,19787710795,3412204537,3122793068
KBG,2019,18208302141,9948421205,28156723346,1883093042,588411223,2471504265,1625965000,8440031671,25685219081,18525955785,3016470571,-1404532267
KBG,2018,11607486729,8192614664,19800101393,7622226016,1205009760,8827235776,1100000000,9825441638,10972865617,16433850795,2872700022,2130068335
KBI메탈,2017,1.43E+11,56418740643,1.99E+11,89831675091,29844105222,1.20E+11,15620748000,5726452857,79381058163,4.71E+11,17423008565,6120821466
KBI메탈,2020,1.64E+11,50575257555,2.15E+11,1.02E+11,16477178718,1.19E+11,16475424000,21381702787,95947830738,4.92E+11,10775538179,2360290911
KBI메탈,2019,1.61E+11,58835708049,2.19E+11,1.06E+11,19775585934,1.26E+11,16475424000,18643020419,93306973333,4.95E+11,10322200694,6810933679
KBI메탈,2018,1.46E+11,55384719161,2.01E+11,1.03E+11,15547336405,1.19E+11,15620748000,12216480642,82621480675,4.64E+11,5287904106,4400083350
KB오토시스,2017,65677857087,84079277305,1.50E+11,54698843700,9981254436,64680098136,5750000000,74010444300,85077036256,1.64E+11,18366119106,12277115955
KB오토시스,2020,80739380935,70470541310,1.51E+11,43799522397,4821635290,48621157687,5750000000,92317845111,1.03E+11,1.32E+11,6145335761,3317800278
KB오토시스,2019,67759769919,76092184108,1.44E+11,32777999362,8586291830,41364291192,5750000000,91615300910,1.02E+11,1.48E+11,12683252886,10692459090
KB오토시스,2018,69132367363,76432212932,1.46E+11,41318148896,9530362397,50848511293,5750000000,83990926233,94716069002,1.52E+11,14567948071,12750201516
KCC건설,2017,6.82E+11,2.60E+11,9.42E+11,4.35E+11,1.69E+11,6.04E+11,1.07E+11,1.86E+11,3.38E+11,1.33E+12,71852648034,22483322690
KCC건설,2020,6.05E+11,3.73E+11,9.78E+11,4.01E+11,1.76E+11,5.77E+11,1.07E+11,2.73E+11,4.01E+11,1.10E+12,54302650524,37641374138
KCC건설,2019,8.06E+11,2.33E+11,1.04E+12,4.97E+11,1.65E+11,6.62E+11,1.07E+11,2.41E+11,3.78E+11,1.64E+12,58800589918,28228638237
KCC건설,2018,7.18E+11,2.51E+11,9.69E+11,5.08E+11,1.07E+11,6.16E+11,1.07E+11,2.17E+11,3.54E+11,1.06E+12,47771723334,24144268990
KCI,2017,31957771897,30752242332,62710014229,13604663216,122450000,13727113216,5635000000,41046423267,48982901013,48502603114,5111742311,3976335874
KCI,2020,42420315703,42101519185,84521834888,8832450163,1112018614,9944468777,5635000000,66490438393,74577366111,73251256889,14091715015,10615160457
KCI,2019,42315219768,35971686719,78286906487,13167553106,31388347,13198941453,5635000000,57522710219,65087965034,69641355070,14495579101,11414878602
KCI,2018,35299510210,30443538782,65743048992,7220513208,3000000000,10220513208,5635000000,47985158713,55522535784,60587708198,11320089961,8875571446
KD,2017,69358966455,29465573506,98824539961,47697879031,10348688225,58046567256,35569171400,-13850654218,40777972705,22401619346,-10282184255,-16710269605
KD,2020,55410084554,92971120348,1.48E+11,44195012321,75371789990,1.20E+11,8262680000,-30714568068,28814402591,21430920484,-8229915505,-5679930896
KD,2019,38249138698,1.00E+11,1.38E+11,57284216815,48242044340,1.06E+11,39176652006,-25278310121,32746043781,78673913483,6554937957,9251211968
KD,2018,78208661793,70262185157,1.48E+11,91063558214,34497174093,1.26E+11,38773426200,-34845709419,22910114643,31215249336,-6285380707,-17026824667
KG ETS,2017,40154488037,1.66E+11,2.06E+11,44791869418,14315121343,59106990761,20051860000,80105455997,1.47E+11,1.09E+11,13837807095,11723011234
KG ETS,2020,6.94E+11,1.86E+12,2.56E+12,5.56E+11,9.52E+11,1.51E+12,20051860000,2.05E+11,1.05E+12,1.54E+11,19057664833,26670326348
KG ETS,2019,51820668985,3.81E+11,4.33E+11,89936663971,1.01E+11,1.91E+11,20051860000,1.79E+11,2.42E+11,1.61E+11,15879854136,97780141929
KG ETS,2018,45916413222,1.80E+11,2.26E+11,57485886838,18408108460,75893995298,20051860000,87692275446,1.50E+11,1.24E+11,13642629867,11266355305
KG모빌리언스,2017,3.27E+11,1.37E+11,4.64E+11,2.27E+11,19021118791,2.46E+11,14855710500,94097794430,2.19E+11,1.71E+11,27809021311,12654600436
KG모빌리언스,2020,3.19E+11,1.51E+11,4.70E+11,1.31E+11,63793763441,1.95E+11,19412784000,1.29E+11,2.75E+11,2.69E+11,45704826491,22473408507
KG모빌리언스,2019,3.09E+11,1.42E+11,4.51E+11,1.99E+11,14441383880,2.13E+11,14953478500,1.12E+11,2.37E+11,1.92E+11,34781044256,17606274784
KG모빌리언스,2018,3.13E+11,1.63E+11,4.76E+11,1.83E+11,66953457810,2.50E+11,14953478500,1.01E+11,2.26E+11,2.03E+11,22099959556,12119265851
KG이니시스,2017,5.60E+11,3.66E+11,9.26E+11,5.90E+11,26652321081,6.17E+11,13941503000,1.12E+11,3.10E+11,7.58E+11,54676796899,3026893023
KG이니시스,2020,5.66E+11,8.35E+11,1.40E+12,5.89E+11,3.59E+11,9.48E+11,13952217000,2.17E+11,4.52E+11,8.10E+11,98005684762,52980203486
KG이니시스,2019,5.64E+11,7.14E+11,1.28E+12,6.87E+11,2.10E+11,8.97E+11,13952217000,1.83E+11,3.81E+11,7.48E+11,82217853896,60026123572
KG이니시스,2018,5.37E+11,3.95E+11,9.32E+11,5.13E+11,80684569399,5.94E+11,13952217000,1.39E+11,3.38E+11,9.25E+11,60425521215,39874883802
KH 전자,2017,76749162749,14924583811,91673746560,7409415660,161620277,7571035937,4750000000,63034011138,84102710623,47361093462,3947908776,3475827867
KH 전자,2020,49600197007,1.04E+11,1.54E+11,34496315354,3481869827,37978185181,48260912500,8255148765,1.16E+11,17513830778,-11904164764,-57227605630
KH 전자,2019,49735444484,1.40E+11,1.90E+11,50371185753,5242110199,55613295952,31153184000,52436979163,1.34E+11,36855517177,-2604193777,-19356795378
KH 전자,2018,97591512396,34327428146,1.32E+11,46732923167,295453564,47028376731,22786000000,66797327710,84890563811,40686888994,778778825,2654440128
KH바텍,2017,1.41E+11,1.79E+11,3.20E+11,94704582535,16817361663,1.12E+11,10000000000,1.82E+11,2.09E+11,3.51E+11,-31454072318,-37703593710
KH바텍,2020,1.30E+11,1.65E+11,2.95E+11,79742024278,39928273068,1.20E+11,11836951500,1.17E+11,1.75E+11,1.85E+11,3527629021,-13806672570
KH바텍,2019,1.23E+11,1.60E+11,2.83E+11,81316256343,17621561261,98937817604,11561265000,1.31E+11,1.85E+11,2.04E+11,6975754090,-11583401436
KH바텍,2018,1.42E+11,1.57E+11,2.99E+11,89142090362,35095234516,1.24E+11,10175008500,1.43E+11,1.74E+11,1.66E+11,-6797925882,-39098140325
KMH,2017,1.45E+11,3.92E+11,5.37E+11,50202365060,92485353729,1.43E+11,,,3.94E+11,2.05E+11,36120943608,42833959964
KMH,2020,2.01E+11,5.92E+11,7.93E+11,2.18E+11,1.48E+11,3.66E+11,,,4.27E+11,3.19E+11,65983727533,38054214978
KMH,2019,1.42E+11,6.06E+11,7.48E+11,1.40E+11,1.16E+11,2.55E+11,,,4.93E+11,2.58E+11,44892260199,24602565819
KMH,2018,1.29E+11,5.87E+11,7.16E+11,1.53E+11,98552697695,2.51E+11,,,4.65E+11,1.93E+11,34640331513,67058689084
KMH하이텍,2017,24365719919,41351908485,65717628404,12418500332,1348491663,13766991995,23442749500,-11097859176,51950636409,51535606578,578448540,-431323057
KMH하이텍,2020,29721965527,70615166765,1.00E+11,17057089237,6906426191,23963515428,23442749500,-2455948428,76373616864,74724579578,7348748426,1587255562
KMH하이텍,2019,28605032493,46841909686,75446942179,9087843607,2693830907,11781674514,23442749500,-4187646632,63665267665,58957831976,5243474663,2221265357
KMH하이텍,2018,23207404807,53784096758,76991501565,8632530505,2717580188,11350110693,23442749500,-6022672221,65641390872,61046544001,4186317860,4629018396
KNN,2017,46934917456,1.56E+11,2.03E+11,14046614442,3288162705,17334777147,66214860000,1.08E+11,1.85E+11,65355374649,8587797919,9600543293
KNN,2020,57763757926,1.56E+11,2.14E+11,11305664841,2604920821,13910585662,66214860000,1.22E+11,2.00E+11,57331562092,6206545602,6194524671
KNN,2019,57712888439,1.52E+11,2.10E+11,11227619217,2617791608,13845410825,66214860000,1.18E+11,1.96E+11,71120187421,7443644044,8126480571
KNN,2018,54353533530,1.53E+11,2.07E+11,12401402416,3500900000,15902302416,66214860000,1.14E+11,1.91E+11,64113045626,7803631103,7840466706
KPX생명과학,2017,38805972599,34158221733,72964194332,10625495733,246624774,10872120507,7500000000,15119801719,62092073825,42584727036,2407817680,2224671001
KPX생명과학,2020,24571814404,46274645343,70846459747,10781076131,694239662,11475315793,7500000000,12819512430,59371143954,24560723779,-1909049524,-1059489015
KPX생명과학,2019,31662114690,40232313979,71894428669,11071925704,464964088,11536889792,7500000000,13892112514,60357538877,37618455167,591103239,1195718923
KPX생명과학,2018,30525388371,38847037301,69372425672,9832615018,428474296,10261089314,7500000000,12621520387,59111336358,32753788223,-1952090303,-1445275479
KT서브마린,2017,17358087194,1.25E+11,1.43E+11,17670895530,16385136021,34056031551,21900000000,75800787858,1.09E+11,73738393176,9468291853,8242548460
KT서브마린,2020,69286808276,47525724192,1.17E+11,9967389765,4064770049,14032159814,21900000000,69840653417,1.03E+11,52225722453,-4141603459,1197007978
KT서브마린,2019,21184339429,99762911606,1.21E+11,12468553756,5983259982,18451813738,21900000000,69555718060,1.02E+11,55167640962,989724287,486032423
KT서브마린,2018,18300585375,1.12E+11,1.31E+11,18417507116,9112934576,27530441692,21900000000,70244454900,1.03E+11,61278284017,-5224366537,-4286227452
LX세미콘,2017,4.98E+11,46544871417,5.44E+11,1.29E+11,2708263242,1.32E+11,8132150000,3.26E+11,4.12E+11,6.93E+11,45521508802,47064354128
LX세미콘,2020,6.29E+11,1.21E+11,7.51E+11,2.09E+11,9228876340,2.18E+11,8132150000,4.48E+11,5.32E+11,1.16E+12,94226639156,72528910564
LX세미콘,2019,5.19E+11,1.11E+11,6.30E+11,1.45E+11,12674547196,1.58E+11,8132150000,3.88E+11,4.72E+11,8.67E+11,47254627681,38538518233
LX세미콘,2018,5.08E+11,99395412661,6.08E+11,1.55E+11,5721034233,1.61E+11,8132150000,3.63E+11,4.47E+11,7.92E+11,55797058547,48960453314
NEW,2017,1.52E+11,1.04E+11,2.56E+11,92065929148,33653685797,1.26E+11,13703053000,27731082624,1.31E+11,94538543693,-5157020946,-7461325176
NEW,2020,1.28E+11,1.48E+11,2.76E+11,1.47E+11,15823314365,1.62E+11,,-291377728,1.13E+11,1.40E+11,-3843251961,-9780602158
NEW,2019,1.63E+11,1.51E+11,3.13E+11,1.67E+11,24934694811,1.91E+11,,5266492076,1.22E+11,1.49E+11,-8149288316,-11086370881
NEW,2018,1.35E+11,1.22E+11,2.57E+11,1.06E+11,21135683091,1.27E+11,,13875583872,1.29E+11,1.61E+11,-10606137995,-14763932813
NE능률,2017,59243235130,30798388296,90041623426,30804417905,3696576122,34500994027,6748921000,38077387642,55540629399,57481262831,2693662307,726538345
NE능률,2020,68317274645,20766422501,89083697146,22450374969,3409941792,25860316761,8263153500,35371293816,63223380385,75363857066,2537196941,971935501
NE능률,2019,66016364314,26255236685,92271600999,30163106007,4651032307,34814138314,7392534000,34198411478,57457462685,84632801802,2940370565,720336607
NE능률,2018,67318417683,27642085475,94960503158,30042973499,7927359726,37970333225,7279031000,33731116995,56990169933,85990356996,-2218942481,-4365086543
NHN벅스,2017,61480453637,29523944454,91004398091,24447751043,1925070606,26372821649,7413775000,32052659543,64631576442,92820905169,-5964433617,-5353884126
NHN벅스,2020,51646900410,36306023817,87952924227,20291589418,5149209769,25440799187,7413775000,37943871098,62512125040,68720426014,1462569605,-4474237723
NHN벅스,2019,71863647446,27726052670,99589700116,24752824165,4758387377,29511211542,7413775000,41784261548,70078488574,84847822034,7026142026,4121733824
NHN벅스,2018,65298375499,25139120304,90437495803,22913905935,1602189468,24516095403,7413775000,37238202279,65921400400,89652082575,5942233654,5219618063
NHN한국사이버결제,2017,1.42E+11,78892011366,2.21E+11,97789707941,18931157971,1.17E+11,9793751500,58250120477,1.05E+11,3.52E+11,17930812912,10202837251
NHN한국사이버결제,2020,2.97E+11,77283367710,3.75E+11,2.16E+11,4740114115,2.21E+11,11485696500,1.19E+11,1.54E+11,6.25E+11,39771947852,29888480188
NHN한국사이버결제,2019,2.43E+11,68561405198,3.12E+11,1.80E+11,4681272290,1.85E+11,11485696500,94551039809,1.27E+11,4.70E+11,32092925575,24475778184
NHN한국사이버결제,2018,2.02E+11,78162983186,2.80E+11,1.46E+11,17886815466,1.64E+11,10958746500,73850776353,1.16E+11,4.33E+11,21771513820,16780040429
NICE평가정보,2017,1.23E+11,1.12E+11,2.35E+11,62306023186,840325043,63146348229,30357410000,98627743298,1.72E+11,3.60E+11,42623652227,30669953442
NICE평가정보,2020,2.01E+11,1.67E+11,3.69E+11,95590904779,14411330390,1.10E+11,30357410000,1.90E+11,2.59E+11,4.46E+11,62718416760,47176003670
NICE평가정보,2019,1.74E+11,1.45E+11,3.19E+11,81192337341,13709420758,94901758099,30357410000,1.55E+11,2.24E+11,4.11E+11,51340882668,40781413459
NICE평가정보,2018,1.44E+11,1.24E+11,2.68E+11,68678878210,1020735779,69699613989,30357410000,1.29E+11,1.98E+11,3.84E+11,48605375969,38305271430
PN풍년,2017,29774696301,18853741251,48628437552,9319162427,7163108850,16482271277,5000000000,26896630152,32146166275,67111332558,1563901289,1434999425
PN풍년,2020,30945436117,18185950097,49131386214,8292391230,1292440958,9584832188,5000000000,35105204173,39546554026,57693667086,503769538,2311221997
PN풍년,2019,35023363667,17422286907,52445650574,12163100095,2004065180,14167165275,5000000000,33028949176,38278485299,54592806441,-1344581315,5421554062
PN풍년,2018,28403525552,20122756827,48526282379,15191274264,226791219,15418065483,5000000000,27858680773,33108216896,61842455200,888293015,1197017621
RFHIC,2017,1.07E+11,47862783035,1.55E+11,24917989885,2725111592,27643101477,11018464000,61287066585,1.27E+11,62055228486,8075619480,6126808153
RFHIC,2020,2.13E+11,99060449710,3.12E+11,45032870120,50150380251,95183250371,11923810000,96727771157,2.17E+11,70452303693,-2996706640,1571044009
RFHIC,2019,1.91E+11,69387353327,2.60E+11,42603913400,2064001974,44667915374,11921051000,99473069015,2.16E+11,1.08E+11,17936449298,20164377270
RFHIC,2018,1.78E+11,56116889739,2.34E+11,43706650822,26863785634,70570436456,11222979500,84006053564,1.64E+11,1.08E+11,26711254436,25401251229
RF머트리얼즈,2020,35120244462,23497330342,58617574804,16024600204,10182407387,26207007591,1798294000,11053170501,32410567213,18213484326,-625374065,-232825713
RF머트리얼즈,2019,22323617853,7426876917,29750494770,3275948629,781308273,4057256902,1732644000,11662673545,25693237868,16211219399,1129461373,1197710711
RF머트리얼즈,2018,10805587580,6987431895,17793019475,1988393750,2695022955,4683416705,1220000000,10464962834,13109602770,19270086800,4604095469,3742381614
S&K폴리텍,2017,97749488382,1.24E+11,2.22E+11,86263994060,66228045968,1.52E+11,5851860500,28628573463,69439854261,1.79E+11,9830384260,4259530112
S&K폴리텍,2020,1.38E+11,1.10E+11,2.47E+11,77554659223,49489430413,1.27E+11,5851860500,44116704169,1.20E+11,2.55E+11,3500286432,-8366946267
S&K폴리텍,2019,1.29E+11,1.18E+11,2.47E+11,99590409626,58329744233,1.58E+11,5851860500,50300574125,88786785919,3.38E+11,25689189274,15338586031
S&K폴리텍,2018,88794575806,1.08E+11,1.97E+11,70706703630,53287655331,1.24E+11,5851860500,35185063309,72709885797,2.82E+11,13510400476,8445182197
SBI인베스트먼트,2018,,,,,,,,,,,,
SBI핀테크솔루션즈,2017,10566686000,1643571000,12210257000,8693360000,423507000,9116867000,802667000,1553814000,3093390000,8076636000,546335000,366148000
