회사,amount,년도,2017,2018,2019,2020,2021
회사명,거래소코드,항목,amount,amount,amount,amount,amount
(주)위니아,71460,자산(*)(천원),316375485,296366500,319346462,339592800,482846127
(주)휴온스글로벌,84110,자산(*)(천원),316883967,346265338,352227677,392413803,552398123
(주)바텍,43150,자산(*)(천원),320605433,341480704,362905886,312903365,358495270
(주)동국에스엔씨,100130,자산(*)(천원),320888283,298151319,323693824,316404608,342814729
(주)다원시스,68240,자산(*)(천원),328624050,337404725,518845427,592973757,659900533
(주)웹젠,69080,자산(*)(천원),329938315,398335417,413500074,534999117,604870986
(주)테크윙,89030,자산(*)(천원),337916673,332823311,345583053,382674965,475139977
피아이첨단소재(주),178920,자산(*)(천원),341155485,372365385,392965082,404031459,
동국제약(주),86450,자산(*)(천원),342149243,408675736,464293416,529735456,587993168
서울바이오시스(주),92190,자산(*)(천원),343169712,285010887,353933561,387313694,426766050
(주)그래디언트,35080,자산(*)(천원),344022749,339457297,336145750,548439865,606037452
베뉴지(주),19010,자산(*)(천원),344904371,388576981,401722903,402900765,424112371
매일홀딩스(주),5990,자산(*)(천원),345050518,347662416,365558877,356624083,356110943
아진산업(주),13310,자산(*)(천원),346148746,386490661,447355194,432699217,400653828
도이치모터스(주),67990,자산(*)(천원),355211041,309897240,427423620,461373044,470488375
(주)네오위즈,95660,자산(*)(천원),358084232,369637231,364839362,448799950,514355029
하이록코리아(주),13030,자산(*)(천원),360355376,351513112,361032353,356474811,369843363
대원산업(주),5710,자산(*)(천원),367010224,401821285,416161539,442808117,467010871
(주)케이피에프,24880,자산(*)(천원),367650469,358386608,369936102,346293953,401544747
(주)광림,14200,자산(*)(천원),369582323,236379465,193568854,234833331,272822325
영풍정밀(주),36560,자산(*)(천원),370657532,336180443,335021303,326744255,378311424
(주)메디톡스,86900,자산(*)(천원),372487019,371313719,388656491,431506340,547093104
(주)엠씨넥스,97520,자산(*)(천원),373911995,384934784,467688104,466653239,
(주)코다코,46070,자산(*)(천원),373944688,346822339,302184821,295149722,310906927
삼목에스폼(주),18310,자산(*)(천원),375587972,373638962,396407856,395923977,478326426
(주)제이콘텐트리,36420,자산(*)(천원),377322282,479646071,,,
(주)위메이드,112040,자산(*)(천원),379617273,282228896,216781681,219532584,664562516
(주)케이지모빌리언스,46440,자산(*)(천원),380673939,385925474,388597400,413502780,437187427
에스티팜(주),237690,자산(*)(천원),382298311,345551799,335639355,444862932,494693773
한양이엔지(주),45100,자산(*)(천원),384179400,419930081,455801265,473320112,536377346
(주)서한,11370,자산(*)(천원),391890974,472395823,469386259,543226809,754513210
(주)대원,7680,자산(*)(천원),392648564,413728301,424534266,445406217,473429157
하나마이크론(주),67310,자산(*)(천원),393772776,381914598,445931059,480006352,686012178
삼강엠앤티(주),100090,자산(*)(천원),396811974,406170824,473810560,525156358,623025475
(주)팜스토리,27710,자산(*)(천원),397132114,438461976,545819420,552200411,633946835
(주)이오테크닉스,39030,자산(*)(천원),400332087,372994875,383935725,428391935,497109625
(주)엠에스오토텍,123040,자산(*)(천원),401309845,411012067,483463180,391304899,457862381
(주)아모텍,52710,자산(*)(천원),401575882,404541374,448549925,461604061,446520387
(주)선광,3100,자산(*)(천원),403571213,418659682,426912383,440922064,442814761
(주)한국아트라스비엑스,23890,자산(*)(천원),403788040,487617592,476129809,596896424,
(주)이지홀딩스,35810,자산(*)(천원),407907592,492579160,455352628,411959138,518563144
(주)원익아이피에스,240810,자산(*)(천원),409712047,512138016,899386012,1100581694,1165496571
세종텔레콤(주),36630,자산(*)(천원),418572192,391274797,441789022,483496454,497920514
(주)더블유게임즈,192080,자산(*)(천원),419734962,,,,
비에이치아이(주),83650,자산(*)(천원),423418136,365898220,371021012,397650975,392741005
(주)다날,64260,자산(*)(천원),425811995,420268096,482001222,494837473,704435583
(주)비에이치,90460,자산(*)(천원),425896755,385959785,375115601,401402702,493709594
(주)에이스침대,3800,자산(*)(천원),429928920,477104522,519688129,577181152,643385016
(주)에스엠엔터테인먼트,41510,자산(*)(천원),436117975,534318733,565047824,541611121,705293286
인탑스(주),49070,자산(*)(천원),437926310,425680092,446197534,489819403,533716845
스튜디오드래곤(주),253450,자산(*)(천원),438474369,491308372,560849210,726865135,848199283
(주)톱텍,108230,자산(*)(천원),440763827,376496050,411310357,394654430,361312370
(주)케이지이니시스,35600,자산(*)(천원),441411124,450759135,551916069,690796066,722538589
(주)레드캡투어,38390,자산(*)(천원),448102058,389150486,414139245,451779364,487957327
(주)와이지엔터테인먼트,122870,자산(*)(천원),452868867,453702791,369572810,399658757,431966601
(주)태광,23160,자산(*)(천원),454010340,457059153,473114219,459102468,462734812
(주)아난티,25980,자산(*)(천원),457003413,473230558,527646693,553167945,646816800
(주)파트론,91700,자산(*)(천원),462212762,434271557,476712458,550250175,659291537
에이피시스템(주),265520,자산(*)(천원),468037043,420588797,419365629,368780828,425781452
(주)성광벤드,14620,자산(*)(천원),469214393,465282165,469901965,466575900,465072043
(주)모베이스전자,12860,자산(*)(천원),469397329,521893192,562807773,545536930,
오스템임플란트(주),48260,자산(*)(천원),472436094,530129079,639267897,757691256,821300888
(주)인터파크,108790,자산(*)(천원),473343999,503332433,471485767,,
에스지씨이테크건설(주),16250,자산(*)(천원),505201217,615541338,798493788,661158227,586780067
(주)에스에프에이반도체,36540,자산(*)(천원),518921419,521235257,564429867,474837998,500600648
(주)셀트리온제약,68760,자산(*)(천원),520166424,449699183,470980396,548074598,637884365
(주)카카오엠,16170,자산(*)(천원),520384290,,,,
에이치케이이노엔(주),195940,자산(*)(천원),526863630,445074700,575949405,1615084849,1837695427
동국산업(주),5160,자산(*)(천원),535654734,516002474,490729848,488046830,523746384
(주)골프존뉴딘홀딩스,121440,자산(*)(천원),536244772,563387103,537526345,562128924,702771959
(주)실리콘웍스,108320,자산(*)(천원),543846281,607248819,629264178,749887918,1169534024
경창산업(주),24910,자산(*)(천원),555301171,506725016,452015739,422625772,413092864
피에이치에이(주),43370,자산(*)(천원),557222137,606651728,571696674,614554733,626745715
(주)모다이노칩,80420,자산(*)(천원),563330684,542612898,754509203,775839035,828547776
(주)동진쎄미켐,5290,자산(*)(천원),567261062,645833483,701213988,790597665,914940022
(주)심텍,222800,자산(*)(천원),577650601,689656270,709597553,651981095,708377554
매일유업(주),267980,자산(*)(천원),590951466,616805801,678655992,752136068,991548197
(주)와이지-원,19210,자산(*)(천원),614256145,696068617,686510706,699790499,670937914
(주)하림,136480,자산(*)(천원),614671617,820345079,763868963,758259915,793362432
(주)티케이케미칼,104480,자산(*)(천원),631962164,683205858,676691902,676056015,1146224186
(주)포스코아이씨티,22100,자산(*)(천원),634468811,596991113,663897944,674398074,628143764
(주)인터플렉스,51370,자산(*)(천원),647740201,398410134,392621933,336421344,357517459
(주)서희건설,35890,자산(*)(천원),665644810,726048274,862840495,1046496554,1338590317
휴젤(주),145020,자산(*)(천원),689741328,860712808,848026074,864022077,848964006
(주)원익홀딩스,30530,자산(*)(천원),700282429,706695814,704969433,841622885,835986429
(주)동원개발,13120,자산(*)(천원),703630959,877699704,929793884,1064999817,1226254588
코오롱생명과학(주),102940,자산(*)(천원),716796713,618903273,278294781,229893239,220258666
솔브레인홀딩스(주),36830,자산(*)(천원),778431194,888175142,976025512,1043837983,1075396819
(주)포스코케미칼,3670,자산(*)(천원),791424307,837865593,,,
(주)컴투스,78340,자산(*)(천원),830072450,901686976,993733892,1039941622,1423538906
(주)리드코프,12700,자산(*)(천원),832754856,869237783,783735694,839109303,1041854788
에스케이 머티리얼즈(주),36490,자산(*)(천원),848432199,947825006,1076533199,1124484768,
동화기업(주),25900,자산(*)(천원),863389808,881305163,1086229996,1118510494,1144636230
씨제이프레시웨이(주),51500,자산(*)(천원),882413107,889388793,1132092351,1112841403,1158713843
(주)케이씨씨건설,21320,자산(*)(천원),941683141,968810495,1039194851,977535499,1089774228
(주)태웅,44490,자산(*)(천원),1001617902,1030652777,993302352,800770744,772001035
서울반도체(주),46890,자산(*)(천원),1005491999,1047363841,1044292890,1006309333,1016887669
(주)휴맥스,115160,자산(*)(천원),1029891505,889069691,898189836,1003067004,796568702
(주)삼표시멘트,38500,자산(*)(천원),1103910928,1110495487,1111648259,1132049615,1186648736
(주)씨제이이엔엠,35760,자산(*)(천원),1149206096,4491181820,4350964815,4903163488,6032346375
(주)파라다이스,34230,자산(*)(천원),1210156987,1500766069,1756388883,1751644174,1745949772
(주)하림지주,3380,자산(*)(천원),1213879698,1585290058,1614029486,1721058184,1781105885
(주)에스에프에이,56190,자산(*)(천원),1216504602,1042220701,1191212985,1312177495,1293167419
(주)지에스홈쇼핑,28150,자산(*)(천원),1424845881,1384201780,1426568431,1561615403,
유진기업(주),23410,자산(*)(천원),1438477812,1506384961,1444273589,1623350548,1680602698
(주)서부티엔디,6730,자산(*)(천원),1502577668,1724660416,1811212318,1818178832,1749658748
(주)성우하이텍,15750,자산(*)(천원),1900200679,1937359976,1843989416,1875858872,1883662364
씨제이이앤엠(주),130960,자산(*)(천원),2273295755,,,,
(주)셀트리온헬스케어,91990,자산(*)(천원),2914165386,2933661226,2773873519,3689038625,3457108484
(주)고바이오랩,348150,자산(*)(천원),,,34573964,55675224,100242225
(주)국전약품,307750,자산(*)(천원),,,,57802440,106988929
(주)금오하이텍,165270,자산(*)(천원),,,,,
(주)나인테크,267320,자산(*)(천원),,,,73527140,81905515
(주)네오셈,253590,자산(*)(천원),,,61104654,59872757,81885560
(주)네오이뮨텍,950220,자산(*)(천원),,,121553609,96307317,189265508
(주)네온테크,306620,자산(*)(천원),,,,59368825,69235761
(주)네패스아크,330860,자산(*)(천원),,,158875941,301931443,417541243
(주)다린,204690,자산(*)(천원),,,,,
(주)다보링크,340360,자산(*)(천원),,,,,46888549
(주)대유에이피,290120,자산(*)(천원),,81805754,116058721,155876561,197392579
(주)더블유에스아이,299170,자산(*)(천원),,,,28556281,52251377
(주)덴티스,261200,자산(*)(천원),,,,86065115,107256062
(주)디어유,376300,자산(*)(천원),,,,13657455,133555984
(주)디피앤케이,189700,자산(*)(천원),,,,,
(주)라닉스,317120,자산(*)(천원),,10406677,20394753,32347500,45235513
(주)라이프시맨틱스,347700,자산(*)(천원),,8205471,6262343,9539670,33285525
(주)러셀,217500,자산(*)(천원),,42193435,45280733,44630300,63081212
(주)레이크머티리얼즈,281740,자산(*)(천원),,,,89827107,135443887
(주)리더스기술투자,19570,자산(*)(천원),,,,,
(주)맥스트,377030,자산(*)(천원),,,,6957483,18559547
(주)메드팩토,235980,자산(*)(천원),,31820853,80699693,58496133,133341844
(주)모비데이즈,363260,자산(*)(천원),,,,,
(주)모아데이타,288980,자산(*)(천원),,3150376,9006936,19309434,24878907
(주)모아텍,33200,자산(*)(천원),,83117401,83063356,74820771,74378675
(주)미래자원엠엘,233190,자산(*)(천원),,,,,
(주)바이오다인,314930,자산(*)(천원),,12915295,23251218,25244519,45822781
(주)바이오에프디엔씨,251120,자산(*)(천원),,,15290610,17626210,23040032
(주)박셀바이오,323990,자산(*)(천원),,,10035735,35497513,31276359
(주)베스파,299910,자산(*)(천원),,113003363,111946288,72557868,10315152
(주)본느,226340,자산(*)(천원),,31692065,38732823,53141885,75870614
(주)브랜드엑스코퍼레이션,337930,자산(*)(천원),,,39293574,73615470,87882186
(주)브이씨,365900,자산(*)(천원),,24714299,27452876,35242400,58162569
(주)블리츠웨이,369370,자산(*)(천원),,,,,20557689
(주)비앤에스미디어,156170,자산(*)(천원),,,,,
(주)비엔씨컴퍼니,58370,자산(*)(천원),,,,,
(주)비올,335890,자산(*)(천원),,,,23598674,29873353
(주)비투엔,307870,자산(*)(천원),,,,,29476776
(주)비트나인,357880,자산(*)(천원),,12356003,9534849,7301311,34238853
(주)세기리텍,199870,자산(*)(천원),,,,,
(주)세림비앤지,340440,자산(*)(천원),,,,,43861561
(주)세화피앤씨,85980,자산(*)(천원),,,,,
(주)셀레믹스,331920,자산(*)(천원),,,,30599112,26897769
(주)셀리드,299660,자산(*)(천원),,14216133,52515665,49399940,58256319
(주)셀트리온,68270,자산(*)(천원),,,,,
(주)소마젠,950200,자산(*)(천원),,,28274342,50605059,45360183
(주)신도기연,290520,자산(*)(천원),,52168506,77416807,84171643,81232679
(주)신양오라컴디스플레이,86830,자산(*)(천원),,,,,
(주)신테카바이오,226330,자산(*)(천원),,12107766,47946292,44777916,67651593
(주)싸이버원,356890,자산(*)(천원),,13910496,13635033,15249720,30157557
(주)썬코어,51170,자산(*)(천원),,,,,
(주)씨엔알리서치,359090,자산(*)(천원),,,,,72160734
(주)아모그린텍,125210,자산(*)(천원),,53635049,88827141,105680293,114295024
(주)아이비김영,339950,자산(*)(천원),,,,51882537,65235258
(주)아이엘사이언스,307180,자산(*)(천원),,,27215219,39072495,58210970
(주)아이티아이즈,372800,자산(*)(천원),,4359048,7556777,20008996,48684069
(주)아톤,158430,자산(*)(천원),,,55935145,54664935,94400076
(주)알로이스,297570,자산(*)(천원),,,21853390,26095877,41117146
(주)알체라,347860,자산(*)(천원),,,12249163,30135358,74379699
(주)애니플러스,310200,자산(*)(천원),,,,20513202,84684104
(주)애드바이오텍,179530,자산(*)(천원),,9702227,11417210,18892474,21124312
(주)에스앤케이,950180,자산(*)(천원),,93588337,304035108,332819408,246839858
(주)에스에스컴텍,36500,자산(*)(천원),,,,,
(주)에스에이티이엔지,351320,자산(*)(천원),,,,,47039817
(주)에스와이이노베이션,194860,자산(*)(천원),,,,,
(주)에이티넘인베스트먼트,21080,자산(*)(천원),,,,,
(주)에치에프알,230240,자산(*)(천원),,113532287,133298566,148074790,203994174
(주)에코프로비엠,247540,자산(*)(천원),,464451920,650356539,771315401,1233197484
(주)에코프로에이치엔,383310,자산(*)(천원),,,,,128972658
(주)엔에스브이,95300,자산(*)(천원),,,,,
(주)엔젠바이오,354200,자산(*)(천원),,,13439206,49393359,43867227
(주)엔투텍,227950,자산(*)(천원),,28645495,,107636764,90764350
(주)엔피,291230,자산(*)(천원),,,,,37445269
(주)예선테크,250930,자산(*)(천원),,,38550147,56835204,58053481
(주)오하임아이엔티,309930,자산(*)(천원),,,,29776828,40119460
(주)와이즈버즈,273060,자산(*)(천원),,,,68798557,61665195
(주)우전,52270,자산(*)(천원),,,,,
(주)원바이오젠,307280,자산(*)(천원),,,,7809193,36370234
(주)원준,382840,자산(*)(천원),,,,64976573,144560741
(주)원티드랩,376980,자산(*)(천원),,,,14326033,45638920
(주)웨이버스,336060,자산(*)(천원),,,,,
(주)위노바,39790,자산(*)(천원),,,,,
(주)유에스티,263770,자산(*)(천원),,69268301,60962055,68505597,72536060
(주)이랜시스,264850,자산(*)(천원),,,45061052,45959376,51941724
(주)이지바이오,353810,자산(*)(천원),,,,89822118,109502807
(주)인산가,277410,자산(*)(천원),,32523687,47097435,61900443,84271115
(주)일승,333430,자산(*)(천원),,,,,48700107
(주)자비스,254120,자산(*)(천원),,,28657262,30556217,28540872
(주)제이시스메디칼,287410,자산(*)(천원),,,,,65051147
(주)지니틱스,303030,자산(*)(천원),,,42753858,41677504,43368838
(주)진시스템,363250,자산(*)(천원),,,,18918986,50657603
(주)차백신연구소,261780,자산(*)(천원),,,,25747444,65312549
(주)카이노스메드,284620,자산(*)(천원),,,,30850569,35686600
(주)카카오,35720,자산(*)(천원),,,,,
(주)캐로스,260490,자산(*)(천원),,,,,
(주)케이엔씨글로벌,68150,자산(*)(천원),,,,,
(주)코퍼스코리아,322780,자산(*)(천원),,,,40644056,85852643
(주)쿠콘,294570,자산(*)(천원),,72394861,96807402,141308000,201092591
(주)퀀타매트릭스,317690,자산(*)(천원),,32023647,34931282,65532224,69041268
(주)큐라클,365270,자산(*)(천원),,,15524469,12687273,65529345
(주)클리노믹스,352770,자산(*)(천원),,,26873330,45245064,70391834
(주)티라유텍,322180,자산(*)(천원),,20601440,34783878,33129568,30824316
(주)티에스인베스트먼트,246690,자산(*)(천원),,,,,
(주)티에스트릴리온,317240,자산(*)(천원),,,,40681002,62950760
(주)티움바이오,321550,자산(*)(천원),,29323570,93456675,85071833,108096359
(주)파멥신,208340,자산(*)(천원),,69786539,161818324,137364117,70975916
(주)파이버프로,368770,자산(*)(천원),,,,,
(주)포바이포,389140,자산(*)(천원),,,,,
(주)포인트엔지니어링,256630,자산(*)(천원),,,87929988,103045886,98968470
(주)포커스에이치엔에스,331380,자산(*)(천원),,,,,33342180
(주)폭스소프트,354230,자산(*)(천원),,6571288,6090412,6875995,
(주)푸른상호저축은행,7330,자산(*)(천원),,,,,
(주)퓨런티어,370090,자산(*)(천원),,,11765665,8515361,17611623
(주)프로이천,321260,자산(*)(천원),,,,,30693380
(주)프리젠,60910,자산(*)(천원),,,,,
(주)플래티어,367000,자산(*)(천원),,,,27670337,52225411
(주)피에스엠씨,24850,자산(*)(천원),,28491187,26735969,29998074,27583708
(주)피플바이오,304840,자산(*)(천원),,6521281,4357314,10654954,47992833
(주)핌스,347770,자산(*)(천원),,,27885657,63558203,85295981
(주)하이딥,365590,자산(*)(천원),,,,,
(주)한국비엔씨,256840,자산(*)(천원),,,49598924,67622525,134712451
(주)한송네오텍,226440,자산(*)(천원),,25502435,38668165,48225407,82733698
(주)한진피앤씨,61460,자산(*)(천원),,,,,
(주)휴럼,353190,자산(*)(천원),,,,,46306609
(주)휴센텍,215090,자산(*)(천원),,30350835,22265439,32252407,103510431
골든브릿지제2호기업인수목적(주),206660,자산(*)(천원),,,,,
골든브릿지제3호기업인수목적(주),219580,자산(*)(천원),,,,,
교보10호기업인수목적(주),355150,자산(*)(천원),,,,,
교보11호기업인수목적(주),397880,자산(*)(천원),,,,,
교보5호기업인수목적(주),223040,자산(*)(천원),,,,,
교보9호기업인수목적(주),331520,자산(*)(천원),,,,,
그레이트리치과기유한공사,900290,자산(*)(천원),,,,,
글로벌에스엠테크리미티드,900070,자산(*)(천원),,,,,
나무기술(주),242040,자산(*)(천원),,31194798,41667214,66106735,74168397
나우아이비캐피탈(주),293580,자산(*)(천원),,,,,
노을(주),376930,자산(*)(천원),,,,15552766,19943844
다올인베스트먼트(주),298870,자산(*)(천원),,,,,
대성창업투자(주),27830,자산(*)(천원),,,,,
대신밸런스제10호기업인수목적(주),387310,자산(*)(천원),,,,,
대신밸런스제11호기업인수목적(주),397500,자산(*)(천원),,,,,
대신밸런스제4호기업인수목적(주),262830,자산(*)(천원),,,,,
대신밸런스제7호기업인수목적(주),332290,자산(*)(천원),,,,,
대신밸런스제8호기업인수목적(주),336570,자산(*)(천원),,,,,
대우기업인수목적2호(주),204440,자산(*)(천원),,,,,
대우기업인수목적3호(주),215580,자산(*)(천원),,,,,
동부제4호기업인수목적(주),230490,자산(*)(천원),,,,,
디비금융제10호기업인수목적(주),404950,자산(*)(천원),,,,,
디비금융제8호기업인수목적(주),367340,자산(*)(천원),,,,,
디비금융제9호기업인수목적(주),367360,자산(*)(천원),,,,,
디에스씨인베스트먼트(주),241520,자산(*)(천원),,,,,
디와이씨(주),310870,자산(*)(천원),,,,,101318904
라온피플(주),300120,자산(*)(천원),,28961563,65686253,62830062,85343612
로스웰인터내셔널유한회사,900260,자산(*)(천원),,,,,
린드먼아시아인베스트먼트(주),277070,자산(*)(천원),,,,,
메이슨캐피탈(주),21880,자산(*)(천원),,,,,
미래에셋대우기업인수목적1호(주),265480,자산(*)(천원),,,,,
미래에셋대우기업인수목적3호(주),328380,자산(*)(천원),,,,,
미래에셋대우기업인수목적5호(주),353490,자산(*)(천원),,,,,
미래에셋벤처투자(주),100790,자산(*)(천원),,,,,
미래에셋비전기업인수목적1호(주),412930,자산(*)(천원),,,,,
미래에셋제3호기업인수목적(주),215750,자산(*)(천원),,,,,
미투젠(유),950190,자산(*)(천원),,36835463,60338118,116900414,121250580
바이젠셀(주),308080,자산(*)(천원),,9024889,26488040,23050550,116978531
삼성기업인수목적4호(주),377630,자산(*)(천원),,,,,
삼성머스트기업인수목적5호(주),380320,자산(*)(천원),,,,,
상상인이안제2호기업인수목적(주),329560,자산(*)(천원),,,,,
상상인제3호기업인수목적(주),415580,자산(*)(천원),,,,,
소프트캠프(주),258790,자산(*)(천원),,,20516086,20954120,33569916
솔브레인(주),357780,자산(*)(천원),,,,655784542,726019568
스톤브릿지벤처스(주),330730,자산(*)(천원),,,,,
신영해피투모로우제5호기업인수목적(주),323280,자산(*)(천원),,,,,
신영해피투모로우제6호기업인수목적(주),344050,자산(*)(천원),,,,,
신영해피투모로우제7호기업인수목적(주),419270,자산(*)(천원),,,,,
신한제3호기업인수목적(주),257730,자산(*)(천원),,,,,
신한제4호기업인수목적(주),277480,자산(*)(천원),,,,,
신한제6호기업인수목적(주),333050,자산(*)(천원),,,,,
신한제7호기업인수목적(주),366330,자산(*)(천원),,,,,
신한제8호기업인수목적(주),393360,자산(*)(천원),,,,,
신한제9호기업인수목적(주),405640,자산(*)(천원),,,,,
씨아이에스(주),144630,자산(*)(천원),,,,,
씨앤에이치(주),23460,자산(*)(천원),,,,,
씨케이에이치푸드앤헬스리미티드,900120,자산(*)(천원),,,,,
아스팩오일(주),232360,자산(*)(천원),,,,,
아이비케이에스제12호기업인수목적(주),335870,자산(*)(천원),,,,,
아이비케이에스제13호기업인수목적(주),351340,자산(*)(천원),,,,,
아이비케이에스제16호기업인수목적(주),388790,자산(*)(천원),,,,,
아이비케이에스제17호기업인수목적(주),405350,자산(*)(천원),,,,,
아이비케이에스제7호기업인수목적(주),276920,자산(*)(천원),,,,,
아이이(주),23430,자산(*)(천원),,,,,
아주아이비투자(주),27360,자산(*)(천원),,,,,
알에프머트리얼즈(주),327260,자산(*)(천원),,17793019,29750495,40641795,42441858
에스브이인베스트먼트(주),289080,자산(*)(천원),,,,,
에스비아이인베스트먼트(주),19550,자산(*)(천원),,,,,
에스앤씨엔진그룹리미티드,900080,자산(*)(천원),,,,,
에스지에이시스템즈(주),232290,자산(*)(천원),,,,,
에스케이에이씨피씨제4호기업인수목적(주),307070,자산(*)(천원),,,,,
에스케이제1호기업인수목적(주),207930,자산(*)(천원),,,,,
에스케이제3호기업인수목적(주),232330,자산(*)(천원),,,,,
에스케이제5호기업인수목적(주),337450,자산(*)(천원),,,,,
에스케이제6호기업인수목적(주),340350,자산(*)(천원),,,,,
에스케이증권에이씨피씨제7호기업인수목적(주),408920,자산(*)(천원),,,,,
에스케이커뮤니케이션즈(주),66270,자산(*)(천원),,,,,
에이디엠코리아(주),187660,자산(*)(천원),,,16491666,20633418,38592692
에이치엠씨아이비제4호기업인수목적(주),353070,자산(*)(천원),,,,,
에이치엠씨아이비제5호기업인수목적(주),353060,자산(*)(천원),,,,,
에코캡(주),128540,자산(*)(천원),,105572451,114142466,107881842,93634131
엔에이치기업인수목적13호(주),310840,자산(*)(천원),,,,,
엔에이치기업인수목적20호(주),391060,자산(*)(천원),,,,,
엔에이치기업인수목적21호(주),391710,자산(*)(천원),,,,,
엔에이치기업인수목적22호(주),396770,자산(*)(천원),,,,,
엔에이치기업인수목적7호 주식회사,217810,자산(*)(천원),,,,,
엔에이치에스엘기업인수목적(주),207720,자산(*)(천원),,,,,
엠벤처투자(주),19590,자산(*)(천원),,,,,
엠에프엠코리아(주),323230,자산(*)(천원),,,,54143427,90005942
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,자산(*)(천원),,,,,
완리인터내셔널홀딩스,900180,자산(*)(천원),,,,,
우리기술투자(주),41190,자산(*)(천원),,,,,
웨이포트유한공사,900130,자산(*)(천원),,,,,
윈텍(주),320000,자산(*)(천원),,,,22387513,24612973
윙입푸드홀딩스,900340,자산(*)(천원),,,,,
유안타제2호기업인수목적(주),219960,자산(*)(천원),,,,,
유안타제4호기업인수목적(주),313750,자산(*)(천원),,,,,
유안타제7호기업인수목적(주),367460,자산(*)(천원),,,,,
유안타제8호기업인수목적(주),367480,자산(*)(천원),,,,,
유일에너테크(주),340930,자산(*)(천원),,,62958529,40790147,89006749
유진기업인수목적3호(주),221200,자산(*)(천원),,,,,
유진기업인수목적6호(주),373340,자산(*)(천원),,,,,
유진기업인수목적7호(주),388800,자산(*)(천원),,,,,
유진기업인수목적8호(주),413630,자산(*)(천원),,,,,
이베스트기업인수목적3호(주),225440,자산(*)(천원),,,,,
이베스트기업인수목적5호(주),349720,자산(*)(천원),,,,,
이베스트이안기업인수목적1호(주),323210,자산(*)(천원),,,,,
이베스트투자증권(주),78020,자산(*)(천원),,,,,
이스트아시아홀딩스인베스트먼트리미티드,900110,자산(*)(천원),,,,,
줌인터넷(주),239340,자산(*)(천원),,,32479942,34798166,36620642
지니너스(주),389030,자산(*)(천원),,,,30396862,58061632
지엔원에너지(주),270520,자산(*)(천원),,,,35783187,36255188
지투파워(주),388050,자산(*)(천원),,,,,
차이나그레이트스타인터내셔널리미티드,900040,자산(*)(천원),,,,,
차이나크리스탈신소재홀딩스,900250,자산(*)(천원),,,,,
차이나하오란리사이클링유한공사,900090,자산(*)(천원),,,,,
컬러레이홀딩스,900310,자산(*)(천원),,,,,
컴퍼니케이파트너스(주),307930,자산(*)(천원),,,,,
케이만금세기차륜집단유한공사,900280,자산(*)(천원),,,,,
케이비드림투게더제3호기업인수목적(주),221950,자산(*)(천원),,,,,
케이비제17호기업인수목적(주),317030,자산(*)(천원),,,,,
케이비제18호기업인수목적(주),323940,자산(*)(천원),,,,,
케이비제19호기업인수목적(주),330990,자산(*)(천원),,,,,
케이비제20호기업인수목적(주),342550,자산(*)(천원),,,,,
케이비제8호기업인수목적(주),222390,자산(*)(천원),,,,,
케이비제9호기업인수목적(주),232270,자산(*)(천원),,,,,
케이엠제약(주),225430,자산(*)(천원),,32735715,43142804,50240205,53067331
케이티비기업인수목적1호(주),204650,자산(*)(천원),,,,,
케이프이에스제4호기업인수목적(주),347140,자산(*)(천원),,,,,
코리아에셋투자증권(주),190650,자산(*)(천원),,,,,
큐캐피탈파트너스(주),16600,자산(*)(천원),,,,,
키움제3호기업인수목적(주),218710,자산(*)(천원),,,,,
키움제4호기업인수목적(주),226850,자산(*)(천원),,,,,
키움제5호기업인수목적(주),311270,자산(*)(천원),,,,,
키움제6호기업인수목적(주),413600,자산(*)(천원),,,,,
패션플랫폼(주),225590,자산(*)(천원),,43262813,54773061,54912680,60783148
패션플랫폼(주),256090,자산(*)(천원),,,,,
피에스케이(주),319660,자산(*)(천원),,,212387286,258768282,397807887
피엔케이피부임상연구센타(주),347740,자산(*)(천원),,17640531,27969149,59891743,67093588
하나금융14호기업인수목적(주),332710,자산(*)(천원),,,,,
하나금융15호기업인수목적(주),341160,자산(*)(천원),,,,,
하나금융16호기업인수목적(주),343510,자산(*)(천원),,,,,
하나금융19호기업인수목적(주),388220,자산(*)(천원),,,,,
하나금융20호기업인수목적(주),400560,자산(*)(천원),,,,,
하나금융21호기업인수목적(주),406760,자산(*)(천원),,,,,
하나머스트3호기업인수목적(주),208870,자산(*)(천원),,,,,
하나머스트7호기업인수목적(주),372290,자산(*)(천원),,,,,
하나머스트제6호기업인수목적(주),307160,자산(*)(천원),,,,,
하이에이아이1호기업인수목적(주),235010,자산(*)(천원),,,,,
하이제5호기업인수목적(주),340120,자산(*)(천원),,,,,
하이제6호기업인수목적(주),377400,자산(*)(천원),,,,,
하이제7호기업인수목적(주),400840,자산(*)(천원),,,,,
하인크코리아(주),373200,자산(*)(천원),,,,,
한국제10호기업인수목적(주),409570,자산(*)(천원),,,,,
한국제4호기업인수목적(주),240540,자산(*)(천원),,,,,
한국제5호기업인수목적(주),271740,자산(*)(천원),,,,,
한국제6호기업인수목적(주),281410,자산(*)(천원),,,,,
한국제7호기업인수목적(주),291210,자산(*)(천원),,,,,
한국캐피탈(주),23760,자산(*)(천원),,,,,
한주금속(주),198940,자산(*)(천원),,,,,
한화수성기업인수목적(주),265920,자산(*)(천원),,,,,
