회사명,거래소코드,회계년도,[제조]영업활동으로 인한 현금흐름(*),[제조]투자활동으로 인한 현금흐름(*),[제조]재무활동으로 인한 현금흐름(*),패턴
(주)보광산업,225530,2020년 12월,13752910,-29745740,7419860,성장기업
(주)보광산업,225530,2019년 12월,12731419,-7407113,-5797815,우량기업
(주)보광산업,225530,2021년 12월,19702627,15826303,-13963693,성숙기업
(주)보광산업,225530,2018년 12월,5295646,961102,-1578689,성숙기업
(주)보광산업,225530,2017년 12월,13827318,-3239063,-4179401,우량기업
(주)보라티알,250000,2020년 12월,2502678,1759876,-6635560,성숙기업
(주)보라티알,250000,2021년 12월,6079857,-2872023,-6695600,우량기업
(주)보라티알,250000,2019년 12월,3783788,-21730504,23911104,성장기업
(주)보라티알,250000,2017년 12월,6472522,-32206462,26197724,성장기업
(주)보라티알,250000,2018년 12월,-547850,15465511,-6943215,정리기업
(주)본느,226340,2017년 12월,,,,판단불가
(주)본느,226340,2020년 12월,5878015,1573771,13869657,전환기업
(주)본느,242420,2017년 12월,2646861,-351790,291085,성장기업
(주)본느,226340,2018년 12월,-5250101,794314,415298,부실기업
(주)본느,226340,2021년 12월,4778519,-47109758,25190164,성장기업
(주)본느,226340,2019년 12월,10271735,-5376605,-1293778,우량기업
(주)부-스타,8470,2019년 12월,2842336,8959916,-654640,성숙기업
(주)부-스타,8470,2017년 12월,-785828,-2033263,-840480,쇠퇴기업
(주)부-스타,8470,2021년 12월,4425150,-3900419,-1428211,우량기업
(주)부-스타,8470,2018년 12월,-1000641,-1709451,-756432,쇠퇴기업
(주)부-스타,8470,2020년 12월,5675123,-6610359,-2472554,우량기업
(주)부방,14470,2021년 12월,1270274,-69668516,62088679,성장기업
(주)부방,14470,2019년 12월,3875984,2769532,-76635,성숙기업
(주)부방,14470,2018년 12월,5228615,596545,-5659050,성숙기업
(주)부방,14470,2020년 12월,2771952,-2945706,-2307070,우량기업
(주)부방,14470,2017년 12월,10275822,-1645356,-5853539,우량기업
(주)뷰노,338220,2021년 12월,-14604786,-19320435,36521502,스타트업
(주)뷰웍스,100120,2017년 12월,23548088,-13547127,-5228739,우량기업
(주)뷰웍스,100120,2018년 12월,22786637,-10781756,-5062518,우량기업
(주)뷰웍스,100120,2021년 12월,15665388,-9590716,-2395051,우량기업
(주)뷰웍스,100120,2019년 12월,17272223,-11683748,-3023662,우량기업
(주)뷰웍스,100120,2020년 12월,7264212,-18075150,-6185109,우량기업
(주)브랜드엑스코퍼레이션,337930,2021년 12월,24567129,-18269625,-7445050,우량기업
(주)브랜드엑스코퍼레이션,337930,2020년 12월,-16040110,-8861009,23707034,스타트업
(주)브리지텍,64480,2021년 12월,10706106,-5561829,-1769353,우량기업
(주)브리지텍,64480,2019년 12월,-2020098,-3306326,-1788359,쇠퇴기업
(주)브리지텍,64480,2018년 12월,4214381,-892771,-640405,우량기업
(주)브리지텍,64480,2017년 12월,-2932294,-13087818,-2090409,쇠퇴기업
(주)브리지텍,64480,2020년 12월,4500986,-1774874,-2393100,우량기업
(주)브이씨,365900,1905년 7월,,,,판단불가
(주)브이원텍,251630,2020년 12월,3326723,-896905,-5182813,우량기업
(주)브이원텍,251630,2017년 12월,15705817,-37313661,25386408,성장기업
(주)브이원텍,251630,2018년 12월,8864899,-3610999,556250,성장기업
(주)브이원텍,251630,2021년 12월,4393025,-16460524,13230949,성장기업
(주)브이원텍,251630,2019년 12월,3764353,-4238917,-3268266,우량기업
(주)브이티지엠피,18290,2021년 12월,24628511,-317721,-10149846,우량기업
(주)브이티지엠피,18290,2020년 12월,8498955,-28195335,14576610,성장기업
(주)브이티지엠피,18290,2019년 12월,4141638,-722343,7308198,성장기업
(주)브이티지엠피,18290,2018년 12월,3470930,-5433745,2197443,성장기업
(주)브이티지엠피,18290,2017년 12월,-1282018,-6447944,8395212,스타트업
(주)블루베리엔에프티,44480,2020년 12월,-4406320,-13326287,-513288,쇠퇴기업
(주)블루베리엔에프티,44480,2021년 12월,-3388621,-22980159,27536848,스타트업
(주)블루베리엔에프티,44480,2019년 12월,1149307,-36251699,32309159,성장기업
(주)블루베리엔에프티,44480,2018년 12월,1374684,-1718227,29999929,성장기업
(주)블루베리엔에프티,44480,2017년 12월,-1302559,-2315613,0,판단불가
(주)블루콤,33560,2021년 12월,6016238,469847,-8061,성숙기업
(주)블루콤,33560,2019년 12월,9510597,-17482869,0,판단불가
(주)블루콤,33560,2020년 12월,-6550774,4312185,0,판단불가
(주)블루콤,33560,2018년 12월,-2509177,-30520134,-902292,쇠퇴기업
(주)블루콤,33560,2017년 12월,12501199,-17413570,-7157283,우량기업
(주)블리츠웨이,369370,2021년 12월,4435975,6022898,-77886,성숙기업
(주)블리츠웨이,369370,2020년 12월,,,,판단불가
(주)비덴트,121800,2019년 12월,-2123401,-119876992,118344319,스타트업
(주)비덴트,121800,2021년 12월,-3222802,-121534944,187682323,스타트업
(주)비덴트,121800,2020년 12월,-229669,18587169,34977286,부실기업
(주)비덴트,121800,2018년 12월,463118,-17513464,25499991,성장기업
(주)비덴트,121800,2017년 12월,-7388126,7586032,2288855,부실기업
(주)비보존헬스케어,82800,2021년 12월,-15211941,-39231834,8393524,스타트업
(주)비보존헬스케어,82800,2020년 12월,-1939387,-71819075,73175182,스타트업
(주)비보존헬스케어,82800,2019년 12월,5888575,-38640520,77831697,성장기업
(주)비보존헬스케어,82800,2017년 12월,-969516,-777763,1666760,스타트업
(주)비보존헬스케어,82800,2018년 12월,-4588748,-56891142,72211756,스타트업
(주)비씨월드제약,200780,2021년 12월,668487,-16290919,8831668,성장기업
(주)비씨월드제약,200780,2017년 12월,7929550,-16820092,11494667,성장기업
(주)비씨월드제약,200780,2020년 12월,6876910,-16700099,18099299,성장기업
(주)비씨월드제약,200780,2019년 12월,13850716,-15417265,1278240,성장기업
(주)비씨월드제약,200780,2018년 12월,6474300,-13725949,5040656,성장기업
(주)비아트론,141000,2018년 12월,29985489,-60049966,-1211471,우량기업
(주)비아트론,141000,2017년 12월,11817398,-4204029,-3231911,우량기업
(주)비아트론,141000,2020년 12월,-2672549,7485326,-2018965,정리기업
(주)비아트론,141000,2021년 12월,20780402,-14162713,-1324529,우량기업
(주)비아트론,141000,2019년 12월,-8139431,17191006,-1250171,정리기업
(주)비앤에스미디어,156170,1905년 7월,,,,판단불가
(주)비에이치,90460,2019년 12월,17132530,-19463521,-11116049,우량기업
(주)비에이치,90460,2020년 12월,-33648776,5352945,28186084,부실기업
(주)비에이치,90460,2017년 12월,-12065515,4251270,50416144,부실기업
(주)비에이치,90460,2018년 12월,133406184,-10312924,-113645349,우량기업
(주)비에이치,90460,2021년 12월,45921395,-8671785,-10025825,우량기업
(주)비엔씨컴퍼니,58370,1905년 7월,,,,판단불가
(주)비엔에프코퍼레이션,271780,2019년 12월,-31306,-1072254,291278,스타트업
(주)비엔에프코퍼레이션,271780,2018년 12월,679351,-334921,-189259,우량기업
(주)비엔지티,32790,2019년 12월,-4635959,-6616651,-1639862,쇠퇴기업
(주)비엔지티,32790,2020년 12월,2196319,-1718442,6279291,성장기업
(주)비엔지티,32790,2021년 12월,-3554431,-795978,3977235,스타트업
(주)비엔지티,32790,2018년 12월,-1223121,-9023213,24355027,스타트업
(주)비엔지티,32790,2017년 12월,-6986208,-4124456,9005856,스타트업
(주)비엘,142760,2017년 12월,-8525273,-7187971,24143067,스타트업
(주)비엘,142760,2018년 12월,-6198316,-55386916,54345591,스타트업
(주)비엘,142760,2019년 12월,-5769139,-5443725,13803622,스타트업
(주)비엘,142760,2020년 12월,-9605136,679276,22820430,부실기업
(주)비엘,142760,2021년 12월,-6991627,-7526068,23626717,스타트업
(주)비엘팜텍,65170,2019년 12월,-1700617,-3210063,-416565,쇠퇴기업
(주)비엘팜텍,65170,2018년 12월,-6788415,-11225491,35448646,스타트업
(주)비엘팜텍,65170,2017년 12월,32181,2677333,-300000,성숙기업
(주)비엘팜텍,65170,2020년 12월,785000,-15974385,5598377,성장기업
(주)비엘팜텍,65170,2021년 12월,2503507,-11051864,16161680,성장기업
(주)비엠티,86670,2020년 12월,4274406,-21371593,21224571,성장기업
(주)비엠티,86670,2021년 12월,649291,-14898318,28358899,성장기업
(주)비엠티,86670,2018년 12월,-5239338,-79491,5190325,스타트업
(주)비엠티,86670,2019년 12월,10506264,-14114328,1155666,성장기업
(주)비엠티,86670,2017년 12월,8432425,-15553322,-1014927,우량기업
(주)비올,335890,2019년 12월,,,,판단불가
(주)비올,335890,2020년 12월,-128412,-5354348,-529235,쇠퇴기업
(주)비올,335890,2021년 12월,8202701,-3058595,-432249,우량기업
(주)비즈니스온커뮤니케이션,138580,2021년 12월,8301375,-3297139,-5142908,우량기업
(주)비즈니스온커뮤니케이션,138580,2020년 12월,5291741,-30249105,-3234467,우량기업
(주)비즈니스온커뮤니케이션,138580,2018년 12월,4962913,-3527946,-1718089,우량기업
(주)비즈니스온커뮤니케이션,138580,2017년 12월,3914356,-21024376,16886340,성장기업
(주)비즈니스온커뮤니케이션,138580,2019년 12월,5039575,4455486,17397214,전환기업
(주)비츠로셀,82920,2021년 12월,24925382,-38492426,-6081724,우량기업
(주)비츠로셀,82920,2020년 12월,24260305,-14069707,16887989,성장기업
(주)비츠로셀,82920,2017년 6월,23834305,-6937243,-463148,우량기업
(주)비츠로셀,82920,2019년 12월,26454749,-20465279,1145099,성장기업
(주)비츠로셀,82920,2018년 12월,16760304,-30791793,-3595087,우량기업
(주)비츠로시스,54220,2021년 3월,-18852528,-1492314,21722072,스타트업
(주)비츠로시스,54220,2017년 3월,8628390,-2120668,-3777188,우량기업
(주)비츠로시스,54220,2020년 3월,937482,-2675380,1734595,성장기업
(주)비츠로시스,54220,2019년 3월,-12476576,-6967060,15734278,스타트업
(주)비츠로시스,54220,2018년 3월,-4023910,-5749489,10415154,스타트업
(주)비츠로테크,42370,2021년 12월,1633154,-5693067,-1277514,우량기업
(주)비츠로테크,42370,2019년 12월,704916,-182499,-6321094,우량기업
(주)비츠로테크,42370,2018년 6월,-8934849,3447411,798761,부실기업
(주)비츠로테크,42370,2017년 6월,9096804,-8540167,5508838,성장기업
(주)비츠로테크,42370,2020년 12월,6472543,-264171,-1305211,우량기업
(주)비케이홀딩스,50090,2018년 12월,870982,14334850,-8900000,성숙기업
(주)비케이홀딩스,50090,2017년 12월,-2044129,7725218,-5512831,정리기업
(주)비케이홀딩스,50090,2021년 12월,-2854010,-19661607,-301283,쇠퇴기업
(주)비케이홀딩스,50090,2019년 12월,-2407680,13134819,-359443,정리기업
(주)비케이홀딩스,50090,2020년 12월,733219,63753,4763375,전환기업
(주)비투엔,307870,2020년 12월,,,,판단불가
(주)비투엔,307870,2018년 12월,,,,판단불가
(주)비투엔,307870,2019년 12월,,,,판단불가
(주)비투엔,307870,2021년 12월,-415163,2653584,-875992,정리기업
(주)비트나인,357880,2021년 12월,-3650079,-13969895,25644127,스타트업
(주)비트컴퓨터,32850,2021년 12월,6308104,-3906568,-3465118,우량기업
(주)비트컴퓨터,32850,2020년 12월,14213863,-7317489,-292544,우량기업
(주)비트컴퓨터,32850,2019년 12월,2263520,-2464588,758973,성장기업
(주)비트컴퓨터,32850,2018년 12월,-672677,-2110313,-1777760,쇠퇴기업
(주)비트컴퓨터,32850,2017년 12월,4647665,368974,-3964406,성숙기업
(주)비피도,238200,2019년 12월,2671011,-4812191,-57663,우량기업
(주)비피도,238200,2020년 12월,1748049,2425949,-1233966,성숙기업
(주)비피도,238200,2018년 12월,4752823,-18926894,6690734,성장기업
(주)비피도,238200,2021년 12월,1878289,-4301949,1561625,성장기업
(주)빅솔론,93190,2020년 12월,14959578,22846089,-5923839,성숙기업
(주)빅솔론,93190,2019년 12월,9956511,-13622463,-8352509,우량기업
(주)빅솔론,93190,2021년 12월,13028379,-30994901,-5275857,우량기업
(주)빅솔론,93190,2017년 12월,6334856,51301897,-2733812,성숙기업
(주)빅솔론,93190,2018년 12월,10245883,-32989812,-6364153,우량기업
(주)빅텍,65450,2021년 12월,-3017718,2278889,-389545,정리기업
(주)빅텍,65450,2019년 12월,9891439,-5383048,-3623167,우량기업
(주)빅텍,65450,2020년 12월,-5119978,-10381383,6231945,스타트업
(주)빅텍,65450,2018년 12월,11039279,-2278002,1498329,성장기업
(주)빅텍,65450,2017년 12월,6912627,-5035222,-1935851,우량기업
(주)사람인에이치알,143240,2021년 12월,43619259,-47708828,1819419,성장기업
(주)사람인에이치알,143240,2018년 12월,9151530,-5788382,-660256,우량기업
(주)사람인에이치알,143240,2017년 12월,15456714,-23427803,-1320512,우량기업
(주)사람인에이치알,143240,2020년 12월,20832120,-8626353,-5837312,우량기업
(주)사람인에이치알,143240,2019년 12월,29505613,-30220489,-4300119,우량기업
(주)삼기,122350,2021년 12월,32890955,-24213023,-11393273,우량기업
(주)삼기,122350,2019년 12월,30267820,-51600747,16222062,성장기업
(주)삼기,122350,2020년 12월,48911797,-55207120,11726504,성장기업
(주)삼기,122350,2018년 12월,23554209,-75742832,54495376,성장기업
(주)삼기,122350,2017년 12월,31248341,-31593142,9172327,성장기업
(주)삼보판지,23600,2018년 12월,7925406,12064543,-8226015,성숙기업
(주)삼보판지,23600,2019년 12월,7217904,-10806192,-3445739,우량기업
(주)삼보판지,23600,2021년 12월,15312032,-1395799,-5398727,우량기업
(주)삼보판지,23600,2017년 12월,-4758458,482324,5009166,부실기업
(주)삼보판지,23600,2020년 12월,9933318,-8625977,-1831316,우량기업
(주)삼양옵틱스,225190,2021년 12월,13908778,-3045442,-8295984,우량기업
(주)삼양옵틱스,225190,2018년 12월,14881599,-2636191,-11777369,우량기업
(주)삼양옵틱스,225190,2017년 12월,20139253,-4559576,-17000000,우량기업
(주)삼양옵틱스,225190,2020년 12월,13858300,-3028755,-7334686,우량기업
(주)삼양옵틱스,225190,2019년 12월,11802236,-2942283,-11049460,우량기업
(주)삼에스코리아,60310,2021년 3월,329219,-1965850,1477502,성장기업
(주)삼에스코리아,60310,2018년 3월,3549603,-880341,-2216600,우량기업
(주)삼에스코리아,60310,2019년 3월,4012404,2621,408235,전환기업
(주)삼에스코리아,60310,2017년 3월,-2866332,-114956,3821941,스타트업
(주)삼에스코리아,60310,2020년 3월,675744,-1018782,-1178646,우량기업
(주)삼영에스앤씨,361670,2021년 12월,-671769,-11761589,12789991,스타트업
(주)삼일,32280,2019년 12월,7023551,-9604754,304622,성장기업
(주)삼일,32280,2017년 12월,2619062,214800,-2788975,성숙기업
(주)삼일,32280,2020년 12월,2926254,-8356065,10169725,성장기업
(주)삼일,32280,2018년 12월,6106936,-6892886,2251544,성장기업
(주)삼일,32280,2021년 12월,-1934114,-1293569,-1505383,쇠퇴기업
(주)삼일기업공사,2290,2019년 12월,13093615,16610095,-1296000,성숙기업
(주)삼일기업공사,2290,2021년 12월,-1990450,25734888,-1257182,정리기업
(주)삼일기업공사,2290,2020년 12월,87708,-32745,-1251988,우량기업
(주)삼일기업공사,2290,2018년 12월,-2215836,-12441374,-1116000,쇠퇴기업
(주)삼일기업공사,2290,2017년 12월,-5640021,14459987,-1116000,정리기업
(주)삼진,32750,2018년 12월,-593479,-4747907,-2909436,쇠퇴기업
(주)삼진,32750,2017년 12월,3629961,872647,-877839,성숙기업
(주)삼진,32750,2021년 12월,1047084,213338,-1200000,성숙기업
(주)삼진,32750,2019년 12월,9450870,-7426100,-500001,우량기업
(주)삼진,32750,2020년 12월,6749408,-5118878,-1300011,우량기업
(주)삼진엘앤디,54090,2020년 12월,-5068596,2662159,437398,부실기업
(주)삼진엘앤디,54090,2019년 12월,1660541,-859850,-5048783,우량기업
(주)삼진엘앤디,54090,2021년 12월,4985040,-1589844,1908636,성장기업
(주)삼진엘앤디,54090,2018년 12월,5262954,12384307,-3331125,성숙기업
(주)삼진엘앤디,54090,2017년 12월,-1130653,-593571,-2877695,쇠퇴기업
(주)삼표시멘트,38500,2017년 12월,72665320,-34750497,-83989907,우량기업
(주)삼표시멘트,38500,2018년 12월,37464785,-27808473,37677044,성장기업
(주)삼표시멘트,38500,2019년 12월,54314520,-23543216,-38980479,우량기업
(주)삼표시멘트,38500,2020년 12월,67040609,-39906080,-35295733,우량기업
(주)삼표시멘트,38500,2021년 12월,-3351209,-101580903,85369644,스타트업
(주)삼화네트웍스,46390,2019년 12월,7684987,-10656104,-200409,우량기업
(주)삼화네트웍스,46390,2018년 12월,-4289433,9428736,-663042,정리기업
(주)삼화네트웍스,46390,2017년 12월,4517934,-455313,-1029781,우량기업
(주)삼화네트웍스,46390,2020년 12월,1468479,-3252665,-1888714,우량기업
(주)삼화네트웍스,46390,2021년 12월,29132,-12581160,14373449,성장기업
(주)상보,27580,2020년 12월,3113277,-3979873,2687305,성장기업
(주)상보,27580,2021년 12월,2209158,-135984,7455221,성장기업
(주)상보,27580,2018년 12월,653631,-129228,-10941368,우량기업
(주)상보,27580,2019년 12월,3956448,-6842941,-835183,우량기업
(주)상보,27580,2017년 12월,-7833333,1723031,8240404,부실기업
(주)상상인,38540,2017년 12월,25459046,-1312886,-4915796,우량기업
(주)상상인,38540,2020년 12월,44660169,-4853501,-22408809,우량기업
(주)상상인,38540,2021년 12월,2335103,-8826843,-820101,우량기업
(주)상상인,38540,2019년 12월,70248603,-30879979,-57242574,우량기업
(주)상상인,38540,2018년 12월,31743307,-82111046,53564691,성장기업
(주)상상인인더스트리,101000,2017년 12월,11958148,-37241018,27967523,성장기업
(주)상상인인더스트리,101000,2020년 12월,-6027921,7336954,-512480,정리기업
(주)상상인인더스트리,101000,2018년 12월,-5107972,-31939755,32246639,스타트업
(주)상상인인더스트리,101000,2019년 12월,-12758991,16368315,-3816633,정리기업
(주)상상인인더스트리,101000,2021년 12월,730623,-5498404,3735713,성장기업
(주)상아프론테크,89980,2017년 12월,25988510,-14909067,1536567,성장기업
(주)상아프론테크,89980,2021년 12월,17093182,-25263598,10306062,성장기업
(주)상아프론테크,89980,2020년 12월,11991989,-28843141,17370747,성장기업
(주)상아프론테크,89980,2019년 12월,9384336,-10925414,-2479676,우량기업
(주)상아프론테크,89980,2018년 12월,11822538,-19877017,146551,성장기업
(주)상지카일룸,42940,2018년 12월,-37891782,-32638629,76314992,스타트업
(주)상지카일룸,42940,2021년 12월,-7566903,8258392,-4950137,정리기업
(주)상지카일룸,42940,2020년 12월,-570422,16652681,-9338003,정리기업
(주)상지카일룸,42940,2019년 12월,45077698,-57983875,7506798,성장기업
(주)상지카일룸,42940,2017년 12월,-13870401,-6592175,14759481,스타트업
(주)새로닉스,42600,2021년 12월,2897818,-45329020,43412390,성장기업
(주)새로닉스,42600,2019년 12월,7943342,-1055809,-3459333,우량기업
(주)새로닉스,42600,2018년 12월,-4203435,-1351463,3487057,스타트업
(주)새로닉스,42600,2017년 12월,-27817,-1030460,452057,스타트업
(주)새로닉스,42600,2020년 12월,-5051052,-9050311,9337507,스타트업
(주)샘씨엔에스,252990,2021년 12월,16484267,-117306175,101058671,성장기업
(주)샘코,263540,2019년 12월,-502013,-1492826,2720346,스타트업
(주)샘코,263540,2017년 12월,-6708455,-12871302,22697585,스타트업
(주)샘코,263540,2020년 12월,-240208,-1981269,685718,스타트업
(주)샘코,263540,2018년 12월,-4058638,-6614179,9055000,스타트업
(주)서남,294630,2021년 12월,-2223462,1139361,6427162,부실기업
(주)서남,294630,2020년 12월,-4530730,-7057261,10705110,스타트업
(주)서린바이오사이언스,38070,2017년 12월,246001,-4784386,2530301,성장기업
(주)서린바이오사이언스,38070,2021년 12월,8426129,-31118961,29111877,성장기업
(주)서린바이오사이언스,38070,2019년 12월,7474577,-2464252,-3554732,우량기업
(주)서린바이오사이언스,38070,2020년 12월,2550952,1177184,-905726,성숙기업
(주)서린바이오사이언스,38070,2018년 12월,3470599,874783,-4309948,성숙기업
(주)서부티엔디,6730,2020년 12월,25261876,16237356,-43241168,성숙기업
(주)서부티엔디,6730,2019년 12월,37598779,-31633556,-8371238,우량기업
(주)서부티엔디,6730,2021년 12월,2923998,138001930,-133859930,성숙기업
(주)서부티엔디,6730,2018년 12월,35978868,-27856909,-28542852,우량기업
(주)서부티엔디,6730,2017년 12월,9869530,-257057409,277568360,성장기업
(주)서산,79650,2018년 12월,661610,-78685,-500000,우량기업
(주)서산,79650,2021년 12월,4113031,-3771094,-10000,우량기업
(주)서산,79650,2019년 12월,1060198,6825,-260000,성숙기업
(주)서산,79650,2020년 12월,-115164,-1613536,0,판단불가
(주)서산,79650,2017년 12월,1887926,-15442610,-500000,우량기업
(주)서연탑메탈,19770,2021년 12월,1176073,111379,-13557950,성숙기업
(주)서연탑메탈,19770,2020년 12월,14750379,-1329440,-2569660,우량기업
(주)서연탑메탈,19770,2019년 12월,9868024,5612510,-14246240,성숙기업
(주)서연탑메탈,19770,2018년 12월,29232089,-1938302,-28698950,우량기업
(주)서연탑메탈,19770,2017년 12월,-4099428,-464219,6220388,스타트업
(주)서울리거,43710,2021년 12월,10851549,3088842,-13274694,성숙기업
(주)서울리거,43710,2019년 12월,-11941498,6258326,9499364,부실기업
(주)서울리거,43710,2020년 12월,-6609633,-8200643,11026496,스타트업
(주)서울리거,43710,2017년 12월,1458175,-9043226,-20000,우량기업
(주)서울리거,43710,2018년 12월,-1240768,-25544317,27988598,스타트업
(주)서울옥션,63170,2020년 12월,-9600398,3518211,922362,부실기업
(주)서울옥션,63170,2018년 12월,-7599014,-4246793,7163401,스타트업
(주)서울옥션,63170,2019년 12월,4368504,-4207894,7681632,성장기업
(주)서울옥션,63170,2021년 12월,11643780,-1146469,-5822957,우량기업
(주)서울옥션,63170,2017년 12월,16862761,-28555128,14947121,성장기업
(주)서울제약,18680,2019년 12월,2987310,3316374,-3372275,성숙기업
(주)서울제약,18680,2020년 12월,5736790,-293153,2004598,성장기업
(주)서울제약,18680,2021년 12월,-1674579,-1099414,1535130,스타트업
(주)서울제약,18680,2018년 12월,-1227318,-4190465,5725002,스타트업
(주)서울제약,18680,2017년 12월,-1137351,5372751,-9545871,정리기업
(주)서원인텍,93920,2021년 12월,10191924,-12276276,-4430458,우량기업
(주)서원인텍,93920,2017년 12월,30167950,6258739,-14723184,성숙기업
(주)서원인텍,93920,2019년 12월,29720453,-8375877,-10769043,우량기업
(주)서원인텍,93920,2020년 12월,21885249,-13052073,-10107858,우량기업
(주)서원인텍,93920,2018년 12월,-6913533,-5577875,-5816115,쇠퇴기업
(주)서전기전,189860,2021년 12월,-3703780,-632361,1024553,스타트업
(주)서전기전,189860,2020년 12월,8015605,-2321940,-4598422,우량기업
(주)서전기전,189860,2018년 12월,5535730,-5283001,-142272,우량기업
(주)서전기전,189860,2019년 12월,2780476,-2334877,1567320,성장기업
(주)서전기전,189860,2017년 12월,-522036,-4887897,1128919,스타트업
(주)서진시스템,178320,2019년 12월,-859008,-13244432,16259663,스타트업
(주)서진시스템,178320,2017년 12월,-19284880,-15101028,36465118,스타트업
(주)서진시스템,178320,2018년 12월,-34352232,-12708274,56693972,스타트업
(주)서진시스템,178320,2021년 12월,-15421154,-101596649,113458272,스타트업
(주)서진시스템,178320,2020년 12월,8453643,-152247111,135838326,성장기업
(주)서진오토모티브,122690,2019년 12월,-1213614,2548436,-1364749,정리기업
(주)서진오토모티브,122690,2018년 12월,-209133,-25194564,25434444,스타트업
(주)서진오토모티브,122690,2020년 12월,10886123,-3809385,-7050635,우량기업
(주)서진오토모티브,122690,2017년 12월,3132781,-18003410,14522744,성장기업
(주)서진오토모티브,122690,2021년 12월,4665967,4831026,-8624691,성숙기업
(주)서플러스글로벌,140070,2021년 12월,-4898361,-8379572,19531421,스타트업
(주)서플러스글로벌,140070,2019년 12월,2526897,-452292,2164598,성장기업
(주)서플러스글로벌,140070,2020년 12월,31206118,-69263930,24949299,성장기업
(주)서플러스글로벌,140070,2018년 12월,20058128,-17619967,2570869,성장기업
(주)서플러스글로벌,140070,2017년 12월,-15777806,-18056705,32230590,스타트업
(주)서한,11370,2017년 12월,13055635,-44985509,-31022846,우량기업
(주)서한,11370,2018년 12월,30694518,-8277913,-18010795,우량기업
(주)서한,11370,2019년 12월,-21709748,-32646818,31186097,스타트업
(주)서한,11370,2020년 12월,31253809,-18905031,40098914,성장기업
(주)서한,11370,2021년 12월,-89829934,-47489778,108494104,스타트업
(주)서희건설,35890,2017년 12월,47346809,-112087645,-4524176,우량기업
(주)서희건설,35890,2018년 12월,54490905,36876395,8152895,전환기업
(주)서희건설,35890,2019년 12월,72525733,-64351674,-14068005,우량기업
(주)서희건설,35890,2021년 12월,295220926,-264951824,-18195797,우량기업
(주)서희건설,35890,2020년 12월,236783463,-208117505,-29813575,우량기업
(주)석경에이티,357550,2021년 12월,2564601,-8651035,-3196403,우량기업
(주)석경에이티,357550,2020년 12월,2241215,573918,6603382,전환기업
(주)선광,3100,2017년 12월,13839741,-45195767,29148344,성장기업
(주)선광,3100,2018년 12월,20887478,-13523690,9051443,성장기업
(주)선광,3100,2019년 12월,23657949,-45564935,2247902,성장기업
(주)선광,3100,2020년 12월,28548249,-11625089,5442462,성장기업
(주)선광,3100,2021년 12월,32274113,13048562,-24756802,성숙기업
(주)선익시스템,171090,2019년 12월,131619,-18204147,-1817148,우량기업
(주)선익시스템,171090,2018년 12월,10608202,-8434010,-2601842,우량기업
(주)선익시스템,171090,2020년 12월,12726588,-20958588,-3151024,우량기업
(주)선익시스템,171090,2017년 12월,17707487,-12742296,23330264,성장기업
(주)선익시스템,171090,2021년 12월,-10860600,13761330,-620695,정리기업
(주)성광벤드,14620,2021년 12월,10744089,-7531375,-3075788,우량기업
(주)성광벤드,14620,2019년 12월,16629867,-4258438,-2536247,우량기업
(주)성광벤드,14620,2020년 12월,198786,-5436161,-3322673,우량기업
(주)성광벤드,14620,2018년 12월,-18999355,20776154,-2742923,정리기업
(주)성광벤드,14620,2017년 12월,11577662,-22425343,-4189426,우량기업
(주)성도이엔지,37350,2017년 12월,21458400,-25940591,6286900,성장기업
(주)성도이엔지,37350,2020년 12월,-28925087,-3733681,15768904,스타트업
(주)성도이엔지,37350,2019년 12월,25222666,-592998,-6254160,우량기업
(주)성도이엔지,37350,2021년 12월,27790146,-3231547,-23206164,우량기업
(주)성도이엔지,37350,2018년 12월,16565107,-5833675,-3833650,우량기업
(주)성우하이텍,15750,2021년 12월,92075257,-103587408,-37221610,우량기업
(주)성우하이텍,15750,2020년 12월,162064134,-86965960,39922630,성장기업
(주)성우하이텍,15750,2018년 12월,174877102,-130966876,-31503737,우량기업
(주)성우하이텍,15750,2019년 12월,224432816,-104115209,-69741464,우량기업
(주)성우하이텍,15750,2017년 12월,31398547,-19149563,-40592389,우량기업
(주)성창오토텍,80470,2019년 12월,329882,-1582899,-1801289,우량기업
(주)성창오토텍,80470,2021년 12월,4809951,-3392116,-2752342,우량기업
(주)성창오토텍,80470,2020년 12월,3743201,-688718,-1742806,우량기업
(주)성창오토텍,80470,2017년 12월,712733,-3913872,-444203,우량기업
(주)성창오토텍,80470,2018년 12월,-310771,-1953536,3069963,스타트업
(주)세경하이테크,148150,2021년 12월,33269747,-20398645,4141780,성장기업
(주)세경하이테크,148150,2020년 12월,-18394336,-19005117,26950772,스타트업
(주)세경하이테크,148150,2019년 12월,3933547,-24150124,38897771,성장기업
(주)세기리텍,199870,1905년 7월,,,,판단불가
(주)세동,53060,2020년 12월,4857497,3906789,-5846111,성숙기업
(주)세동,53060,2021년 12월,3183950,-4741895,2432656,성장기업
(주)세동,53060,2017년 12월,4241818,-4839660,65552,성장기업
(주)세동,53060,2019년 12월,2076229,-4473338,2237008,성장기업
(주)세동,53060,2018년 12월,5171731,-6953700,2263006,성장기업
(주)세림비앤지,340440,2020년 12월,,,,판단불가
(주)세림비앤지,340440,2019년 12월,,,,판단불가
(주)세림비앤지,340440,2021년 12월,-546801,-1648109,3011246,스타트업
